person_id,contact_id,level
200000046703,200000060734,0
200000046703,200000076294,98
200000046704,200000048140,0
200000046704,200000074565,92
200000046706,200000073650,79
200000046707,200000064410,1
200000046707,200000086617,47
200000046708,200000053503,0
200000046708,200000098590,2
200000046709,200000061927,45
200000046710,200000046967,85
200000046711,200000097203,47
200000046712,200000049561,79
200000046712,200000060369,16
200000046713,200000077278,87
200000046713,200000083863,0
200000046714,200000057995,6
200000046714,200000089815,33
200000046716,200000055668,71
200000046717,200000084615,78
200000046717,200000087547,30
200000046719,200000054759,0
200000046719,200000084432,2
200000046720,200000083948,17
200000046720,200000090044,44
200000046722,200000053346,44
200000046723,200000053957,62
200000046723,200000097665,69
200000046724,200000063381,93
200000046724,200000065996,34
200000046725,200000068560,0
200000046726,200000065776,54
200000046727,200000068730,97
200000046728,200000073478,96
200000046729,200000076779,14
200000046729,200000091617,45
200000046730,200000080189,90
200000046730,200000087929,35
200000046732,200000070222,53
200000046733,200000057724,99
200000046733,200000085857,71
200000046734,200000058037,4
200000046734,200000087516,41
200000046735,200000090998,33
200000046735,200000094749,46
200000046737,200000063591,18
200000046739,200000075660,63
200000046741,200000075926,92
200000046741,200000076809,43
200000046742,200000056795,55
200000046742,200000068439,43
200000046743,200000048662,76
200000046745,200000046824,81
200000046745,200000079016,30
200000046746,200000099458,4
200000046747,200000055589,20
200000046748,200000069761,7
200000046750,200000089139,0
200000046751,200000097154,4
200000046752,200000055561,43
200000046752,200000057383,73
200000046753,200000049091,98
200000046753,200000077648,7
200000046754,200000061565,42
200000046755,200000051071,28
200000046758,200000084452,85
200000046759,200000068760,2
200000046761,200000080012,0
200000046762,200000076990,32
200000046764,200000051915,74
200000046765,200000058064,53
200000046769,200000046919,0
200000046771,200000089481,1
200000046773,200000090110,78
200000046774,200000070670,9
200000046776,200000092033,71
200000046778,200000052593,88
200000046778,200000086295,59
200000046779,200000049987,53
200000046780,200000097894,41
200000046781,200000086856,0
200000046782,200000048516,77
200000046782,200000077936,17
200000046783,200000087020,20
200000046784,200000053762,98
200000046785,200000072600,0
200000046785,200000089067,87
200000046787,200000052289,62
200000046788,200000077588,22
200000046790,200000079445,5
200000046791,200000059740,12
200000046797,200000072562,0
200000046798,200000052975,2
200000046799,200000051062,80
200000046799,200000071381,29
200000046800,200000047103,6
200000046800,200000097573,86
200000046802,200000052392,3
200000046803,200000079106,0
200000046805,200000068474,31
200000046806,200000055118,95
200000046807,200000056013,11
200000046808,200000053174,48
200000046808,200000085787,4
200000046809,200000052577,86
200000046809,200000061483,4
200000046811,200000075109,59
200000046815,200000057268,72
200000046817,200000073978,0
200000046819,200000048378,81
200000046819,200000088243,96
200000046820,200000087870,18
200000046821,200000060902,46
200000046822,200000093713,85
200000046823,200000051798,22
200000046825,200000087566,78
200000046827,200000099929,41
200000046829,200000067072,83
200000046829,200000099195,76
200000046830,200000090338,78
200000046831,200000084735,16
200000046831,200000089956,99
200000046833,200000051661,63
200000046833,200000072622,3
200000046835,200000075709,73
200000046836,200000071427,38
200000046838,200000094744,33
200000046839,200000048303,95
200000046840,200000079959,0
200000046841,200000076292,0
200000046842,200000092124,4
200000046844,200000057708,94
200000046845,200000085160,12
200000046846,200000086403,31
200000046849,200000069698,4
200000046850,200000048567,33
200000046850,200000064830,55
200000046853,200000069218,10
200000046853,200000084114,88
200000046854,200000073365,2
200000046855,200000078492,74
200000046856,200000077741,2
200000046856,200000096425,19
200000046857,200000090970,40
200000046858,200000047575,52
200000046859,200000098226,0
200000046860,200000085267,0
200000046860,200000091879,56
200000046861,200000048247,2
200000046861,200000082728,29
200000046862,200000069462,0
200000046862,200000079841,43
200000046863,200000065317,3
200000046864,200000058968,8
200000046865,200000098348,0
200000046866,200000078425,0
200000046867,200000070253,68
200000046867,200000097442,48
200000046868,200000050138,47
200000046869,200000064452,29
200000046872,200000058773,76
200000046872,200000092749,74
200000046873,200000064222,18
200000046873,200000091412,32
200000046874,200000058986,36
200000046874,200000070968,52
200000046875,200000099032,51
200000046876,200000050868,19
200000046877,200000051831,83
200000046877,200000091989,19
200000046878,200000086773,14
200000046878,200000087840,39
200000046879,200000084377,6
200000046881,200000061573,64
200000046881,200000082916,0
200000046882,200000082025,4
200000046883,200000054793,5
200000046884,200000075868,80
200000046885,200000081822,4
200000046886,200000081193,28
200000046887,200000051236,1
200000046887,200000060191,59
200000046889,200000054187,0
200000046890,200000097866,85
200000046895,200000055163,91
200000046896,200000055893,72
200000046897,200000064607,12
200000046899,200000064421,18
200000046899,200000088602,8
200000046903,200000047532,22
200000046906,200000072330,4
200000046908,200000074794,54
200000046908,200000099516,55
200000046909,200000090209,18
200000046909,200000091277,1
200000046910,200000096702,27
200000046911,200000052403,0
200000046912,200000057337,91
200000046912,200000087225,26
200000046913,200000063824,12
200000046915,200000074051,84
200000046916,200000065660,36
200000046916,200000079288,0
200000046917,200000068329,0
200000046917,200000094225,0
200000046918,200000095691,0
200000046918,200000096943,5
200000046921,200000089903,43
200000046923,200000098468,9
200000046924,200000089544,97
200000046925,200000076687,71
200000046925,200000091040,3
200000046926,200000077659,65
200000046927,200000059412,35
200000046928,200000060180,80
200000046928,200000070145,11
200000046929,200000048884,68
200000046930,200000092191,0
200000046931,200000095177,23
200000046932,200000052342,23
200000046933,200000070964,93
200000046934,200000066266,0
200000046934,200000098459,9
200000046935,200000086515,0
200000046936,200000075195,69
200000046937,200000065982,3
200000046941,200000072857,1
200000046941,200000084475,0
200000046943,200000056991,48
200000046943,200000068051,98
200000046944,200000082883,60
200000046945,200000096948,1
200000046946,200000050419,98
200000046946,200000056724,79
200000046947,200000050264,2
200000046947,200000090523,19
200000046948,200000060255,11
200000046950,200000047664,40
200000046950,200000092658,32
200000046951,200000089508,22
200000046952,200000068283,6
200000046952,200000072675,18
200000046953,200000076297,0
200000046954,200000075026,3
200000046955,200000072504,85
200000046956,200000055337,0
200000046956,200000061928,52
200000046957,200000090020,84
200000046957,200000090147,8
200000046960,200000069386,59
200000046962,200000049573,42
200000046963,200000074864,42
200000046963,200000081364,15
200000046964,200000074284,21
200000046966,200000068574,89
200000046967,200000077838,52
200000046968,200000052678,55
200000046969,200000093208,10
200000046970,200000050228,1
200000046970,200000053260,56
200000046971,200000069368,70
200000046972,200000079880,53
200000046974,200000081194,0
200000046977,200000073758,73
200000046978,200000054805,54
200000046978,200000084584,13
200000046981,200000065695,57
200000046981,200000089796,35
200000046982,200000094563,69
200000046982,200000096056,38
200000046983,200000054857,49
200000046985,200000099401,28
200000046988,200000063049,43
200000046991,200000055144,0
200000046992,200000056911,91
200000046993,200000060647,33
200000046995,200000070826,99
200000046996,200000090175,91
200000046997,200000058205,54
200000046997,200000088909,19
200000046998,200000053792,5
200000046999,200000052528,2
200000047000,200000073243,0
200000047001,200000084019,65
200000047001,200000094089,50
200000047002,200000051802,0
200000047003,200000061246,66
200000047003,200000074822,4
200000047004,200000087772,72
200000047005,200000093030,22
200000047006,200000053016,80
200000047007,200000055817,9
200000047007,200000088997,1
200000047008,200000083637,2
200000047009,200000099344,73
200000047010,200000073935,71
200000047011,200000069090,63
200000047013,200000082294,69
200000047015,200000074135,73
200000047016,200000075212,7
200000047017,200000082843,89
200000047018,200000067781,76
200000047019,200000058251,96
200000047019,200000084605,50
200000047020,200000065714,53
200000047021,200000073562,57
200000047021,200000092916,28
200000047023,200000066538,21
200000047024,200000080830,41
200000047025,200000051601,0
200000047027,200000070488,59
200000047027,200000083275,63
200000047028,200000092733,37
200000047029,200000070042,31
200000047029,200000091599,9
200000047030,200000075916,80
200000047030,200000077302,80
200000047031,200000072634,4
200000047031,200000082899,4
200000047032,200000062850,40
200000047032,200000074406,34
200000047033,200000063513,0
200000047033,200000092248,21
200000047037,200000047979,0
200000047037,200000086752,9
200000047038,200000091307,76
200000047041,200000049790,1
200000047041,200000054644,24
200000047042,200000062621,11
200000047043,200000049877,98
200000047043,200000061369,98
200000047044,200000085812,58
200000047046,200000085837,8
200000047047,200000071355,31
200000047049,200000097461,0
200000047050,200000091368,71
200000047052,200000054411,25
200000047054,200000063557,95
200000047055,200000062170,24
200000047058,200000055572,87
200000047059,200000061216,48
200000047059,200000091973,76
200000047060,200000095807,6
200000047061,200000071950,99
200000047061,200000087140,91
200000047065,200000051893,41
200000047065,200000065962,57
200000047066,200000082557,0
200000047067,200000086889,14
200000047069,200000078178,11
200000047071,200000077808,6
200000047072,200000059520,0
200000047073,200000071938,39
200000047073,200000087208,27
200000047076,200000070860,93
200000047078,200000083612,31
200000047080,200000048854,41
200000047082,200000075822,0
200000047082,200000079181,3
200000047084,200000061214,0
200000047085,200000055300,49
200000047085,200000092862,74
200000047089,200000082365,5
200000047092,200000062006,4
200000047092,200000099109,0
200000047094,200000082990,0
200000047095,200000061338,46
200000047095,200000077784,84
200000047096,200000062278,0
200000047097,200000059105,28
200000047097,200000067192,94
200000047099,200000075397,0
200000047101,200000075607,40
200000047102,200000077709,56
200000047103,200000051845,58
200000047104,200000063744,96
200000047106,200000096545,75
200000047107,200000076007,69
200000047108,200000048161,59
200000047108,200000091112,0
200000047109,200000078347,45
200000047110,200000077809,71
200000047111,200000070918,55
200000047111,200000075758,76
200000047112,200000096366,4
200000047113,200000074834,0
200000047116,200000061281,37
200000047116,200000070735,35
200000047117,200000059713,73
200000047117,200000088186,52
200000047118,200000084684,32
200000047118,200000085727,67
200000047121,200000079733,0
200000047122,200000051273,73
200000047123,200000069228,0
200000047125,200000096972,93
200000047126,200000077875,3
200000047127,200000079722,83
200000047128,200000048684,2
200000047128,200000096255,21
200000047130,200000092810,25
200000047132,200000059039,16
200000047134,200000061770,0
200000047138,200000051320,43
200000047141,200000058451,28
200000047141,200000097772,64
200000047142,200000084645,65
200000047143,200000061443,98
200000047145,200000066028,3
200000047146,200000051911,26
200000047147,200000096746,7
200000047148,200000072786,46
200000047149,200000078512,16
200000047152,200000069164,80
200000047152,200000075608,76
200000047153,200000059856,43
200000047153,200000073940,96
200000047154,200000089339,58
200000047155,200000087380,75
200000047157,200000062184,45
200000047157,200000091059,23
200000047158,200000055256,54
200000047158,200000081407,1
200000047159,200000067664,54
200000047161,200000047894,51
200000047161,200000060666,36
200000047163,200000051147,90
200000047164,200000051757,21
200000047166,200000052940,13
200000047166,200000058438,57
200000047167,200000097937,99
200000047170,200000052863,78
200000047170,200000091650,69
200000047171,200000078990,9
200000047171,200000093449,8
200000047172,200000079863,49
200000047173,200000078836,63
200000047173,200000099462,16
200000047175,200000050086,73
200000047176,200000072430,56
200000047176,200000077028,27
200000047179,200000090618,20
200000047180,200000051588,14
200000047182,200000075177,0
200000047184,200000047812,25
200000047186,200000050349,47
200000047186,200000054032,12
200000047187,200000059663,45
200000047188,200000074292,0
200000047189,200000047370,78
200000047191,200000062084,92
200000047193,200000065290,83
200000047193,200000082182,57
200000047194,200000082570,54
200000047195,200000062466,56
200000047196,200000054209,5
200000047197,200000051313,78
200000047197,200000071493,70
200000047199,200000059225,81
200000047200,200000051709,7
200000047200,200000087079,24
200000047202,200000097599,94
200000047202,200000098370,56
200000047203,200000074842,46
200000047204,200000060677,45
200000047204,200000064727,2
200000047205,200000082943,1
200000047207,200000093859,3
200000047208,200000063200,43
200000047209,200000065476,63
200000047210,200000095359,78
200000047211,200000066316,14
200000047211,200000099389,83
200000047212,200000050101,7
200000047213,200000055956,92
200000047215,200000074952,50
200000047215,200000088456,33
200000047216,200000069453,56
200000047217,200000086150,13
200000047218,200000061370,7
200000047218,200000094892,0
200000047219,200000077108,4
200000047219,200000081762,92
200000047220,200000078934,21
200000047221,200000091985,2
200000047223,200000061770,99
200000047224,200000047365,0
200000047224,200000098445,5
200000047226,200000083737,10
200000047226,200000092404,13
200000047228,200000060427,0
200000047228,200000063647,89
200000047229,200000080256,60
200000047230,200000063388,92
200000047232,200000082127,32
200000047233,200000071284,71
200000047233,200000098797,57
200000047234,200000083883,68
200000047235,200000075023,21
200000047236,200000050591,73
200000047237,200000082022,6
200000047238,200000095734,0
200000047239,200000096960,6
200000047242,200000099428,82
200000047243,200000059838,45
200000047243,200000098934,39
200000047244,200000084597,44
200000047245,200000093838,25
200000047246,200000049973,64
200000047246,200000093113,0
200000047247,200000062676,6
200000047248,200000096326,42
200000047250,200000071283,91
200000047250,200000087458,2
200000047251,200000068672,33
200000047251,200000074758,75
200000047253,200000076839,1
200000047254,200000068089,21
200000047254,200000088845,7
200000047255,200000064612,89
200000047259,200000072871,56
200000047261,200000095033,27
200000047263,200000055576,55
200000047266,200000092167,7
200000047267,200000092935,60
200000047269,200000053674,53
200000047269,200000063958,37
200000047270,200000071602,77
200000047271,200000058803,35
200000047272,200000092482,31
200000047273,200000064107,29
200000047274,200000083390,53
200000047275,200000066737,35
200000047276,200000076493,31
200000047277,200000095807,86
200000047278,200000084067,0
200000047279,200000064346,39
200000047279,200000072153,34
200000047280,200000053759,79
200000047283,200000055048,40
200000047284,200000083785,95
200000047285,200000065679,69
200000047286,200000062360,31
200000047287,200000075666,94
200000047289,200000058180,47
200000047289,200000082187,48
200000047292,200000051982,45
200000047293,200000073361,22
200000047294,200000064512,7
200000047294,200000097732,50
200000047295,200000079551,7
200000047296,200000068273,2
200000047296,200000087225,3
200000047299,200000063927,0
200000047299,200000082903,14
200000047300,200000081743,19
200000047302,200000052605,78
200000047302,200000088830,48
200000047303,200000080629,6
200000047304,200000049343,68
200000047308,200000052450,12
200000047310,200000063002,47
200000047311,200000077240,86
200000047312,200000077071,32
200000047313,200000095259,0
200000047314,200000057882,6
200000047315,200000077007,2
200000047315,200000093737,59
200000047317,200000070835,96
200000047319,200000073503,49
200000047320,200000074995,93
200000047320,200000097557,90
200000047321,200000061631,84
200000047321,200000097281,43
200000047322,200000090109,77
200000047325,200000075543,0
200000047326,200000095269,8
200000047326,200000095725,61
200000047327,200000089790,61
200000047329,200000049076,9
200000047331,200000088008,87
200000047333,200000095758,78
200000047334,200000049285,1
200000047335,200000054284,0
200000047336,200000064700,63
200000047336,200000080076,17
200000047337,200000072741,34
200000047338,200000082488,25
200000047339,200000057420,0
200000047339,200000084060,0
200000047343,200000088313,76
200000047343,200000096169,8
200000047344,200000050207,22
200000047347,200000091548,16
200000047348,200000060239,40
200000047348,200000098351,60
200000047349,200000057191,94
200000047350,200000055824,0
200000047352,200000085713,46
200000047353,200000081759,56
200000047353,200000086971,97
200000047354,200000069550,1
200000047355,200000077845,0
200000047356,200000078247,55
200000047357,200000059196,68
200000047358,200000056692,93
200000047359,200000092734,64
200000047360,200000060327,45
200000047362,200000054176,86
200000047363,200000059530,69
200000047364,200000070394,61
200000047365,200000051275,47
200000047366,200000072442,92
200000047366,200000075582,72
200000047368,200000070715,73
200000047369,200000054446,12
200000047371,200000099566,0
200000047372,200000076243,36
200000047373,200000091066,98
200000047374,200000083791,16
200000047376,200000073596,81
200000047377,200000056409,86
200000047377,200000078004,0
200000047378,200000090105,0
200000047379,200000094222,99
200000047379,200000097690,27
200000047382,200000061199,33
200000047383,200000081679,6
200000047386,200000067286,98
200000047388,200000053407,0
200000047388,200000087090,40
200000047390,200000065152,5
200000047391,200000077698,71
200000047392,200000049613,39
200000047394,200000053652,40
200000047396,200000080967,5
200000047397,200000079548,94
200000047398,200000095942,34
200000047399,200000050077,4
200000047402,200000073589,6
200000047404,200000069476,75
200000047405,200000076890,97
200000047406,200000047527,69
200000047406,200000062634,12
200000047407,200000050215,58
200000047408,200000090229,60
200000047408,200000095615,3
200000047409,200000071839,0
200000047409,200000099158,44
200000047410,200000078939,90
200000047410,200000080221,29
200000047411,200000083173,38
200000047411,200000083977,93
200000047412,200000050957,86
200000047413,200000050944,93
200000047413,200000099248,24
200000047415,200000094875,0
200000047418,200000048020,64
200000047419,200000051770,4
200000047420,200000070739,10
200000047422,200000050658,97
200000047422,200000098522,58
200000047423,200000086832,70
200000047424,200000057744,9
200000047425,200000088823,23
200000047425,200000094445,8
200000047426,200000084851,50
200000047427,200000077255,7
200000047427,200000080812,86
200000047428,200000062971,58
200000047429,200000063473,7
200000047430,200000077391,56
200000047432,200000086589,93
200000047433,200000099182,46
200000047436,200000075866,64
200000047436,200000095249,6
200000047438,200000096128,3
200000047439,200000069690,25
200000047439,200000089388,27
200000047441,200000080932,10
200000047442,200000067552,7
200000047443,200000087256,2
200000047443,200000089963,83
200000047444,200000077556,79
200000047445,200000048287,36
200000047445,200000060739,35
200000047447,200000052974,83
200000047447,200000093351,0
200000047449,200000050591,79
200000047449,200000054727,62
200000047450,200000099576,38
200000047451,200000061697,0
200000047451,200000066143,9
200000047453,200000084843,28
200000047455,200000064719,9
200000047456,200000097008,47
200000047458,200000069492,62
200000047459,200000054877,24
200000047460,200000071629,25
200000047461,200000081427,72
200000047462,200000075018,50
200000047463,200000078524,65
200000047466,200000081750,37
200000047466,200000090433,0
200000047467,200000050236,41
200000047467,200000088404,22
200000047468,200000075116,84
200000047469,200000064602,67
200000047470,200000064995,0
200000047470,200000065088,79
200000047474,200000092143,97
200000047475,200000080744,85
200000047477,200000081328,50
200000047479,200000096956,65
200000047480,200000081603,50
200000047480,200000093558,55
200000047481,200000076492,3
200000047484,200000082835,24
200000047487,200000062553,0
200000047488,200000054402,39
200000047489,200000049591,52
200000047491,200000049828,16
200000047492,200000055208,7
200000047493,200000055832,99
200000047494,200000053649,66
200000047495,200000075675,51
200000047496,200000064485,8
200000047497,200000082495,22
200000047498,200000054417,10
200000047498,200000073439,69
200000047500,200000065547,61
200000047501,200000055203,19
200000047504,200000064971,30
200000047504,200000095060,14
200000047505,200000088998,30
200000047509,200000051889,32
200000047509,200000057475,53
200000047511,200000085572,90
200000047512,200000072799,43
200000047513,200000082947,89
200000047514,200000050545,54
200000047515,200000066054,33
200000047516,200000053040,2
200000047516,200000087349,0
200000047517,200000074752,60
200000047520,200000059243,13
200000047521,200000056331,86
200000047522,200000048210,68
200000047524,200000083443,51
200000047525,200000073278,5
200000047526,200000049347,0
200000047528,200000079297,43
200000047530,200000083077,70
200000047533,200000064322,43
200000047534,200000072894,26
200000047535,200000064265,88
200000047535,200000082395,14
200000047537,200000093167,0
200000047538,200000063450,0
200000047539,200000061876,0
200000047540,200000060336,7
200000047541,200000086876,90
200000047541,200000094836,0
200000047543,200000077182,78
200000047545,200000085428,55
200000047548,200000065251,49
200000047549,200000082216,0
200000047549,200000098437,68
200000047550,200000057718,4
200000047552,200000049609,92
200000047553,200000070757,47
200000047555,200000087133,25
200000047556,200000075090,20
200000047557,200000070933,0
200000047560,200000057656,9
200000047561,200000072365,25
200000047561,200000092364,0
200000047562,200000074078,0
200000047563,200000077026,34
200000047564,200000068431,66
200000047565,200000052785,70
200000047565,200000075474,8
200000047566,200000061158,3
200000047566,200000070324,43
200000047567,200000078325,7
200000047569,200000058582,0
200000047570,200000050907,5
200000047570,200000057912,0
200000047571,200000065253,0
200000047574,200000054226,0
200000047574,200000058293,2
200000047576,200000098537,86
200000047577,200000084658,1
200000047579,200000048640,59
200000047579,200000059586,37
200000047580,200000093145,79
200000047581,200000053273,2
200000047584,200000080908,26
200000047586,200000093234,0
200000047587,200000079759,14
200000047589,200000062504,1
200000047589,200000085260,72
200000047590,200000099292,38
200000047591,200000064622,91
200000047592,200000072318,0
200000047593,200000054964,75
200000047596,200000083190,1
200000047596,200000094598,56
200000047597,200000059465,64
200000047598,200000065454,35
200000047598,200000077563,25
200000047599,200000089167,5
200000047600,200000054494,87
200000047600,200000095941,4
200000047604,200000071802,94
200000047606,200000075004,98
200000047606,200000075170,15
200000047608,200000096262,40
200000047610,200000095181,91
200000047612,200000086018,72
200000047613,200000093225,13
200000047615,200000081665,21
200000047621,200000080424,70
200000047621,200000088920,81
200000047623,200000056811,19
200000047626,200000051033,26
200000047627,200000064507,0
200000047628,200000061101,8
200000047630,200000062723,76
200000047630,200000094638,99
200000047631,200000089642,8
200000047633,200000092077,2
200000047634,200000065124,0
200000047635,200000085138,74
200000047636,200000096881,91
200000047637,200000062334,4
200000047642,200000096720,25
200000047643,200000063864,43
200000047644,200000081827,19
200000047645,200000075776,46
200000047648,200000060707,28
200000047648,200000095957,29
200000047649,200000078141,8
200000047650,200000084971,74
200000047651,200000053233,60
200000047651,200000054898,1
200000047652,200000052576,52
200000047653,200000099131,76
200000047654,200000047841,75
200000047656,200000057464,70
200000047656,200000063205,55
200000047657,200000071250,62
200000047658,200000073002,0
200000047659,200000052624,74
200000047659,200000084159,31
200000047662,200000052278,92
200000047663,200000093467,92
200000047664,200000049022,56
200000047667,200000048437,48
200000047668,200000052658,88
200000047668,200000088623,0
200000047669,200000052644,69
200000047670,200000074659,2
200000047672,200000056262,64
200000047676,200000051803,17
200000047679,200000072865,6
200000047680,200000098139,97
200000047683,200000084156,14
200000047684,200000052578,3
200000047684,200000057659,85
200000047687,200000056846,64
200000047690,200000053179,21
200000047692,200000053765,53
200000047692,200000065774,6
200000047695,200000058715,50
200000047695,200000087812,99
200000047697,200000081291,34
200000047698,200000053408,6
200000047700,200000065697,0
200000047702,200000090948,94
200000047703,200000053810,45
200000047703,200000093149,70
200000047704,200000073520,92
200000047705,200000062291,6
200000047707,200000055263,0
200000047707,200000057508,64
200000047708,200000074749,0
200000047709,200000074283,56
200000047709,200000094167,53
200000047710,200000087858,95
200000047712,200000072365,13
200000047716,200000066363,9
200000047717,200000048373,64
200000047717,200000093446,76
200000047719,200000053115,69
200000047719,200000097890,34
200000047720,200000070009,96
200000047720,200000082055,79
200000047721,200000071377,0
200000047721,200000075543,43
200000047722,200000060509,2
200000047722,200000092057,69
200000047723,200000098465,69
200000047724,200000052340,36
200000047724,200000055276,55
200000047725,200000051240,19
200000047726,200000091698,22
200000047727,200000085553,36
200000047728,200000069358,0
200000047729,200000097035,46
200000047729,200000098493,33
200000047730,200000070016,0
200000047731,200000054423,7
200000047731,200000076270,80
200000047733,200000088415,0
200000047734,200000052221,53
200000047735,200000060959,43
200000047735,200000080019,21
200000047736,200000076341,13
200000047737,200000081923,18
200000047740,200000083413,87
200000047740,200000091592,33
200000047742,200000068221,26
200000047742,200000098026,0
200000047743,200000052534,32
200000047743,200000097137,20
200000047744,200000082353,34
200000047744,200000098943,0
200000047746,200000089626,75
200000047748,200000092558,0
200000047750,200000054401,30
200000047750,200000073669,4
200000047751,200000064368,52
200000047751,200000076408,27
200000047753,200000082091,99
200000047756,200000077033,37
200000047757,200000086731,44
200000047758,200000074622,88
200000047758,200000096964,62
200000047759,200000078583,0
200000047760,200000058504,73
200000047761,200000088919,44
200000047763,200000062725,1
200000047763,200000091928,68
200000047764,200000090464,8
200000047767,200000060029,78
200000047768,200000051219,46
200000047770,200000092738,84
200000047771,200000061449,13
200000047774,200000064778,0
200000047775,200000098150,13
200000047778,200000089054,0
200000047779,200000052590,66
200000047779,200000089269,0
200000047780,200000093084,31
200000047780,200000093614,12
200000047784,200000062551,56
200000047785,200000054818,7
200000047788,200000095049,0
200000047788,200000095149,9
200000047791,200000062353,62
200000047792,200000070485,72
200000047793,200000092989,13
200000047797,200000092934,3
200000047799,200000089074,84
200000047800,200000092089,20
200000047801,200000095197,13
200000047801,200000099840,74
200000047802,200000061325,64
200000047803,200000064828,52
200000047804,200000077614,34
200000047804,200000079734,95
200000047806,200000094952,49
200000047806,200000098287,0
200000047807,200000076168,91
200000047808,200000057379,0
200000047809,200000068208,5
200000047810,200000065430,84
200000047810,200000078327,0
200000047811,200000096575,5
200000047813,200000069086,24
200000047814,200000065668,18
200000047816,200000063959,71
200000047817,200000099995,83
200000047818,200000067935,27
200000047819,200000070456,23
200000047820,200000077526,23
200000047820,200000080249,99
200000047821,200000080690,33
200000047823,200000085463,63
200000047824,200000090122,61
200000047825,200000067843,26
200000047826,200000082481,21
200000047828,200000074007,9
200000047831,200000047973,92
200000047832,200000056504,17
200000047832,200000062524,70
200000047833,200000086270,0
200000047834,200000056064,73
200000047836,200000072150,23
200000047839,200000088343,51
200000047840,200000057598,82
200000047841,200000093262,9
200000047842,200000097753,3
200000047843,200000080615,34
200000047844,200000048505,44
200000047844,200000056164,51
200000047845,200000060412,37
200000047848,200000063531,80
200000047849,200000088740,25
200000047850,200000055488,87
200000047851,200000061354,20
200000047852,200000058718,83
200000047854,200000058238,22
200000047855,200000070345,98
200000047856,200000092662,3
200000047857,200000051902,18
200000047858,200000068852,49
200000047859,200000068808,10
200000047859,200000080518,1
200000047862,200000089658,37
200000047863,200000092130,81
200000047863,200000099227,57
200000047864,200000054496,92
200000047867,200000080863,19
200000047867,200000091078,84
200000047868,200000059651,35
200000047869,200000049311,53
200000047873,200000079068,84
200000047874,200000072412,47
200000047875,200000094878,98
200000047876,200000095334,38
200000047877,200000055540,51
200000047878,200000082097,88
200000047878,200000095713,99
200000047880,200000096575,8
200000047881,200000080411,17
200000047882,200000069560,13
200000047883,200000068352,89
200000047887,200000083990,88
200000047887,200000092126,83
200000047888,200000088925,60
200000047888,200000097062,77
200000047889,200000070612,91
200000047890,200000050056,85
200000047890,200000097586,91
200000047893,200000085275,0
200000047895,200000060827,38
200000047896,200000060209,0
200000047897,200000052134,0
200000047900,200000082642,0
200000047901,200000072771,83
200000047903,200000053916,75
200000047905,200000084815,0
200000047906,200000098435,44
200000047907,200000090338,9
200000047909,200000096452,84
200000047910,200000075496,38
200000047911,200000055608,40
200000047912,200000050761,38
200000047916,200000094357,81
200000047917,200000054768,0
200000047917,200000067196,59
200000047918,200000083491,77
200000047919,200000055127,39
