src_id,dst_id,d_id,src_device_start_time,dst_device_start_time
20000006330,200000071893,4000000725,2021-06-29,2021-12-12
20000006330,200000078575,40000001,2020-05-23,2019-09-05
20000006331,200000010760,400000019535,2021-03-02,2020-02-19
20000006331,200000019142,400000053572,2020-03-02,2020-04-26
20000006331,200000059201,400000026109,2022-05-25,2020-04-26
20000006331,200000084239,400000050168,2022-05-03,2022-03-28
20000006332,20000007851,400000061,2021-08-28,2019-12-18
20000006332,200000018810,40000008,2021-05-15,2021-06-30
20000006332,200000027368,400000047,2021-06-10,2021-01-28
20000006332,200000058989,400000030,2020-08-28,2021-03-31
20000006333,200000019004,40000001,2019-11-12,2021-02-16
20000006333,200000057232,40000003120,2020-04-16,2020-02-26
20000006333,200000078106,40000004822,2019-10-25,2022-05-31
20000006333,200000099764,400000041548,2020-07-05,2020-10-29
20000006334,20000009899,40000003,2022-02-01,2020-02-09
20000006334,200000010205,4000000632,2022-02-23,2021-07-12
20000006334,200000022108,40000007,2021-09-06,2021-07-19
20000006334,200000051515,400000072219,2020-01-07,2019-09-04
20000006335,200000015880,40000001,2020-10-09,2020-04-10
20000006335,200000024349,400000010,2021-04-11,2021-01-26
20000006335,200000059601,400000067832,2020-06-23,2019-12-21
20000006335,200000084576,400000036,2021-04-18,2019-10-24
20000006336,200000012448,40000007920,2020-12-15,2021-03-28
20000006336,200000027084,40000009686,2020-01-18,2022-04-11
20000006336,200000032389,40000001,2019-09-29,2020-10-29
20000006336,200000052828,400000030337,2022-04-07,2019-07-15
20000006337,200000048272,40000001,2020-04-15,2022-04-06
20000006337,200000066455,40000001,2021-01-01,2020-03-20
20000006337,200000067250,400000034421,2021-07-07,2019-10-21
20000006338,200000012456,40000001,2020-06-14,2020-08-13
20000006338,200000024174,400000059063,2022-04-10,2020-06-09
20000006338,200000078126,400000063640,2019-12-08,2021-09-16
20000006339,200000014735,400000015519,2022-03-06,2020-08-08
20000006339,200000030394,40000009775,2021-01-18,2020-03-16
20000006339,200000081134,400000020,2022-01-16,2022-06-01
20000006339,200000081906,400000076864,2019-08-02,2021-11-25
20000006340,20000008465,40000006,2022-01-23,2019-12-22
20000006340,200000030253,400000049999,2020-09-21,2021-09-03
20000006340,200000056143,4000000793,2021-07-19,2019-07-20
20000006340,200000067170,4000000436,2020-05-30,2022-03-19
20000006341,20000007753,40000003135,2021-11-17,2020-07-28
20000006341,20000008961,400000035159,2019-11-15,2020-07-10
20000006341,200000062416,400000069780,2022-01-30,2020-03-17
20000006341,200000075287,400000012954,2022-06-27,2020-09-16
20000006342,20000007700,40000001,2021-09-28,2021-10-25
20000006342,200000014801,400000018334,2021-07-19,2021-07-24
20000006342,200000080582,400000065781,2020-05-11,2021-10-10
20000006342,200000084153,400000055604,2019-07-29,2021-02-11
20000006343,200000051561,40000008,2022-06-20,2019-12-28
20000006343,200000079292,40000005205,2022-02-23,2019-09-19
20000006343,200000085742,400000022256,2021-02-15,2022-02-27
20000006344,200000030969,400000032343,2022-02-11,2019-09-08
20000006344,200000072248,400000065083,2021-02-28,2021-05-15
20000006344,200000079119,4000000484,2022-02-24,2019-09-23
20000006344,200000099514,40000005425,2020-02-06,2020-06-19
20000006345,200000010613,400000068117,2019-11-21,2020-08-12
20000006345,200000069817,400000016216,2021-01-05,2022-05-27
20000006345,200000099369,400000029856,2021-12-11,2021-02-21
20000006346,200000073848,400000038892,2020-08-28,2019-10-23
20000006346,200000078027,40000008,2021-04-28,2019-07-26
20000006346,200000095400,400000052895,2019-10-11,2021-01-15
20000006346,200000098770,40000005,2019-11-26,2021-01-10
20000006347,200000025852,400000061014,2019-09-16,2021-10-08
20000006347,200000027994,400000014315,2019-07-06,2020-08-30
20000006347,200000048948,400000065,2019-08-05,2020-05-01
20000006347,200000053781,4000000192,2021-06-03,2021-10-02
20000006348,200000028271,400000059441,2022-03-05,2020-12-10
20000006348,200000050474,400000053,2019-07-10,2019-12-13
20000006348,200000059156,400000069750,2020-09-19,2020-09-17
20000006348,200000059549,400000013565,2022-04-18,2022-04-04
20000006349,200000014697,400000092,2020-02-27,2020-07-19
20000006349,200000017391,40000001,2020-03-24,2022-06-06
20000006349,200000022240,400000073157,2021-03-12,2021-05-13
20000006350,200000072345,400000035766,2020-10-15,2020-04-19
20000006350,200000093759,40000004585,2022-06-23,2022-06-12
20000006350,200000097002,400000051280,2022-05-01,2021-07-04
20000006351,200000015304,400000069179,2020-04-12,2021-04-15
20000006351,200000045664,400000050756,2021-07-06,2019-11-27
20000006351,200000051169,40000003,2021-06-09,2019-07-23
20000006351,200000066175,400000040038,2020-03-10,2020-08-19
20000006352,200000010431,4000000534,2020-06-10,2021-12-29
20000006352,200000013188,4000000134,2022-03-02,2021-01-29
20000006352,200000026800,40000005715,2020-06-02,2019-12-07
20000006352,200000053897,400000047935,2019-11-14,2021-12-23
20000006353,200000042289,40000001,2022-05-08,2020-11-22
20000006353,200000042455,400000058396,2020-07-23,2019-08-19
20000006353,200000072781,40000001,2022-01-31,2020-09-28
20000006353,200000085402,400000018198,2019-09-22,2020-12-04
20000006354,200000027272,40000008702,2020-05-20,2022-03-10
20000006354,200000031969,400000089,2022-06-09,2022-03-05
20000006354,200000080083,400000022685,2022-06-10,2019-11-28
20000006354,200000090317,4000000349,2020-12-16,2021-12-08
20000006355,200000015876,40000004556,2019-12-14,2022-05-23
20000006355,200000055526,40000009,2021-05-01,2021-03-03
20000006355,200000058322,400000077990,2022-06-19,2020-08-28
20000006355,200000076443,40000004,2021-09-08,2022-01-05
20000006356,200000018026,40000009,2020-02-27,2021-11-21
20000006356,200000050611,4000000405,2022-05-17,2019-09-21
20000006356,200000096161,400000013619,2020-08-29,2021-04-11
20000006357,200000048992,40000001,2020-04-30,2020-01-09
20000006357,200000062784,400000070716,2020-11-21,2022-03-14
20000006357,200000072443,4000000641,2019-11-28,2021-05-30
20000006358,20000009926,40000006577,2020-02-27,2020-09-24
20000006358,200000014579,400000026256,2022-05-28,2020-10-02
20000006358,200000016251,400000011044,2020-09-28,2020-05-18
20000006358,200000027908,400000013218,2019-07-26,2021-12-22
20000006359,200000023275,400000023,2021-03-24,2020-12-10
20000006359,200000025814,40000003,2020-08-05,2021-11-23
20000006359,200000066039,400000052855,2020-08-11,2020-04-09
20000006359,200000074008,40000001,2021-01-13,2020-02-27
20000006360,200000011984,400000072,2020-04-27,2019-08-23
20000006360,200000058287,400000056796,2019-09-23,2020-11-09
20000006360,200000071821,400000059266,2021-05-21,2021-06-13
20000006361,200000015670,40000001137,2021-06-15,2021-02-20
20000006361,200000029941,40000001777,2022-05-23,2020-03-30
20000006361,200000042273,40000001,2021-10-03,2022-01-09
20000006361,200000074588,40000001,2020-10-26,2020-11-15
20000006362,200000025819,40000008,2020-02-04,2022-05-29
20000006362,200000032077,400000068422,2020-08-20,2020-01-07
20000006362,200000055302,40000001,2019-10-01,2021-03-01
20000006362,200000066210,400000073743,2022-03-15,2021-06-15
20000006363,200000057842,40000003256,2022-03-15,2021-09-22
20000006363,200000097139,400000040869,2020-12-12,2020-10-13
20000006363,200000098559,400000061620,2021-04-25,2020-04-14
20000006364,20000007189,40000009976,2019-11-03,2020-04-24
20000006364,200000067389,4000000193,2021-05-17,2021-07-25
20000006364,200000071939,4000000925,2021-03-07,2019-10-07
20000006365,20000009477,40000001,2020-01-14,2019-08-04
20000006365,20000009499,40000002290,2021-03-23,2019-12-08
20000006365,200000024049,40000006657,2021-02-14,2021-05-15
20000006365,200000047040,40000008,2021-01-09,2019-12-17
20000006366,200000014798,40000009566,2020-04-23,2020-11-26
20000006366,200000074203,40000009142,2020-06-09,2019-11-04
20000006366,200000082253,400000026076,2020-06-08,2019-08-05
20000006366,200000082300,40000004198,2021-11-24,2020-10-09
20000006367,200000034852,400000035074,2020-04-10,2020-05-27
20000006367,200000078646,400000070815,2020-10-23,2020-04-06
20000006367,200000090911,40000001,2022-06-10,2020-03-23
20000006368,200000036367,400000010896,2020-01-31,2021-06-23
20000006368,200000038374,40000001,2020-10-30,2022-05-13
20000006368,200000063797,40000008,2021-06-12,2021-02-16
20000006368,200000066021,400000053084,2020-03-27,2022-05-22
20000006369,200000030980,400000079573,2020-09-18,2021-08-02
20000006369,200000068994,4000000454,2021-02-07,2020-12-07
20000006369,200000078826,400000054890,2020-10-31,2021-08-03
20000006370,200000017016,400000027538,2022-02-28,2020-05-27
20000006370,200000056041,400000022,2021-12-09,2021-02-24
20000006370,200000061266,400000030785,2019-06-30,2021-06-19
20000006370,200000076534,400000038,2020-09-26,2022-03-07
20000006371,20000008868,400000052203,2022-03-23,2020-10-20
20000006371,200000025157,400000072259,2022-05-08,2022-01-03
20000006371,200000045808,400000010139,2020-04-19,2020-03-02
20000006371,200000047919,40000001906,2021-02-12,2022-05-24
20000006372,200000019300,400000038830,2019-11-11,2021-09-18
20000006372,200000021283,40000008,2022-02-07,2022-05-14
20000006372,200000022688,400000066970,2022-05-24,2020-06-16
20000006372,200000056962,4000000773,2022-06-07,2020-03-03
20000006373,200000019154,40000007,2020-01-30,2020-05-11
20000006373,200000023695,400000010,2022-06-15,2020-07-07
20000006373,200000047631,400000021030,2019-12-14,2022-05-03
20000006373,200000058650,400000041279,2021-12-22,2019-07-30
20000006374,20000009478,40000004691,2021-02-15,2021-06-02
20000006374,200000063188,400000076247,2022-03-07,2021-10-29
20000006374,200000083586,400000042843,2021-10-03,2022-02-07
20000006375,200000046127,40000009,2020-09-20,2019-11-27
20000006375,200000062168,400000064,2019-09-24,2020-10-11
20000006375,200000083982,400000074113,2022-03-13,2021-06-11
20000006375,200000098726,40000006128,2021-10-23,2020-12-16
20000006376,200000057503,400000079159,2019-09-05,2020-10-15
20000006376,200000070550,400000013850,2021-05-29,2021-03-06
20000006376,200000080486,4000000467,2020-09-26,2021-07-08
20000006377,20000007018,40000005780,2021-11-22,2022-03-26
20000006377,20000007067,40000005,2020-11-05,2019-12-08
20000006377,200000026551,4000000875,2020-05-11,2020-01-30
20000006378,200000042303,40000005324,2020-05-17,2021-07-10
20000006378,200000069838,400000060242,2022-03-10,2019-09-09
20000006378,200000071226,400000031922,2020-12-19,2020-07-26
20000006378,200000085783,400000052,2020-12-16,2019-07-22
20000006379,200000013148,40000003,2021-09-28,2022-05-30
20000006379,200000036171,40000007685,2021-12-21,2022-01-19
20000006379,200000061958,4000000661,2022-02-20,2019-10-13
20000006379,200000087735,400000053681,2021-06-11,2021-07-23
20000006380,200000058124,40000001,2020-05-10,2019-09-30
20000006380,200000071829,400000039380,2021-08-27,2019-08-19
20000006380,200000079811,400000015657,2021-03-28,2019-09-29
20000006380,200000082455,400000068750,2022-05-27,2020-08-24
20000006381,20000006676,40000003964,2020-09-30,2021-04-21
20000006381,200000032182,400000032,2020-11-02,2020-11-09
20000006381,200000055317,40000001,2021-03-19,2021-03-03
20000006382,200000043811,400000031214,2019-12-22,2019-07-01
20000006382,200000056310,400000065181,2021-11-14,2022-06-01
20000006382,200000069717,400000016,2021-06-10,2021-03-24
20000006382,200000089929,40000006,2020-05-21,2021-07-12
20000006383,200000030116,40000001,2019-11-11,2019-08-10
20000006383,200000060742,400000037283,2020-04-16,2021-01-08
20000006383,200000080965,40000003744,2020-12-16,2020-07-11
20000006383,200000093160,400000010830,2020-01-31,2022-05-18
20000006384,20000009601,400000034516,2020-02-15,2021-09-04
20000006384,200000013570,4000000743,2021-07-09,2019-08-24
20000006384,200000069263,40000001,2021-11-05,2020-03-10
20000006384,200000081532,400000013802,2022-04-10,2020-04-22
20000006385,20000008102,400000010320,2020-12-26,2020-01-16
20000006385,200000024273,400000018617,2021-09-01,2020-10-01
20000006385,200000049367,400000010,2020-09-10,2019-09-17
20000006385,200000092794,4000000512,2020-07-13,2021-10-12
20000006386,200000076481,40000001,2021-01-14,2021-09-10
20000006386,200000095391,40000006,2022-04-30,2022-05-03
20000006387,200000027122,400000055142,2020-01-05,2020-03-18
20000006387,200000052055,40000009933,2021-11-23,2019-07-24
20000006387,200000054392,400000057,2020-09-02,2020-01-01
20000006387,200000098575,40000006,2021-07-16,2021-07-26
20000006388,200000038275,40000001,2020-06-08,2021-11-09
20000006388,200000049868,4000000377,2021-12-15,2020-02-03
20000006388,200000050362,4000000598,2019-10-27,2021-03-19
20000006388,200000055177,400000077,2019-12-15,2020-02-17
20000006389,20000006629,400000096,2021-02-20,2021-10-07
20000006389,20000009568,400000080,2020-05-15,2020-12-15
20000006389,200000012832,40000004,2022-06-25,2021-09-27
20000006389,200000057334,400000071962,2019-11-03,2022-02-22
20000006390,200000022837,400000015135,2020-12-06,2022-01-15
20000006390,200000024679,400000011082,2020-09-10,2021-08-15
20000006390,200000075834,400000032289,2021-12-08,2020-05-22
20000006390,200000089981,400000052911,2021-09-18,2021-12-19
20000006391,200000025945,400000073542,2020-01-27,2020-04-01
20000006391,200000039734,400000037102,2020-01-13,2021-08-13
20000006392,200000049320,400000029218,2022-05-11,2021-08-20
20000006392,200000049832,40000005666,2021-08-14,2020-06-30
20000006392,200000061109,40000002,2021-12-20,2020-02-23
20000006392,200000090172,40000002715,2021-01-14,2022-01-14
20000006393,200000057519,400000019992,2021-05-20,2021-02-21
20000006393,200000078557,400000033679,2021-08-19,2022-02-03
20000006393,200000099734,400000012882,2020-03-28,2020-08-14
20000006394,200000020011,400000035,2021-09-26,2022-06-19
20000006394,200000028041,40000006138,2019-07-12,2020-02-12
20000006394,200000059068,40000002447,2022-04-02,2021-12-23
20000006394,200000060270,400000037,2021-06-12,2020-06-09
20000006395,200000012002,400000086,2021-09-08,2021-07-13
20000006395,200000012088,400000025247,2020-05-30,2020-11-29
20000006395,200000037577,400000010843,2021-03-14,2022-05-27
20000006395,200000092319,40000001,2021-07-30,2021-10-07
20000006396,200000013215,400000027765,2022-06-23,2020-03-20
20000006396,200000021718,40000001,2022-03-19,2021-06-01
20000006396,200000038564,40000004,2021-04-15,2021-11-30
20000006396,200000080613,400000076509,2020-02-06,2019-12-31
20000006397,20000007586,400000018815,2021-01-06,2019-10-15
20000006397,200000033538,400000018490,2020-09-21,2019-09-07
20000006397,200000094662,400000010,2020-10-12,2019-07-24
20000006398,200000018182,40000005,2020-12-03,2019-11-27
20000006398,200000075428,40000001,2022-01-03,2019-07-29
20000006398,200000097556,4000000177,2021-07-27,2020-03-19
20000006399,200000041821,400000078615,2019-08-20,2021-10-07
20000006399,200000057291,40000008,2019-07-10,2022-05-11
20000006400,20000008002,400000015191,2021-10-07,2021-09-12
20000006400,200000042897,40000006443,2020-12-31,2021-06-10
20000006400,200000071840,400000032579,2020-08-21,2020-04-07
20000006401,200000012252,40000006482,2020-11-29,2021-06-27
20000006401,200000026163,400000065,2020-06-17,2019-08-03
20000006401,200000052014,40000001,2021-06-05,2019-09-26
20000006402,200000026109,40000001,2021-06-26,2022-04-11
20000006402,200000031165,40000009651,2021-12-22,2021-03-04
20000006402,200000039069,400000098,2019-08-15,2019-09-13
20000006402,200000075898,400000012719,2019-10-31,2020-05-08
20000006403,200000021729,400000039595,2019-09-28,2020-02-28
20000006403,200000028643,40000005,2019-10-23,2022-05-28
20000006403,200000081926,4000000798,2020-11-04,2021-05-26
20000006404,200000017136,400000056639,2019-12-25,2020-01-26
20000006404,200000026522,40000008727,2019-09-28,2022-01-15
20000006404,200000041839,400000039,2019-08-24,2019-08-30
20000006404,200000061840,400000085,2019-10-27,2022-06-19
20000006405,200000012655,40000006920,2021-05-07,2021-04-14
20000006405,200000025977,400000058372,2021-10-10,2021-12-03
20000006405,200000047416,40000001,2022-05-29,2021-11-01
20000006405,200000089099,40000001,2020-08-03,2019-08-30
20000006406,200000021785,400000010195,2021-06-01,2020-10-03
20000006406,200000040992,40000001,2020-04-03,2021-08-04
20000006406,200000090984,40000004147,2020-10-10,2021-02-02
20000006406,200000091142,400000057380,2020-07-06,2021-04-18
20000006407,200000024044,40000007,2021-07-10,2019-12-14
20000006407,200000052310,400000038,2019-10-11,2022-02-23
20000006407,200000082046,400000011592,2021-06-24,2020-06-30
20000006407,200000085042,400000077259,2022-04-22,2021-11-06
20000006408,200000013626,40000008950,2021-12-28,2020-01-14
20000006408,200000021057,40000005318,2019-12-08,2022-04-16
20000006408,200000022212,400000053469,2022-03-25,2020-09-04
20000006408,200000046487,4000000706,2022-04-18,2021-02-18
20000006409,200000013366,4000000319,2020-04-26,2020-04-23
20000006409,200000052141,400000030936,2021-10-25,2019-09-05
20000006409,200000055332,400000077514,2021-04-18,2021-02-10
20000006410,200000020958,40000001,2021-05-11,2021-03-27
20000006410,200000022505,400000076790,2021-03-22,2022-06-21
20000006410,200000058679,400000088,2021-06-24,2020-08-30
20000006410,200000083101,400000040201,2020-10-03,2021-10-01
20000006411,200000037372,4000000882,2021-02-24,2019-10-20
20000006411,200000037767,40000002989,2022-02-28,2022-06-26
20000006411,200000048270,400000021518,2019-12-17,2019-09-15
20000006411,200000073020,400000041558,2022-04-09,2019-09-21
20000006412,200000017950,40000001,2020-11-25,2022-02-10
20000006412,200000050383,400000027720,2019-11-26,2020-12-12
20000006412,200000081033,40000001,2022-06-04,2019-10-19
20000006413,200000011007,400000085,2021-08-27,2019-07-04
20000006413,200000054347,400000098,2020-02-19,2020-09-18
20000006413,200000078796,40000001,2021-05-03,2021-11-28
20000006413,200000080446,400000071770,2021-12-01,2019-11-05
20000006414,200000016940,40000005,2020-12-16,2022-06-07
20000006414,200000018554,400000015507,2021-05-13,2021-09-27
20000006414,200000025647,400000044837,2020-08-05,2020-11-07
20000006414,200000063243,4000000366,2021-09-30,2022-04-28
20000006415,200000044199,40000004002,2021-07-22,2020-10-06
20000006415,200000066102,400000062201,2021-04-15,2020-12-01
20000006415,200000091338,4000000733,2019-12-22,2020-01-25
20000006415,200000097982,40000007256,2019-07-05,2021-11-14
20000006416,200000075860,40000007228,2019-10-31,2021-10-24
20000006416,200000095566,40000009,2022-01-03,2021-12-01
20000006416,200000099880,40000001,2019-08-27,2021-08-15
20000006417,20000007608,400000073480,2021-01-18,2021-04-23
20000006417,200000014289,400000032402,2021-12-19,2019-09-28
20000006417,200000086191,4000000820,2020-01-06,2020-07-27
20000006417,200000087379,40000002,2020-03-26,2020-06-14
20000006418,200000013656,400000015502,2019-08-04,2019-08-16
20000006418,200000025926,40000008,2020-01-26,2020-11-26
20000006418,200000029446,40000007533,2020-11-20,2020-09-22
20000006418,200000048985,40000006144,2019-09-04,2020-06-24
20000006419,200000014794,400000059795,2020-12-22,2021-04-15
20000006419,200000055404,400000022,2022-02-02,2019-06-30
20000006419,200000075631,4000000220,2021-07-04,2020-09-06
20000006420,200000030930,4000000408,2021-01-01,2020-08-06
20000006420,200000045910,400000061408,2019-08-28,2020-06-08
20000006420,200000046898,400000053654,2021-09-26,2019-10-22
20000006420,200000082522,40000001879,2019-11-20,2022-05-07
20000006421,200000026717,400000047591,2021-11-03,2019-08-09
20000006421,200000030908,40000001,2020-05-24,2019-11-26
20000006421,200000058637,40000004615,2020-08-14,2020-07-06
20000006421,200000095571,400000057,2021-01-15,2020-02-27
20000006422,20000007026,400000063817,2022-02-15,2020-03-18
20000006422,200000024156,400000016988,2020-11-04,2022-06-13
20000006422,200000090458,400000016987,2021-10-19,2022-06-19
20000006423,200000013279,400000067107,2022-05-23,2021-05-03
20000006423,200000026092,40000004705,2020-09-19,2021-04-12
20000006423,200000073479,40000001,2021-03-15,2021-07-18
20000006423,200000091269,400000053579,2021-11-02,2021-09-24
20000006424,200000014706,400000060606,2022-06-03,2019-10-19
20000006424,200000050595,400000016286,2020-07-17,2021-01-06
20000006424,200000061810,400000074233,2022-06-07,2019-09-18
20000006424,200000085615,4000000733,2019-07-17,2022-01-15
20000006425,200000057338,40000005598,2022-03-24,2022-01-11
20000006425,200000070601,400000036827,2021-06-18,2021-12-10
20000006425,200000089391,40000009,2020-07-18,2022-05-30
20000006425,200000097264,400000027366,2019-09-16,2021-09-19
20000006426,200000015278,4000000934,2021-08-14,2020-11-07
20000006426,200000025522,40000001,2019-07-12,2020-01-30
20000006426,200000029825,400000066,2020-07-07,2020-10-06
20000006426,200000040518,4000000778,2021-05-03,2020-01-09
20000006427,200000056667,400000067347,2022-05-03,2020-02-21
20000006427,200000068781,40000005590,2021-05-21,2020-06-11
20000006427,200000082938,400000060168,2020-12-27,2020-10-23
20000006427,200000090522,400000046277,2019-09-02,2021-01-01
20000006428,200000010090,400000019679,2020-04-27,2020-06-20
20000006428,200000010120,400000017737,2020-05-20,2019-10-25
20000006428,200000035334,400000056913,2020-09-14,2019-08-18
20000006428,200000085186,400000034075,2020-11-04,2020-03-15
20000006429,200000019781,400000059084,2022-06-25,2022-03-06
20000006429,200000026877,4000000100,2019-09-20,2022-04-12
20000006429,200000084354,40000001,2020-01-12,2022-06-16
20000006430,200000011470,400000058368,2020-07-31,2022-01-09
20000006430,200000058699,40000003357,2020-02-21,2021-11-27
20000006430,200000078745,400000077759,2020-04-29,2022-06-22
20000006430,200000098025,40000007,2021-10-12,2019-12-19
20000006431,20000008257,400000015371,2020-03-09,2020-04-27
20000006431,200000014928,40000004963,2021-11-07,2022-04-04
20000006431,200000025436,40000001,2019-07-09,2019-10-14
20000006431,200000096367,40000001,2019-10-04,2020-07-26
20000006432,200000060760,40000004018,2021-12-10,2021-04-28
20000006432,200000085931,40000001763,2021-07-23,2019-08-30
20000006433,200000021023,4000000210,2021-01-05,2020-02-23
20000006433,200000025147,400000080,2021-03-29,2019-09-23
20000006434,200000015653,40000006,2021-07-20,2022-02-20
20000006434,200000017273,400000084,2021-08-15,2021-12-21
20000006434,200000018631,400000014597,2020-10-12,2021-01-20
20000006434,200000053045,400000071315,2021-11-02,2019-12-24
20000006435,200000012199,400000058636,2021-12-25,2021-05-01
20000006435,200000020755,400000040,2020-09-19,2021-06-07
20000006435,200000041728,400000071694,2019-10-05,2020-10-25
20000006435,200000073566,40000005,2021-05-16,2019-12-03
20000006436,20000007030,40000004,2022-05-21,2021-09-17
20000006436,200000045442,400000017707,2021-06-27,2021-08-18
20000006436,200000059895,400000033079,2020-03-10,2020-11-24
20000006436,200000093766,40000006765,2021-04-08,2021-06-15
20000006437,200000026367,400000045,2020-10-01,2021-05-19
20000006437,200000040449,40000001,2021-12-08,2019-07-05
20000006437,200000059385,400000011002,2020-09-08,2021-06-26
20000006437,200000084861,40000008901,2022-06-17,2022-03-07
20000006438,20000006652,400000042533,2019-07-09,2020-10-26
20000006438,200000026359,40000004,2020-11-22,2022-05-14
20000006438,200000061234,400000052424,2022-04-26,2021-09-04
20000006438,200000094016,40000008498,2020-09-11,2020-04-15
20000006439,20000007085,40000006,2019-12-14,2022-06-21
20000006439,200000016829,40000007,2019-10-25,2021-10-11
20000006439,200000035969,40000004,2020-05-07,2019-10-21
20000006439,200000040928,4000000643,2021-04-09,2020-11-21
20000006440,200000019766,40000006653,2021-06-02,2020-11-27
20000006440,200000021704,400000067127,2021-11-29,2021-02-01
20000006440,200000044982,400000063308,2019-10-25,2020-09-06
20000006440,200000092785,400000013047,2022-03-07,2020-04-18
20000006441,200000013272,40000004,2020-10-18,2019-09-10
20000006441,200000025249,400000057,2021-11-25,2020-02-05
20000006441,200000064393,400000017919,2021-01-12,2021-10-30
20000006441,200000079176,40000001,2019-10-30,2020-06-04
20000006442,200000012324,400000067093,2020-12-27,2021-06-14
20000006442,200000024631,40000001,2020-06-15,2019-09-16
20000006442,200000043482,40000008409,2022-01-26,2019-11-20
20000006442,200000046233,40000001864,2021-11-22,2022-03-27
20000006443,200000017295,400000050723,2020-05-18,2021-09-19
20000006443,200000022698,400000055987,2019-07-07,2021-01-31
20000006443,200000026229,400000057159,2022-06-22,2021-12-05
20000006443,200000044786,4000000176,2022-01-07,2022-05-28
20000006444,200000021082,400000036059,2021-07-18,2020-11-19
20000006444,200000041864,400000048664,2019-08-31,2021-12-28
20000006444,200000086448,40000001,2020-04-18,2020-06-14
20000006445,200000028138,400000071057,2022-01-21,2022-04-16
20000006445,200000036224,400000020,2020-11-27,2019-11-15
20000006445,200000051715,400000061111,2020-02-04,2021-03-11
20000006446,20000006566,40000003682,2021-11-13,2019-07-04
20000006446,200000036396,400000038761,2021-01-11,2021-07-02
20000006446,200000063535,400000076104,2020-12-12,2020-03-14
20000006446,200000068282,40000005,2020-03-02,2020-09-14
20000006447,200000082478,40000004033,2022-04-29,2021-05-10
20000006447,200000093835,400000049206,2021-05-15,2020-07-16
20000006448,200000022899,40000009,2019-10-04,2021-04-12
20000006448,200000028712,400000067,2021-01-05,2021-10-02
20000006448,200000072656,400000026739,2020-05-30,2020-04-14
20000006448,200000080029,400000050878,2019-08-07,2019-09-10
20000006449,200000051481,400000058105,2020-12-10,2019-07-07
20000006449,200000070259,40000006826,2020-08-04,2021-04-06
20000006450,200000023142,40000006211,2019-12-18,2019-08-16
20000006450,200000024739,400000015224,2021-12-19,2021-02-11
20000006450,200000064170,400000043489,2021-05-20,2020-10-18
20000006450,200000073449,400000079041,2021-04-11,2020-10-21
20000006451,200000019707,40000007255,2021-04-02,2021-12-26
