person_id,contact_id,level
p_46753,p_77648,0
p_46754,p_61565,17
p_46755,p_51071,89
p_46758,p_84452,94
p_46759,p_68760,98
p_46761,p_80012,93
p_46762,p_76990,48
p_46764,p_51915,28
p_46765,p_58064,3
p_46769,p_46919,92
p_46771,p_89481,95
p_46773,p_90110,82
p_46774,p_70670,15
p_46776,p_92033,13
p_46778,p_52593,0
p_46778,p_86295,13
p_46779,p_49987,47
p_46780,p_97894,52
p_46781,p_86856,60
p_46782,p_48516,11
p_46782,p_77936,0
p_46783,p_87020,57
p_46784,p_53762,22
p_46785,p_72600,6
p_46785,p_89067,67
p_46787,p_52289,5
p_46788,p_77588,40
p_46790,p_79445,16
p_46791,p_59740,53
p_46797,p_72562,30
p_46798,p_52975,94
p_46799,p_51062,90
p_46799,p_71381,79
p_46800,p_47103,87
p_46800,p_97573,22
p_46802,p_52392,97
p_46803,p_79106,0
p_46805,p_68474,93
p_46806,p_55118,15
p_46807,p_56013,62
p_46808,p_53174,97
p_46808,p_85787,17
p_46809,p_52577,88
p_46809,p_61483,0
p_46811,p_75109,88
p_46815,p_57268,76
p_46817,p_73978,62
p_46819,p_48378,78
p_46819,p_88243,48
p_46820,p_87870,75
p_46821,p_60902,0
p_46822,p_93713,60
p_46823,p_51798,76
p_46825,p_87566,9
p_46827,p_99929,56
p_46829,p_67072,41
p_46829,p_99195,54
p_46830,p_90338,7
p_46831,p_84735,0
p_46831,p_89956,5
p_46833,p_51661,70
p_46833,p_72622,0
p_46835,p_75709,23
p_46836,p_71427,4
p_46838,p_94744,66
p_46839,p_48303,15
p_46840,p_79959,0
p_46841,p_76292,65
p_46842,p_92124,24
p_46844,p_57708,68
p_46845,p_85160,90
p_46846,p_86403,26
p_46849,p_69698,19
p_46850,p_48567,1
p_46850,p_64830,81
p_46853,p_69218,81
p_46853,p_84114,95
p_46854,p_73365,5
p_46855,p_78492,2
p_46856,p_77741,39
p_46856,p_96425,31
p_46857,p_90970,40
p_46858,p_47575,97
p_46859,p_98226,0
p_46860,p_85267,48
p_46860,p_91879,47
p_46861,p_48247,30
p_46861,p_82728,83
p_46862,p_69462,25
p_46862,p_79841,89
p_46863,p_65317,5
p_46864,p_58968,0
p_46865,p_98348,92
p_46866,p_78425,80
p_46867,p_70253,44
p_46867,p_97442,9
p_46868,p_50138,0
p_46869,p_64452,16
p_46872,p_58773,2
p_46872,p_92749,0
p_46873,p_64222,87
p_46873,p_91412,89
p_46874,p_58986,7
p_46874,p_70968,91
p_46875,p_99032,54
p_46876,p_50868,0
p_46877,p_51831,5
p_46877,p_91989,32
p_46878,p_86773,80
p_46878,p_87840,61
p_46879,p_84377,40
p_46881,p_61573,0
p_46881,p_82916,4
p_46882,p_82025,42
p_46883,p_54793,0
p_46884,p_75868,63
p_46885,p_81822,46
p_46886,p_81193,13
p_46887,p_51236,17
p_46887,p_60191,87
p_46889,p_54187,6
p_46890,p_97866,96
p_46895,p_55163,8
p_46896,p_55893,19
p_46897,p_64607,66
p_46899,p_64421,73
p_46899,p_88602,4
p_46903,p_47532,56
p_46906,p_72330,54
p_46908,p_74794,0
p_46908,p_99516,55
p_46909,p_90209,88
p_46909,p_91277,33
p_46910,p_96702,19
p_46911,p_52403,67
p_46912,p_57337,18
p_46912,p_87225,50
p_46913,p_63824,86
p_46915,p_74051,10
p_46916,p_65660,35
p_46916,p_79288,39
p_46917,p_68329,4
p_46917,p_94225,14
p_46918,p_95691,13
p_46918,p_96943,8
p_46921,p_89903,0
p_46923,p_98468,69
p_46924,p_89544,40
p_46925,p_76687,67
p_46925,p_91040,48
p_46926,p_77659,62
p_46927,p_59412,40
p_46928,p_60180,42
p_46928,p_70145,84
p_46929,p_48884,18
p_46930,p_92191,16
p_46931,p_95177,42
p_46932,p_52342,35
p_46933,p_70964,44
p_46934,p_66266,8
p_46934,p_98459,9
p_46935,p_86515,64
p_46936,p_75195,50
p_46937,p_65982,8
p_46941,p_72857,4
p_46941,p_84475,4
p_46943,p_56991,19
p_46943,p_68051,37
p_46944,p_82883,20
p_46945,p_96948,77
p_46946,p_50419,47
p_46946,p_56724,85
p_46947,p_50264,23
p_46947,p_90523,62
p_46948,p_60255,29
p_46950,p_47664,7
p_46950,p_92658,69
p_46951,p_89508,69
p_46952,p_68283,0
p_46952,p_72675,63
p_46953,p_76297,18
p_46954,p_75026,48
p_46955,p_72504,0
p_46956,p_55337,32
p_46956,p_61928,84
p_46957,p_90020,64
p_46957,p_90147,64
p_46960,p_69386,21
p_46962,p_49573,55
p_46963,p_74864,83
p_46963,p_81364,9
p_46964,p_74284,19
p_46966,p_68574,17
p_46967,p_77838,0
p_46968,p_52678,78
p_46969,p_93208,48
p_46970,p_50228,80
p_46970,p_53260,6
p_46971,p_69368,95
p_46972,p_79880,62
p_46974,p_81194,17
p_46977,p_73758,89
p_46978,p_54805,10
p_46978,p_84584,41
p_46981,p_65695,73
p_46981,p_89796,69
p_46982,p_94563,12
p_46982,p_96056,32
p_46983,p_54857,59
p_46985,p_99401,39
p_46988,p_63049,51
p_46991,p_55144,34
p_46992,p_56911,54
p_46993,p_60647,58
p_46995,p_70826,82
p_46996,p_90175,79
p_46997,p_58205,44
p_46997,p_88909,66
p_46998,p_53792,63
p_46999,p_52528,7
p_47000,p_73243,13
p_47001,p_84019,94
p_47001,p_94089,29
p_47002,p_51802,3
p_47003,p_61246,0
p_47003,p_74822,23
p_47004,p_87772,19
p_47005,p_93030,40
p_47006,p_53016,80
p_47007,p_55817,48
p_47007,p_88997,0
p_47008,p_83637,2
p_47009,p_99344,85
p_47010,p_73935,79
p_47011,p_69090,20
p_47013,p_82294,65
p_47015,p_74135,16
p_47016,p_75212,8
p_47017,p_82843,33
p_47018,p_67781,56
p_47019,p_58251,68
p_47019,p_84605,3
p_47020,p_65714,66
p_47021,p_73562,0
p_47021,p_92916,39
p_47023,p_66538,45
p_47024,p_80830,1
p_47025,p_51601,62
p_47027,p_70488,46
p_47027,p_83275,38
p_47028,p_92733,0
p_47029,p_70042,0
p_47029,p_91599,29
p_47030,p_75916,56
p_47030,p_77302,62
p_47031,p_72634,25
p_47031,p_82899,14
p_47032,p_62850,50
p_47032,p_74406,13
p_47033,p_63513,22
p_47033,p_92248,7
p_47037,p_47979,26
p_47037,p_86752,78
p_47038,p_91307,47
p_47041,p_49790,60
p_47041,p_54644,54
p_47042,p_62621,0
p_47043,p_49877,60
p_47043,p_61369,78
p_47044,p_85812,55
p_47046,p_85837,0
p_47047,p_71355,0
p_47049,p_97461,87
p_47050,p_91368,7
p_47052,p_54411,24
p_47054,p_63557,62
p_47055,p_62170,90
p_47058,p_55572,73
p_47059,p_61216,0
p_47059,p_91973,62
p_47060,p_95807,45
p_47061,p_71950,67
p_47061,p_87140,90
p_47065,p_51893,87
p_47065,p_65962,45
p_47066,p_82557,50
p_47067,p_86889,13
p_47069,p_78178,59
p_47071,p_77808,33
p_47072,p_59520,76
p_47073,p_71938,86
p_47073,p_87208,12
p_47076,p_70860,14
p_47078,p_83612,53
p_47080,p_48854,90
p_47082,p_75822,66
p_47082,p_79181,31
p_47084,p_61214,88
p_47085,p_55300,29
p_47085,p_92862,70
p_47089,p_82365,82
p_47092,p_62006,70
p_47092,p_99109,1
p_47094,p_82990,24
p_47095,p_61338,74
p_47095,p_77784,10
p_47096,p_62278,43
p_47097,p_59105,81
p_47097,p_67192,0
p_47099,p_75397,85
p_47101,p_75607,75
p_47102,p_77709,66
p_47103,p_51845,89
p_47104,p_63744,7
p_47106,p_96545,0
p_47107,p_76007,17
p_47108,p_48161,98
p_47108,p_91112,55
p_47109,p_78347,3
p_47110,p_77809,87
p_47111,p_70918,62
p_47111,p_75758,57
p_47112,p_96366,31
p_47113,p_74834,0
p_47116,p_61281,24
p_47116,p_70735,3
p_47117,p_59713,53
p_47117,p_88186,17
p_47118,p_84684,96
p_47118,p_85727,81
p_47121,p_79733,61
p_47122,p_51273,97
p_47123,p_69228,0
p_47125,p_96972,99
p_47126,p_77875,48
p_47127,p_79722,0
p_47128,p_48684,3
p_47128,p_96255,71
p_47130,p_92810,31
p_47132,p_59039,0
p_47134,p_61770,82
p_47138,p_51320,77
p_47141,p_58451,67
p_47141,p_97772,9
p_47142,p_84645,22
p_47143,p_61443,9
p_47145,p_66028,27
p_47146,p_51911,48
p_47147,p_96746,0
p_47148,p_72786,55
p_47149,p_78512,16
p_47152,p_69164,90
p_47152,p_75608,38
p_47153,p_59856,47
p_47153,p_73940,0
p_47154,p_89339,92
p_47155,p_87380,0
p_47157,p_62184,53
p_47157,p_91059,47
p_47158,p_55256,31
p_47158,p_81407,93
p_47159,p_67664,29
p_47161,p_47894,20
p_47161,p_60666,17
p_47163,p_51147,79
p_47164,p_51757,29
p_47166,p_52940,82
p_47166,p_58438,60
p_47167,p_97937,64
p_47170,p_52863,92
p_47170,p_91650,3
p_47171,p_78990,36
p_47171,p_93449,34
p_47172,p_79863,3
p_47173,p_78836,33
p_47173,p_99462,0
p_47175,p_50086,84
p_47176,p_72430,33
p_47176,p_77028,50
p_47179,p_90618,45
p_47180,p_51588,14
p_47182,p_75177,0
p_47184,p_47812,61
p_47186,p_50349,16
p_47186,p_54032,54
p_47187,p_59663,41
p_47188,p_74292,4
p_47189,p_47370,56
p_47191,p_62084,1
p_47193,p_65290,98
p_47193,p_82182,64
p_47194,p_82570,6
p_47195,p_62466,39
p_47196,p_54209,37
p_47197,p_51313,80
p_47197,p_71493,87
p_47199,p_59225,20
p_47200,p_51709,2
p_47200,p_87079,68
p_47202,p_97599,10
p_47202,p_98370,56
p_47203,p_74842,11
p_47204,p_60677,0
p_47204,p_64727,48
p_47205,p_82943,99
p_47207,p_93859,72
p_47208,p_63200,5
p_47209,p_65476,22
p_47210,p_95359,0
p_47211,p_66316,86
p_47211,p_99389,80
p_47212,p_50101,4
p_47213,p_55956,70
p_47215,p_74952,20
p_47215,p_88456,2
p_47216,p_69453,4
p_47217,p_86150,0
p_47218,p_61370,7
p_47218,p_94892,94
p_47219,p_77108,45
p_47219,p_81762,19
p_47220,p_78934,4
p_47221,p_91985,0
p_47223,p_61770,94
p_47224,p_47365,24
p_47224,p_98445,34
p_47226,p_83737,71
p_47226,p_92404,99
p_47228,p_60427,50
p_47228,p_63647,28
p_47229,p_80256,49
p_47230,p_63388,89
p_47232,p_82127,42
p_47233,p_71284,41
p_47233,p_98797,29
p_47234,p_83883,81
p_47235,p_75023,24
p_47236,p_50591,96
p_47237,p_82022,5
p_47238,p_95734,69
p_47239,p_96960,95
p_47242,p_99428,20
p_47243,p_59838,92
p_47243,p_98934,34
p_47244,p_84597,0
p_47245,p_93838,21
p_47246,p_49973,49
p_47246,p_93113,28
p_47247,p_62676,50
p_47248,p_96326,57
p_47250,p_71283,4
p_47250,p_87458,7
p_47251,p_68672,21
p_47251,p_74758,49
p_47253,p_76839,8
p_47254,p_68089,0
p_47254,p_88845,56
p_47255,p_64612,3
p_47259,p_72871,31
p_47261,p_95033,96
p_47263,p_55576,98
p_47266,p_92167,0
p_47267,p_92935,1
p_47269,p_53674,95
p_47269,p_63958,7
p_47270,p_71602,34
p_47271,p_58803,20
p_47272,p_92482,33
p_47273,p_64107,46
p_47274,p_83390,28
p_47275,p_66737,7
p_47276,p_76493,71
p_47277,p_95807,74
p_47278,p_84067,54
p_47279,p_64346,66
p_47279,p_72153,64
p_47280,p_53759,74
p_47283,p_55048,63
p_47284,p_83785,39
p_47285,p_65679,0
p_47286,p_62360,76
p_47287,p_75666,92
p_47289,p_58180,53
p_47289,p_82187,78
p_47292,p_51982,6
p_47293,p_73361,80
p_47294,p_64512,2
p_47294,p_97732,95
p_47295,p_79551,43
p_47296,p_68273,46
p_47296,p_87225,21
p_47299,p_63927,49
p_47299,p_82903,6
p_47300,p_81743,43
p_47302,p_52605,62
p_47302,p_88830,9
p_47303,p_80629,57
p_47304,p_49343,8
p_47308,p_52450,57
p_47310,p_63002,8
p_47311,p_77240,42
p_47312,p_77071,9
p_47313,p_95259,0
p_47314,p_57882,66
p_47315,p_77007,55
p_47315,p_93737,89
p_47317,p_70835,4
p_47319,p_73503,79
p_47320,p_74995,72
p_47320,p_97557,0
p_47321,p_61631,49
p_47321,p_97281,0
p_47322,p_90109,23
p_47325,p_75543,5
p_47326,p_95269,63
p_47326,p_95725,76
p_47327,p_89790,78
p_47329,p_49076,74
p_47331,p_88008,0
p_47333,p_95758,77
p_47334,p_49285,84
p_47335,p_54284,0
p_47336,p_64700,39
p_47336,p_80076,45
p_47337,p_72741,69
p_47338,p_82488,94
p_47339,p_57420,37
p_47339,p_84060,76
p_47343,p_88313,3
p_47343,p_96169,97
p_47344,p_50207,86
p_47347,p_91548,56
p_47348,p_60239,33
p_47348,p_98351,71
p_47349,p_57191,2
p_47350,p_55824,11
p_47352,p_85713,8
p_47353,p_81759,0
p_47353,p_86971,0
p_47354,p_69550,85
p_47355,p_77845,95
p_47356,p_78247,80
p_47357,p_59196,3
p_47358,p_56692,79
p_47359,p_92734,64
p_47360,p_60327,54
p_47362,p_54176,10
p_47363,p_59530,55
p_47364,p_70394,73
p_47365,p_51275,0
p_47366,p_72442,91
p_47366,p_75582,45
p_47368,p_70715,55
p_47369,p_54446,4
p_47371,p_99566,9
p_47372,p_76243,61
p_47373,p_91066,22
p_47374,p_83791,20
p_47376,p_73596,55
p_47377,p_56409,1
p_47377,p_78004,48
p_47378,p_90105,2
p_47379,p_94222,20
p_47379,p_97690,77
p_47382,p_61199,61
p_47383,p_81679,90
p_47386,p_67286,46
p_47388,p_53407,4
p_47388,p_87090,54
p_47390,p_65152,7
p_47391,p_77698,22
p_47392,p_49613,70
p_47394,p_53652,72
p_47396,p_80967,92
p_47397,p_79548,11
p_47398,p_95942,0
p_47399,p_50077,3
p_47402,p_73589,26
p_47404,p_69476,37
p_47405,p_76890,12
p_47406,p_47527,72
p_47406,p_62634,90
p_47407,p_50215,31
p_47408,p_90229,58
p_47408,p_95615,60
p_47409,p_71839,57
p_47409,p_99158,0
p_47410,p_78939,38
p_47410,p_80221,17
p_47411,p_83173,86
p_47411,p_83977,1
p_47412,p_50957,57
p_47413,p_50944,16
p_47413,p_99248,13
p_47415,p_94875,18
p_47418,p_48020,98
p_47419,p_51770,24
p_47420,p_70739,11
p_47422,p_50658,63
p_47422,p_98522,57
p_47423,p_86832,60
p_47424,p_57744,76
p_47425,p_88823,99
p_47425,p_94445,8
p_47426,p_84851,16
p_47427,p_77255,46
p_47427,p_80812,57
p_47428,p_62971,92
p_47429,p_63473,0
p_47430,p_77391,15
p_47432,p_86589,4
p_47433,p_99182,9
p_47436,p_75866,0
p_47436,p_95249,0
p_47438,p_96128,10
p_47439,p_69690,59
p_47439,p_89388,12
p_47441,p_80932,70
p_47442,p_67552,41
p_47443,p_87256,27
p_47443,p_89963,45
p_47444,p_77556,42
p_47445,p_48287,11
p_47445,p_60739,42
p_47447,p_52974,88
p_47447,p_93351,0
p_47449,p_50591,97
p_47449,p_54727,4
p_47450,p_99576,5
p_47451,p_61697,41
p_47451,p_66143,50
p_47453,p_84843,26
p_47455,p_64719,33
p_47456,p_97008,39
p_47458,p_69492,16
p_47459,p_54877,34
p_47460,p_71629,61
p_47461,p_81427,45
p_47462,p_75018,62
p_47463,p_78524,0
p_47466,p_81750,97
p_47466,p_90433,24
p_47467,p_50236,11
p_47467,p_88404,11
p_47468,p_75116,0
p_47469,p_64602,2
p_47470,p_64995,45
p_47470,p_65088,8
p_47474,p_92143,6
p_47475,p_80744,5
p_47477,p_81328,78
p_47479,p_96956,54
p_47480,p_81603,39
p_47480,p_93558,31
p_47481,p_76492,74
p_47484,p_82835,56
p_47487,p_62553,15
p_47488,p_54402,6
p_47489,p_49591,1
p_47491,p_49828,89
p_47492,p_55208,99
p_47493,p_55832,99
p_47494,p_53649,51
p_47495,p_75675,1
p_47496,p_64485,47
p_47497,p_82495,13
p_47498,p_54417,11
p_47498,p_73439,7
p_47500,p_65547,26
p_47501,p_55203,1
p_47504,p_64971,31
p_47504,p_95060,56
p_47505,p_88998,50
p_47509,p_51889,61
p_47509,p_57475,2
p_47511,p_85572,0
p_47512,p_72799,74
p_47513,p_82947,22
p_47514,p_50545,8
p_47515,p_66054,29
p_47516,p_53040,46
p_47516,p_87349,8
p_47517,p_74752,16
p_47520,p_59243,22
p_47521,p_56331,9
p_47522,p_48210,24
p_47524,p_83443,52
p_47525,p_73278,8
p_47526,p_49347,29
p_47528,p_79297,0
p_47530,p_83077,44
p_47533,p_64322,6
p_47534,p_72894,14
p_47535,p_64265,77
p_47535,p_82395,71
p_47537,p_93167,51
p_47538,p_63450,1
p_47539,p_61876,59
p_47540,p_60336,90
p_47541,p_86876,78
p_47541,p_94836,89
p_47543,p_77182,92
p_47545,p_85428,20
p_47548,p_65251,0
p_47549,p_82216,57
p_47549,p_98437,85
p_47550,p_57718,88
p_47552,p_49609,21
p_47553,p_70757,24
p_47555,p_87133,15
p_47556,p_75090,25
p_47557,p_70933,60
p_47560,p_57656,45
p_47561,p_72365,9
p_47561,p_92364,0
p_47562,p_74078,6
p_47563,p_77026,55
p_47564,p_68431,20
p_47565,p_52785,53
p_47565,p_75474,12
p_47566,p_61158,67
p_47566,p_70324,39
p_47567,p_78325,69
p_47569,p_58582,92
p_47570,p_50907,66
p_47570,p_57912,70
p_47571,p_65253,49
p_47574,p_54226,83
p_47574,p_58293,42
p_47576,p_98537,72
p_47577,p_84658,19
p_47579,p_48640,38
p_47579,p_59586,87
p_47580,p_93145,59
p_47581,p_53273,10
p_47584,p_80908,33
p_47586,p_93234,0
p_47587,p_79759,32
p_47589,p_62504,95
p_47589,p_85260,75
p_47590,p_99292,37
p_47591,p_64622,4
p_47592,p_72318,14
p_47593,p_54964,7
p_47596,p_83190,95
p_47596,p_94598,29
p_47597,p_59465,61
p_47598,p_65454,1
p_47598,p_77563,8
p_47599,p_89167,18
p_47600,p_54494,37
p_47600,p_95941,29
p_47604,p_71802,0
p_47606,p_75004,0
p_47606,p_75170,0
p_47608,p_96262,27
p_47610,p_95181,65
p_47612,p_86018,27
p_47613,p_93225,29
p_47615,p_81665,0
p_47621,p_80424,30
p_47621,p_88920,87
p_47623,p_56811,68
p_47626,p_51033,31
p_47627,p_64507,73
p_47628,p_61101,84
p_47630,p_62723,53
p_47630,p_94638,9
p_47631,p_89642,21
p_47633,p_92077,0
p_47634,p_65124,0
p_47635,p_85138,92
p_47636,p_96881,92
p_47637,p_62334,49
p_47642,p_96720,78
p_47643,p_63864,91
p_47644,p_81827,28
p_47645,p_75776,95
p_47648,p_60707,35
p_47648,p_95957,80
p_47649,p_78141,5
p_47650,p_84971,53
p_47651,p_53233,4
p_47651,p_54898,17
p_47652,p_52576,7
p_47653,p_99131,33
p_47654,p_47841,93
p_47656,p_57464,0
p_47656,p_63205,37
p_47657,p_71250,66
p_47658,p_73002,74
p_47659,p_52624,0
p_47659,p_84159,54
p_47662,p_52278,95
p_47663,p_93467,95
p_47664,p_49022,0
p_47667,p_48437,49
p_47668,p_52658,1
p_47668,p_88623,48
p_47669,p_52644,70
p_47670,p_74659,17
p_47672,p_56262,40
p_47676,p_51803,34
p_47679,p_72865,98
p_47680,p_98139,25
p_47683,p_84156,4
p_47684,p_52578,2
p_47684,p_57659,0
p_47687,p_56846,10
p_47690,p_53179,13
p_47692,p_53765,0
p_47692,p_65774,0
p_47695,p_58715,0
p_47695,p_87812,56
p_47697,p_81291,62
p_47698,p_53408,50
p_47700,p_65697,54
p_47702,p_90948,47
p_47703,p_53810,77
p_47703,p_93149,67
p_47704,p_73520,4
p_47705,p_62291,82
p_47707,p_55263,1
p_47707,p_57508,51
p_47708,p_74749,48
p_47709,p_74283,9
p_47709,p_94167,42
p_47710,p_87858,5
p_47712,p_72365,61
p_47716,p_66363,5
p_47717,p_48373,0
p_47717,p_93446,95
p_47719,p_53115,8
p_47719,p_97890,0
p_47720,p_70009,12
p_47720,p_82055,0
p_47721,p_71377,45
p_47721,p_75543,97
p_47722,p_60509,4
p_47722,p_92057,28
p_47723,p_98465,71
p_47724,p_52340,76
p_47724,p_55276,0
p_47725,p_51240,15
p_47726,p_91698,36
p_47727,p_85553,4
p_47728,p_69358,9
p_47729,p_97035,92
p_47729,p_98493,46
p_47730,p_70016,92
p_47731,p_54423,56
p_47731,p_76270,95
p_47733,p_88415,43
p_47734,p_52221,42
p_47735,p_60959,41
p_47735,p_80019,3
p_47736,p_76341,0
p_47737,p_81923,75
p_47740,p_83413,8
p_47740,p_91592,31
p_47742,p_68221,62
p_47742,p_98026,80
p_47743,p_52534,41
p_47743,p_97137,96
p_47744,p_82353,5
p_47744,p_98943,14
p_47746,p_89626,0
p_47748,p_92558,66
p_47750,p_54401,0
p_47750,p_73669,4
p_47751,p_64368,71
p_47751,p_76408,0
p_47753,p_82091,5
p_47756,p_77033,23
p_47757,p_86731,94
p_47758,p_74622,99
p_47758,p_96964,7
p_47759,p_78583,54
p_47760,p_58504,78
p_47761,p_88919,67
p_47763,p_62725,13
p_47763,p_91928,80
p_47764,p_90464,1
p_47767,p_60029,71
p_47768,p_51219,75
p_47770,p_92738,83
p_47771,p_61449,9
p_47774,p_64778,43
p_47775,p_98150,20
p_47778,p_89054,90
p_47779,p_52590,0
p_47779,p_89269,5
p_47780,p_93084,4
p_47780,p_93614,2
p_47784,p_62551,6
p_47785,p_54818,61
p_47788,p_95049,75
p_47788,p_95149,73
p_47791,p_62353,27
p_47792,p_70485,0
p_47793,p_92989,2
p_47797,p_92934,57
p_47799,p_89074,0
p_47800,p_92089,91
p_47801,p_95197,82
p_47801,p_99840,68
p_47802,p_61325,14
p_47803,p_64828,5
p_47804,p_77614,27
p_47804,p_79734,68
p_47806,p_94952,41
p_47806,p_98287,92
p_47807,p_76168,47
p_47808,p_57379,9
p_47809,p_68208,31
p_47810,p_65430,19
p_47810,p_78327,42
p_47811,p_96575,38
p_47813,p_69086,42
p_47814,p_65668,4
p_47816,p_63959,70
p_47817,p_99995,97
p_47818,p_67935,67
p_47819,p_70456,39
p_47820,p_77526,85
p_47820,p_80249,42
p_47821,p_80690,97
p_47823,p_85463,99
p_47824,p_90122,0
p_47825,p_67843,41
p_47826,p_82481,36
p_47828,p_74007,8
p_47831,p_47973,68
p_47832,p_56504,0
p_47832,p_62524,0
p_47833,p_86270,39
p_47834,p_56064,98
p_47836,p_72150,1
p_47839,p_88343,37
p_47840,p_57598,63
p_47841,p_93262,47
p_47842,p_97753,54
p_47843,p_80615,89
p_47844,p_48505,9
p_47844,p_56164,26
p_47845,p_60412,5
p_47848,p_63531,85
p_47849,p_88740,81
p_47850,p_55488,40
p_47851,p_61354,25
p_47852,p_58718,93
p_47854,p_58238,1
p_47855,p_70345,4
p_47856,p_92662,18
p_47857,p_51902,11
p_47858,p_68852,0
p_47859,p_68808,36
p_47859,p_80518,24
p_47862,p_89658,7
p_47863,p_92130,9
p_47863,p_99227,0
p_47864,p_54496,4
p_47867,p_80863,37
p_47867,p_91078,79
p_47868,p_59651,14
p_47869,p_49311,6
p_47873,p_79068,49
p_47874,p_72412,73
p_47875,p_94878,71
p_47876,p_95334,16
p_47877,p_55540,39
p_47878,p_82097,91
p_47878,p_95713,85
p_47880,p_96575,86
p_47881,p_80411,47
p_47882,p_69560,79
p_47883,p_68352,31
p_47887,p_83990,51
p_47887,p_92126,32
p_47888,p_88925,29
p_47888,p_97062,0
p_47889,p_70612,46
p_47890,p_50056,74
p_47890,p_97586,20
p_47893,p_85275,56
p_47895,p_60827,4
p_47896,p_60209,75
p_47897,p_52134,80
p_47900,p_82642,40
p_47901,p_72771,72
p_47903,p_53916,99
p_47905,p_84815,84
p_47906,p_98435,0
p_47907,p_90338,7
p_47909,p_96452,76
p_47910,p_75496,41
p_47911,p_55608,0
p_47912,p_50761,30
p_47916,p_94357,48
p_47917,p_54768,0
p_47917,p_67196,23
p_47918,p_83491,39
p_47919,p_55127,52
