src_id,dst_id,corp_id,pn_id,src_work_for_start_time
p_40604,p_76039,co_32,pn_57508,2022-01-21
p_40606,p_58840,co_14,pn_63763,2020-04-14
p_40607,p_41544,co_1638,pn_1,2019-12-04
p_40607,p_97910,co_1656,pn_8,2020-12-20
p_40608,p_52398,co_972,pn_6,2021-11-08
p_40609,p_64506,co_6778,pn_75,2019-12-30
p_40609,p_81392,co_1,pn_432,2020-07-14
p_40610,p_47773,co_4438,pn_10000,2022-04-16
p_40611,p_62552,co_802,pn_65340,2021-11-17
p_40611,p_68656,co_8964,pn_1,2021-05-23
p_40612,p_80563,co_10,pn_173,2021-03-03
p_40613,p_42082,co_78,pn_5985,2021-06-27
p_40616,p_56152,co_347,pn_13700,2021-05-14
p_40616,p_96959,co_216,pn_46961,2019-08-12
p_40617,p_72015,co_57,pn_5216,2019-12-18
p_40621,p_77209,co_9468,pn_1,2021-01-01
p_40622,p_72642,co_215,pn_1,2020-10-11
p_40623,p_45108,co_6525,pn_70312,2019-11-22
p_40626,p_67175,co_565,pn_4277,2021-07-02
p_40627,p_45382,co_2455,pn_867,2020-11-10
p_40628,p_83480,co_939,pn_392,2021-09-28
p_40629,p_91678,co_834,pn_66,2022-01-21
p_40630,p_55565,co_4576,pn_1,2019-10-15
p_40632,p_67518,co_295,pn_57,2019-08-02
p_40633,p_80623,co_1742,pn_4823,2020-07-15
p_40634,p_78645,co_35,pn_56819,2019-09-19
p_40634,p_86835,co_17,pn_55527,2021-04-24
p_40635,p_83172,co_357,pn_48597,2021-06-24
p_40636,p_46054,co_8,pn_22,2021-05-01
p_40636,p_96271,co_8068,pn_775,2022-04-15
p_40637,p_88831,co_6458,pn_814,2021-06-25
p_40639,p_81323,co_2707,pn_3,2022-01-27
p_40640,p_75405,co_96,pn_77345,2020-12-09
p_40640,p_96971,co_8663,pn_79094,2019-07-04
p_40641,p_75648,co_9,pn_4430,2020-07-13
p_40645,p_41276,co_179,pn_87773,2022-03-20
p_40646,p_42183,co_7478,pn_476,2021-04-29
p_40646,p_70128,co_5,pn_495,2020-12-30
p_40647,p_46098,co_6438,pn_73640,2022-06-14
p_40649,p_54155,co_401,pn_702,2020-01-12
p_40650,p_74825,co_7884,pn_50202,2022-01-12
p_40650,p_99860,co_8211,pn_8,2020-02-06
p_40651,p_42953,co_4740,pn_2528,2020-02-18
p_40652,p_54485,co_1,pn_2565,2019-12-13
p_40653,p_76080,co_4670,pn_39935,2020-08-17
p_40653,p_86605,co_2163,pn_54,2019-09-28
p_40654,p_63984,co_6736,pn_7,2020-08-22
p_40655,p_70099,co_9079,pn_59415,2020-12-30
p_40655,p_87871,co_6458,pn_7,2022-05-10
p_40658,p_94331,co_204,pn_7340,2020-07-04
p_40659,p_64582,co_1114,pn_39462,2021-06-11
p_40661,p_53587,co_3639,pn_56,2021-10-30
p_40661,p_87684,co_9430,pn_9313,2021-06-03
p_40663,p_53378,co_1252,pn_7,2021-03-15
p_40666,p_77137,co_1,pn_1,2019-11-24
p_40670,p_70689,co_3858,pn_13,2020-11-20
p_40670,p_93323,co_2500,pn_1,2022-05-23
p_40671,p_93526,co_2842,pn_8,2019-09-09
p_40672,p_79787,co_3955,pn_80194,2021-09-08
p_40673,p_66552,co_1,pn_4185,2021-02-01
p_40675,p_51397,co_1208,pn_1006,2019-08-02
p_40675,p_51433,co_5,pn_7,2019-08-29
p_40676,p_89126,co_35,pn_1,2020-03-25
p_40677,p_48379,co_1,pn_78445,2020-10-13
p_40678,p_63442,co_4840,pn_48517,2020-10-19
p_40680,p_82977,co_7070,pn_41,2020-08-30
p_40680,p_94111,co_1,pn_79,2019-11-02
p_40681,p_48123,co_1064,pn_3,2021-08-29
p_40681,p_93785,co_1,pn_7,2021-05-25
p_40682,p_48434,co_3,pn_62609,2019-10-11
p_40683,p_77745,co_36,pn_36525,2021-10-30
p_40687,p_54840,co_48,pn_60876,2020-12-14
p_40688,p_45768,co_9023,pn_4,2020-08-26
p_40689,p_53143,co_2106,pn_46565,2022-04-18
p_40690,p_44833,co_69,pn_80391,2021-01-05
p_40690,p_85414,co_8776,pn_6783,2020-03-12
p_40691,p_54346,co_4539,pn_89534,2021-11-03
p_40692,p_65232,co_1,pn_28927,2020-08-20
p_40692,p_99725,co_5079,pn_32983,2022-06-24
p_40693,p_69029,co_3,pn_324,2021-04-15
p_40694,p_69102,co_6,pn_57046,2019-10-24
p_40694,p_99848,co_2664,pn_835,2022-05-18
p_40695,p_50022,co_2,pn_40813,2022-03-29
p_40695,p_72881,co_94,pn_75547,2022-05-26
p_40696,p_40797,co_1985,pn_1,2020-12-02
p_40697,p_56209,co_155,pn_39146,2019-11-25
p_40698,p_91015,co_2093,pn_41486,2021-04-13
p_40700,p_44792,co_878,pn_85926,2022-05-26
p_40701,p_86583,co_94,pn_4016,2021-05-16
p_40702,p_78231,co_6245,pn_931,2021-01-02
p_40703,p_54723,co_289,pn_7720,2019-09-24
p_40703,p_69930,co_3727,pn_13514,2020-07-03
p_40704,p_51218,co_472,pn_76700,2021-11-04
p_40705,p_74545,co_8963,pn_3957,2022-02-10
p_40706,p_53696,co_2010,pn_68208,2021-01-29
p_40707,p_54839,co_711,pn_26832,2019-07-14
p_40707,p_64387,co_7504,pn_63214,2021-09-14
p_40708,p_78647,co_6150,pn_2785,2020-03-19
p_40709,p_76054,co_434,pn_43251,2020-10-24
p_40710,p_63769,co_4490,pn_7362,2019-07-11
p_40713,p_68566,co_7182,pn_51994,2019-07-19
p_40714,p_54125,co_60,pn_10525,2021-12-09
p_40715,p_88530,co_1,pn_10,2019-09-13
p_40715,p_95682,co_5244,pn_27562,2021-11-03
p_40716,p_82811,co_7,pn_72675,2019-12-31
p_40716,p_96534,co_8287,pn_5,2021-12-17
p_40717,p_61468,co_1,pn_820,2020-06-20
p_40717,p_62705,co_410,pn_10,2019-12-15
p_40719,p_98655,co_8,pn_1,2020-07-06
p_40721,p_94281,co_6633,pn_4159,2020-04-04
p_40722,p_68028,co_2261,pn_26,2020-02-08
p_40725,p_61170,co_83,pn_54502,2022-01-24
p_40725,p_64636,co_8275,pn_11248,2021-03-18
p_40726,p_82984,co_8974,pn_77509,2022-06-01
p_40728,p_59866,co_6681,pn_98,2019-12-05
p_40729,p_58374,co_223,pn_43246,2021-01-13
p_40729,p_68331,co_62,pn_57187,2021-11-08
p_40730,p_41987,co_7243,pn_1,2021-06-06
p_40731,p_92026,co_529,pn_135,2020-11-20
p_40732,p_91660,co_9021,pn_59387,2021-12-07
p_40733,p_81797,co_7410,pn_42358,2020-05-18
p_40733,p_86189,co_2821,pn_1,2020-09-18
p_40734,p_94854,co_712,pn_81123,2020-04-25
p_40735,p_73209,co_7752,pn_143,2021-03-17
p_40735,p_92299,co_8808,pn_1,2020-12-30
p_40736,p_91809,co_9,pn_9297,2020-10-22
p_40737,p_64238,co_6158,pn_4776,2021-10-31
p_40739,p_84804,co_10,pn_832,2020-03-09
p_40740,p_63065,co_9,pn_37306,2022-06-14
p_40742,p_78838,co_1,pn_1,2020-02-17
p_40743,p_61855,co_3002,pn_1,2019-12-03
p_40743,p_92246,co_7981,pn_7459,2021-12-05
p_40744,p_78470,co_1936,pn_10,2021-04-16
p_40745,p_51533,co_1,pn_1,2019-11-26
p_40748,p_84351,co_68,pn_427,2020-04-25
p_40749,p_48059,co_3937,pn_12288,2019-09-11
p_40749,p_99340,co_38,pn_1,2022-05-12
p_40752,p_63755,co_6,pn_22555,2019-10-02
p_40753,p_42904,co_9071,pn_184,2022-01-01
p_40753,p_43477,co_1,pn_31021,2021-05-02
p_40757,p_75590,co_5419,pn_91,2020-09-03
p_40758,p_73061,co_5557,pn_1,2021-02-17
p_40759,p_54624,co_4,pn_760,2019-08-03
p_40760,p_51800,co_1,pn_2643,2022-01-05
p_40760,p_61434,co_473,pn_9,2020-04-07
p_40761,p_64983,co_3626,pn_83424,2020-10-08
p_40762,p_45288,co_60,pn_1,2022-01-22
p_40763,p_79464,co_1945,pn_56742,2020-02-17
p_40764,p_83713,co_4885,pn_3238,2020-06-02
p_40765,p_82596,co_7609,pn_35,2020-04-05
p_40766,p_84685,co_7941,pn_55564,2020-02-06
p_40767,p_60689,co_132,pn_43058,2019-11-24
p_40768,p_70745,co_492,pn_708,2021-01-26
p_40768,p_99293,co_7,pn_41,2019-08-28
p_40769,p_40892,co_1,pn_10314,2021-04-15
p_40769,p_81078,co_679,pn_943,2020-11-09
p_40770,p_68722,co_96,pn_36080,2022-03-19
p_40770,p_91804,co_1,pn_89230,2022-06-01
p_40771,p_46834,co_8,pn_1,2020-08-13
p_40772,p_62867,co_1,pn_1,2021-11-14
p_40772,p_74144,co_8464,pn_1,2021-10-15
p_40773,p_65576,co_2118,pn_6534,2020-06-03
p_40774,p_73276,co_1641,pn_9436,2021-08-30
p_40775,p_70744,co_4737,pn_83512,2021-11-22
p_40777,p_48529,co_1986,pn_26711,2019-07-04
p_40777,p_96877,co_8481,pn_81226,2021-01-15
p_40778,p_70831,co_532,pn_741,2020-06-04
p_40778,p_99579,co_6367,pn_92,2021-08-23
p_40779,p_69781,co_1,pn_48474,2020-01-24
p_40784,p_57009,co_1,pn_1,2021-11-17
p_40785,p_89078,co_5356,pn_2671,2020-07-29
p_40786,p_63775,co_6118,pn_29,2020-11-09
p_40787,p_62457,co_1,pn_1,2021-12-07
p_40787,p_92638,co_1,pn_17,2020-02-14
p_40788,p_94854,co_1965,pn_25747,2019-09-19
p_40789,p_85856,co_63,pn_88832,2021-02-01
p_40790,p_47484,co_5,pn_60712,2020-11-27
p_40791,p_63415,co_536,pn_75,2021-06-29
p_40791,p_80646,co_68,pn_1483,2021-01-08
p_40792,p_81317,co_6761,pn_6946,2022-06-10
p_40793,p_50674,co_2455,pn_807,2020-01-02
p_40793,p_66247,co_639,pn_33839,2022-06-22
p_40794,p_96671,co_4892,pn_9325,2020-08-21
p_40794,p_97525,co_9158,pn_75098,2020-07-12
p_40795,p_69473,co_8963,pn_45239,2020-12-26
p_40795,p_94032,co_7,pn_86019,2019-11-28
p_40796,p_52927,co_1879,pn_25339,2020-12-12
p_40796,p_95488,co_321,pn_64093,2020-01-22
p_40797,p_42489,co_267,pn_88026,2020-12-25
p_40798,p_70998,co_2631,pn_3,2021-07-29
p_40800,p_59248,co_7906,pn_35236,2020-11-19
p_40802,p_64015,co_2441,pn_9,2020-12-07
p_40802,p_71602,co_234,pn_492,2020-07-01
p_40803,p_87747,co_22,pn_11888,2020-09-30
p_40804,p_91847,co_6564,pn_5572,2020-04-11
p_40805,p_57451,co_4155,pn_20113,2020-05-09
p_40807,p_79806,co_197,pn_1,2022-02-03
p_40808,p_96490,co_8,pn_859,2020-01-24
p_40810,p_87494,co_1,pn_75517,2020-04-24
p_40812,p_87932,co_3741,pn_69721,2020-10-31
p_40813,p_79314,co_3742,pn_2367,2019-08-12
p_40815,p_68433,co_391,pn_78,2020-02-17
p_40815,p_79017,co_1,pn_18110,2019-11-25
p_40816,p_65047,co_70,pn_65276,2021-10-11
p_40817,p_69700,co_4860,pn_8536,2020-03-09
p_40817,p_99122,co_6386,pn_3462,2020-05-17
p_40818,p_88194,co_1,pn_64,2020-07-05
p_40818,p_95918,co_8264,pn_5,2020-07-26
p_40820,p_60798,co_1731,pn_1235,2021-09-11
p_40823,p_75057,co_5709,pn_1777,2021-04-04
p_40824,p_95542,co_339,pn_2,2020-06-26
p_40825,p_90185,co_3783,pn_639,2021-10-25
p_40826,p_59884,co_10,pn_1,2020-02-27
p_40826,p_84824,co_7130,pn_6,2020-05-24
p_40828,p_65442,co_7699,pn_5,2019-11-29
p_40828,p_68726,co_1,pn_10,2021-08-01
p_40829,p_77072,co_1628,pn_1,2021-11-23
p_40831,p_45180,co_1433,pn_35228,2020-07-31
p_40831,p_74006,co_1178,pn_702,2021-05-13
p_40833,p_51319,co_9407,pn_1,2020-11-13
p_40835,p_75899,co_9187,pn_17956,2020-11-01
p_40836,p_52325,co_6597,pn_3002,2021-05-29
p_40836,p_54103,co_1521,pn_8791,2021-01-17
p_40841,p_69802,co_495,pn_1,2021-03-15
p_40842,p_75929,co_6612,pn_74645,2020-05-25
p_40843,p_82176,co_8547,pn_196,2019-08-28
p_40843,p_98990,co_1741,pn_79899,2020-02-01
p_40844,p_80213,co_1,pn_1,2022-05-20
p_40845,p_55963,co_8674,pn_52900,2021-09-17
p_40846,p_48165,co_7,pn_76059,2021-06-20
p_40846,p_61487,co_5577,pn_53081,2019-10-29
p_40847,p_54295,co_1459,pn_311,2020-10-17
p_40847,p_71617,co_7793,pn_61393,2020-01-09
p_40848,p_95272,co_5527,pn_4,2021-10-28
p_40849,p_74604,co_5997,pn_53107,2019-09-21
p_40849,p_85153,co_1,pn_54500,2021-05-14
p_40851,p_51773,co_5156,pn_8659,2020-10-04
p_40853,p_60823,co_8233,pn_7817,2020-12-04
p_40854,p_59365,co_919,pn_6129,2020-08-03
p_40855,p_74639,co_4317,pn_86049,2020-03-10
p_40858,p_57532,co_2726,pn_4740,2020-08-10
p_40859,p_53595,co_6719,pn_4964,2022-06-27
p_40859,p_91468,co_270,pn_1,2020-05-24
p_40860,p_44977,co_690,pn_19827,2020-07-21
p_40861,p_58387,co_3087,pn_6271,2020-08-21
p_40862,p_52056,co_7369,pn_445,2020-12-10
p_40862,p_93107,co_2998,pn_1,2019-12-29
p_40863,p_99817,co_4061,pn_1,2020-08-16
p_40864,p_90734,co_6743,pn_7,2020-03-12
p_40865,p_82322,co_30,pn_12895,2022-05-03
p_40866,p_83152,co_5070,pn_70383,2019-07-11
p_40867,p_50928,co_94,pn_5620,2022-06-12
p_40869,p_56211,co_1284,pn_7698,2022-02-07
p_40870,p_58164,co_7,pn_18083,2021-12-20
p_40871,p_57903,co_7089,pn_77446,2019-12-06
