src_id,dst_id,d_id,src_device_start_time,dst_device_start_time
p_5024,p_7188,dev_1,2019-08-30,2021-11-04
p_5024,p_7796,dev_1,2020-09-18,2020-12-30
p_5024,p_51003,dev_1,2022-01-12,2019-07-21
p_5024,p_84945,dev_126,2020-12-14,2022-01-27
p_5024,p_99811,dev_1,2022-05-07,2022-04-19
p_5025,p_9090,dev_349,2022-05-11,2020-12-19
p_5025,p_9478,dev_47,2022-01-26,2022-04-28
p_5025,p_28971,dev_476,2021-01-30,2020-07-31
p_5025,p_34377,dev_2099,2022-04-03,2021-05-16
p_5026,p_45181,dev_560,2022-03-11,2021-12-06
p_5026,p_66817,dev_940,2020-06-22,2020-10-09
p_5026,p_97044,dev_377,2021-04-27,2022-02-10
p_5027,p_7118,dev_1776,2019-09-01,2021-10-27
p_5027,p_9951,dev_55,2020-11-27,2020-09-15
p_5027,p_78955,dev_2732,2020-10-28,2020-09-08
p_5027,p_85869,dev_453,2021-02-22,2019-07-02
p_5028,p_21156,dev_739,2019-07-21,2021-08-30
p_5028,p_24960,dev_250,2019-12-02,2019-08-17
p_5028,p_99025,dev_2158,2021-05-12,2022-03-07
p_5029,p_14495,dev_1086,2019-05-29,2021-09-15
p_5029,p_17378,dev_1,2021-01-23,2022-02-08
p_5029,p_60771,dev_1,2022-05-06,2020-08-13
p_5030,p_30047,dev_8,2020-05-21,2020-10-16
p_5030,p_47642,dev_2703,2021-06-02,2019-11-01
p_5030,p_55752,dev_1,2021-12-09,2020-12-31
p_5030,p_59833,dev_1559,2022-01-21,2021-03-04
p_5030,p_61427,dev_2831,2021-07-01,2022-04-18
p_5031,p_36416,dev_2199,2021-11-10,2020-10-23
p_5031,p_83982,dev_141,2020-06-18,2021-07-28
p_5031,p_87187,dev_6,2019-10-19,2022-05-13
p_5031,p_95244,dev_32,2020-09-10,2020-05-16
p_5032,p_48589,dev_2359,2020-08-24,2019-09-26
p_5032,p_56970,dev_8,2021-04-22,2020-12-01
p_5032,p_64886,dev_1747,2021-03-09,2022-02-20
p_5032,p_67167,dev_730,2020-02-22,2021-04-01
p_5032,p_96835,dev_986,2019-09-19,2022-02-05
p_5033,p_25598,dev_1463,2021-02-22,2020-01-23
p_5033,p_37854,dev_10,2020-08-24,2021-04-17
p_5033,p_58054,dev_23,2021-02-03,2021-05-15
p_5033,p_79655,dev_1420,2021-03-21,2020-06-27
p_5033,p_80284,dev_2653,2022-05-22,2020-12-24
p_5034,p_15691,dev_947,2019-12-27,2021-02-26
p_5034,p_23081,dev_1,2019-07-30,2021-02-04
p_5034,p_45196,dev_4,2020-10-07,2022-03-13
p_5035,p_51224,dev_9,2019-08-13,2021-04-13
p_5035,p_64264,dev_64,2021-06-22,2020-08-28
p_5035,p_90461,dev_1714,2020-05-03,2020-07-10
p_5036,p_5790,dev_860,2021-09-19,2021-09-02
p_5036,p_39276,dev_70,2020-09-17,2021-04-30
p_5036,p_46045,dev_2438,2020-08-31,2021-09-02
p_5036,p_80120,dev_1,2022-03-20,2021-05-04
p_5036,p_97947,dev_2,2022-05-10,2020-12-03
p_5037,p_6031,dev_1398,2019-12-29,2021-06-14
p_5037,p_30932,dev_891,2020-12-04,2019-10-07
p_5037,p_33576,dev_2259,2019-09-27,2019-07-10
p_5037,p_79943,dev_1,2020-05-28,2021-05-16
p_5038,p_6681,dev_2012,2022-02-13,2019-06-03
p_5038,p_12163,dev_1161,2021-04-16,2021-02-09
p_5038,p_29901,dev_1752,2019-06-04,2019-07-19
p_5038,p_89332,dev_2863,2021-11-22,2020-08-05
p_5038,p_91644,dev_9,2019-10-02,2021-01-03
p_5039,p_9389,dev_960,2021-02-18,2022-03-05
p_5039,p_10154,dev_2034,2019-09-22,2020-03-17
p_5039,p_12570,dev_125,2021-07-17,2020-06-23
p_5039,p_45872,dev_2856,2019-07-18,2021-03-03
p_5039,p_82564,dev_2788,2019-06-30,2020-10-02
p_5040,p_11489,dev_920,2020-08-31,2019-08-11
p_5040,p_16641,dev_1710,2021-06-20,2020-10-01
p_5040,p_24489,dev_2988,2020-07-01,2021-03-06
p_5040,p_82370,dev_2063,2020-03-20,2021-05-28
p_5040,p_90992,dev_1427,2021-09-14,2021-10-02
p_5041,p_14674,dev_1283,2019-06-21,2020-09-17
p_5041,p_29946,dev_1724,2020-09-27,2019-12-10
p_5041,p_64766,dev_5,2020-04-30,2021-06-02
p_5041,p_70332,dev_6,2020-05-20,2020-01-18
p_5041,p_94772,dev_7,2022-04-25,2022-02-18
p_5042,p_14409,dev_1913,2019-11-25,2019-10-08
p_5042,p_20372,dev_485,2021-02-13,2021-05-12
p_5042,p_26653,dev_1209,2022-04-25,2022-01-02
p_5042,p_27558,dev_103,2021-06-30,2021-06-28
p_5042,p_41894,dev_6,2021-07-07,2020-07-13
p_5043,p_5604,dev_1117,2019-12-27,2020-08-17
p_5043,p_11540,dev_1,2020-05-03,2021-12-24
p_5043,p_23133,dev_82,2021-06-13,2019-09-03
p_5043,p_56880,dev_40,2021-10-14,2021-11-10
p_5043,p_92777,dev_324,2021-02-04,2019-08-09
p_5044,p_18589,dev_1564,2020-11-24,2020-01-08
p_5044,p_32703,dev_977,2022-05-18,2021-03-06
p_5044,p_74369,dev_2899,2020-04-30,2021-07-19
p_5044,p_74697,dev_1712,2021-08-05,2022-01-31
p_5044,p_90242,dev_2252,2019-08-24,2020-04-12
p_5045,p_13826,dev_7,2021-12-30,2021-03-05
p_5045,p_32751,dev_847,2020-11-09,2019-07-15
p_5045,p_54761,dev_715,2019-09-17,2022-01-04
p_5045,p_58774,dev_2933,2020-11-27,2021-02-21
p_5045,p_64743,dev_1,2021-04-06,2021-07-14
p_5046,p_5317,dev_49,2019-11-22,2022-01-20
p_5046,p_9618,dev_47,2021-01-13,2020-11-08
p_5046,p_10276,dev_2398,2021-06-26,2020-01-19
p_5046,p_68125,dev_87,2020-12-25,2020-02-16
p_5046,p_82904,dev_1395,2020-01-29,2020-10-20
p_5047,p_7975,dev_2181,2020-08-17,2021-02-07
p_5047,p_8402,dev_1397,2020-01-31,2021-09-01
p_5047,p_18491,dev_519,2020-05-28,2021-10-03
p_5047,p_66533,dev_5,2021-02-10,2021-09-29
p_5047,p_69487,dev_1091,2020-07-31,2021-03-29
p_5048,p_15991,dev_1,2020-11-08,2021-04-10
p_5048,p_39980,dev_76,2020-10-15,2020-01-08
p_5048,p_62171,dev_2298,2019-06-03,2021-01-04
p_5048,p_78325,dev_555,2020-10-04,2020-08-07
p_5048,p_79360,dev_37,2019-11-28,2021-03-31
p_5049,p_11358,dev_714,2020-04-17,2019-09-15
p_5049,p_12027,dev_5,2022-01-05,2021-10-14
p_5049,p_54427,dev_1,2019-07-05,2021-11-11
p_5049,p_87877,dev_1586,2020-06-08,2022-04-21
p_5049,p_88849,dev_1145,2019-08-25,2020-10-29
p_5050,p_31000,dev_29,2022-04-12,2021-03-24
p_5050,p_55353,dev_2612,2022-01-16,2021-08-06
p_5050,p_63678,dev_2147,2020-01-08,2021-08-23
p_5050,p_67509,dev_1,2019-09-22,2020-04-09
p_5050,p_70298,dev_1547,2021-04-17,2020-01-20
p_5051,p_19153,dev_889,2019-12-02,2020-03-14
p_5051,p_34752,dev_75,2020-06-03,2022-05-14
p_5051,p_46423,dev_13,2019-06-13,2020-12-19
p_5051,p_71778,dev_2457,2020-01-18,2020-11-23
p_5052,p_10646,dev_938,2021-01-06,2020-05-23
p_5052,p_54090,dev_1,2021-10-06,2019-08-25
p_5052,p_84136,dev_1,2019-06-18,2019-08-19
p_5052,p_89479,dev_1302,2021-02-22,2019-08-12
p_5053,p_13188,dev_36,2022-02-22,2021-05-18
p_5053,p_16708,dev_516,2019-11-18,2022-03-10
p_5053,p_63746,dev_106,2020-09-03,2020-12-22
p_5053,p_99005,dev_2324,2022-04-22,2021-03-15
p_5054,p_35784,dev_909,2021-11-18,2021-11-21
p_5054,p_50167,dev_1090,2019-11-16,2019-09-18
p_5054,p_89716,dev_1465,2020-02-22,2020-11-14
p_5054,p_96172,dev_1362,2022-01-04,2021-10-29
p_5054,p_99111,dev_1804,2021-07-20,2021-10-30
p_5055,p_5389,dev_634,2021-10-04,2020-11-15
p_5055,p_28605,dev_1081,2019-11-05,2020-01-01
p_5055,p_29459,dev_440,2020-05-05,2019-06-17
p_5055,p_44787,dev_843,2021-08-24,2021-09-08
p_5055,p_82700,dev_2825,2022-04-09,2021-01-12
p_5056,p_11920,dev_454,2021-11-08,2019-11-29
p_5056,p_74982,dev_367,2021-01-03,2019-09-04
p_5056,p_75485,dev_431,2019-10-03,2019-10-23
p_5056,p_77624,dev_284,2021-08-07,2019-05-28
p_5057,p_6335,dev_2212,2021-01-08,2022-03-24
p_5057,p_14160,dev_10,2021-09-12,2019-11-19
p_5057,p_29352,dev_748,2020-07-01,2021-07-04
p_5057,p_94141,dev_201,2022-02-19,2020-04-15
p_5057,p_97350,dev_2810,2021-03-02,2021-01-07
p_5058,p_12010,dev_676,2020-03-27,2020-04-28
p_5058,p_41587,dev_368,2021-12-19,2021-03-15
p_5058,p_52834,dev_627,2020-09-20,2020-02-19
p_5058,p_88717,dev_1401,2020-04-18,2021-01-06
p_5058,p_94044,dev_2403,2021-08-25,2019-09-27
p_5059,p_45572,dev_1,2021-04-13,2020-03-09
p_5059,p_51457,dev_792,2019-08-13,2021-05-25
p_5059,p_54762,dev_1,2022-03-10,2020-05-12
p_5059,p_87045,dev_470,2022-04-01,2021-06-18
p_5059,p_96782,dev_1,2020-07-19,2020-04-27
p_5060,p_8898,dev_650,2021-01-14,2021-01-12
p_5060,p_10710,dev_59,2021-02-16,2021-05-02
p_5060,p_71466,dev_2949,2020-06-09,2019-10-08
p_5060,p_84519,dev_1771,2021-01-28,2022-05-17
p_5060,p_92773,dev_24,2020-09-07,2020-01-08
p_5061,p_30603,dev_1721,2019-07-14,2019-10-28
p_5061,p_76348,dev_65,2019-10-25,2021-07-15
p_5061,p_84601,dev_918,2020-10-11,2019-11-15
p_5061,p_95575,dev_269,2020-09-20,2021-10-02
p_5062,p_6024,dev_92,2021-08-15,2019-07-14
p_5062,p_21914,dev_989,2021-09-22,2019-06-28
p_5062,p_52453,dev_10,2019-10-04,2020-03-08
p_5062,p_65532,dev_1,2021-02-02,2021-12-09
p_5063,p_7729,dev_1747,2022-03-30,2019-09-06
p_5063,p_18486,dev_2567,2021-01-09,2019-08-14
p_5063,p_40732,dev_1,2020-04-28,2021-01-06
p_5063,p_75091,dev_1892,2020-08-11,2021-07-08
p_5063,p_85048,dev_1,2021-07-04,2019-06-08
p_5064,p_6806,dev_2,2019-07-22,2019-10-17
p_5064,p_11660,dev_742,2020-09-24,2020-07-15
p_5064,p_29638,dev_1285,2019-12-13,2021-10-11
p_5064,p_48042,dev_1762,2022-05-14,2019-09-02
p_5065,p_7248,dev_83,2020-05-30,2020-10-22
p_5065,p_11687,dev_862,2021-01-10,2020-04-17
p_5065,p_13889,dev_14,2020-01-01,2019-12-26
p_5065,p_20716,dev_1,2021-10-29,2020-10-06
p_5065,p_56812,dev_2546,2021-09-01,2021-07-07
p_5066,p_10989,dev_1383,2022-02-17,2021-09-20
p_5066,p_14459,dev_1211,2020-03-13,2021-05-27
p_5066,p_21788,dev_1327,2021-05-24,2021-03-13
p_5066,p_28362,dev_99,2019-12-26,2021-01-20
p_5066,p_54708,dev_1973,2021-01-08,2021-03-02
p_5067,p_8110,dev_2570,2021-03-10,2021-03-24
p_5067,p_14804,dev_7,2020-08-22,2020-11-24
p_5067,p_19765,dev_2231,2019-12-13,2019-10-21
p_5067,p_60722,dev_1824,2021-10-09,2021-10-29
p_5067,p_64670,dev_1717,2020-02-27,2020-11-11
p_5068,p_6794,dev_533,2021-07-01,2020-12-10
p_5068,p_24634,dev_1,2022-02-13,2020-10-15
p_5068,p_50424,dev_1190,2022-01-13,2020-01-06
p_5068,p_88688,dev_1529,2020-10-21,2019-06-30
p_5069,p_30018,dev_695,2020-02-06,2019-07-10
p_5069,p_66771,dev_35,2021-05-07,2021-02-23
p_5069,p_84922,dev_434,2019-09-08,2021-10-06
p_5069,p_90931,dev_660,2021-03-13,2020-11-08
p_5070,p_9456,dev_3,2022-01-15,2021-05-12
p_5070,p_15123,dev_86,2020-07-04,2021-01-17
p_5070,p_75408,dev_721,2021-12-21,2021-09-14
p_5070,p_86141,dev_1824,2021-08-13,2022-03-19
p_5070,p_91280,dev_2800,2021-11-10,2021-07-18
p_5071,p_12536,dev_748,2021-07-31,2019-11-03
p_5071,p_22499,dev_1,2022-03-25,2021-04-15
p_5071,p_43468,dev_2289,2021-02-14,2021-04-21
p_5071,p_59883,dev_9,2022-02-15,2021-04-20
p_5071,p_95706,dev_496,2020-06-06,2020-03-24
p_5072,p_13500,dev_561,2019-10-22,2020-08-11
p_5072,p_52928,dev_2791,2019-11-03,2020-03-24
p_5072,p_58646,dev_3,2020-07-08,2019-06-29
p_5072,p_59517,dev_611,2020-01-05,2021-04-12
p_5072,p_86721,dev_1067,2021-05-05,2019-07-22
p_5073,p_11074,dev_777,2019-12-27,2020-11-13
p_5073,p_26119,dev_1883,2021-07-14,2022-01-09
p_5073,p_34566,dev_7,2019-08-30,2021-05-03
p_5073,p_85325,dev_924,2021-11-14,2021-08-28
p_5073,p_97860,dev_1419,2020-01-09,2020-01-06
p_5074,p_7913,dev_404,2021-02-09,2020-03-24
p_5074,p_18708,dev_3,2022-03-31,2021-08-06
p_5074,p_26299,dev_1,2019-10-17,2022-02-28
p_5074,p_80088,dev_2576,2020-10-16,2021-08-20
p_5075,p_9967,dev_627,2020-09-21,2020-10-21
p_5075,p_41225,dev_844,2020-05-03,2022-02-03
p_5075,p_53114,dev_1,2021-09-01,2019-07-28
p_5075,p_91588,dev_919,2020-05-21,2019-08-26
p_5076,p_10767,dev_2857,2021-02-07,2020-05-26
p_5076,p_10910,dev_13,2020-11-06,2019-11-09
p_5076,p_18804,dev_2262,2021-05-18,2022-03-06
p_5076,p_29285,dev_647,2020-03-31,2022-04-10
p_5076,p_59236,dev_2898,2021-05-05,2021-04-25
p_5077,p_7592,dev_1114,2020-12-15,2021-06-23
p_5077,p_14044,dev_2980,2019-09-14,2022-04-17
p_5077,p_65856,dev_1520,2020-08-31,2020-01-02
p_5077,p_72352,dev_1705,2021-01-27,2022-05-18
p_5077,p_89415,dev_1686,2021-10-18,2021-10-21
p_5078,p_32643,dev_4,2019-08-08,2021-12-13
p_5078,p_41009,dev_818,2019-11-11,2020-07-30
p_5078,p_66493,dev_1618,2019-07-09,2021-02-04
p_5078,p_77564,dev_1684,2019-07-16,2020-03-23
p_5078,p_95126,dev_415,2022-05-13,2019-09-24
p_5079,p_9804,dev_1,2022-01-10,2020-10-23
p_5079,p_15175,dev_8,2020-08-30,2019-12-01
p_5079,p_17427,dev_1,2019-06-27,2021-02-02
p_5079,p_24214,dev_2933,2020-01-08,2021-07-26
p_5079,p_56110,dev_1,2022-05-15,2021-08-03
p_5080,p_10785,dev_1479,2019-07-17,2020-07-17
p_5080,p_22206,dev_1,2019-07-18,2019-06-12
p_5080,p_76885,dev_1247,2019-09-09,2021-04-06
p_5080,p_84469,dev_12,2021-09-05,2021-10-02
p_5080,p_85452,dev_34,2019-06-07,2019-09-30
p_5081,p_10933,dev_1,2022-04-22,2022-02-02
p_5081,p_20066,dev_2464,2021-10-09,2020-12-02
p_5081,p_30909,dev_2821,2019-06-09,2020-01-13
p_5081,p_54253,dev_530,2021-11-25,2020-12-14
p_5081,p_60175,dev_1,2019-09-23,2020-01-11
p_5082,p_6529,dev_1086,2020-11-01,2021-06-10
p_5082,p_15125,dev_1,2019-10-08,2019-10-15
p_5082,p_28350,dev_5,2019-09-05,2022-04-12
p_5082,p_42540,dev_74,2020-03-15,2020-01-21
p_5082,p_46965,dev_913,2020-05-05,2020-07-11
p_5083,p_9957,dev_720,2020-07-28,2021-06-28
p_5083,p_21265,dev_2070,2020-11-03,2020-07-22
p_5083,p_32611,dev_1636,2019-07-12,2021-03-17
p_5083,p_50309,dev_1693,2021-07-02,2021-04-28
p_5083,p_92325,dev_21,2021-07-22,2020-05-31
p_5084,p_18234,dev_1,2021-07-21,2019-08-01
p_5084,p_21932,dev_700,2022-01-10,2020-07-13
p_5084,p_28999,dev_1,2021-12-21,2021-10-28
p_5084,p_32866,dev_892,2020-06-30,2019-07-06
p_5084,p_78243,dev_356,2020-11-18,2019-11-25
p_5085,p_30911,dev_900,2020-04-13,2021-12-07
p_5085,p_39493,dev_237,2020-07-11,2021-09-25
p_5085,p_54384,dev_2533,2022-01-18,2022-04-14
p_5085,p_99085,dev_2612,2020-08-10,2019-12-17
