src_id,dst_id,d_id,src_device_start_time,dst_device_start_time
p_5002,p_22686,pn_968,2020-01-26,2020-12-07
p_5002,p_33322,pn_416,2021-03-27,2021-12-25
p_5002,p_50071,pn_1256,2019-05-13,2020-09-24
p_5002,p_68746,pn_3225,2020-10-01,2021-01-29
p_5003,p_13918,pn_8,2022-03-29,2020-06-19
p_5003,p_55815,pn_2395,2021-09-28,2021-12-04
p_5003,p_80953,pn_3975,2019-10-25,2020-02-12
p_5003,p_96259,pn_176,2020-10-15,2019-07-23
p_5004,p_13846,pn_2687,2022-04-03,2021-12-03
p_5004,p_25158,pn_2348,2021-12-25,2019-07-04
p_5004,p_73888,pn_16,2020-12-16,2021-08-09
p_5004,p_90426,pn_1,2021-10-10,2021-11-28
p_5004,p_95313,pn_100,2020-06-14,2022-01-21
p_5005,p_14194,pn_5723,2020-08-25,2020-12-02
p_5005,p_21118,pn_2189,2021-07-28,2021-03-31
p_5005,p_75050,pn_2624,2021-03-14,2020-09-15
p_5005,p_84649,pn_6,2022-03-08,2020-12-21
p_5005,p_98600,pn_4963,2021-12-10,2020-07-15
p_5006,p_7658,pn_9,2021-04-15,2020-04-01
p_5006,p_14069,pn_660,2020-02-05,2019-08-18
p_5006,p_22041,pn_2492,2021-05-28,2019-08-08
p_5006,p_54593,pn_1,2021-10-07,2020-07-31
p_5007,p_7589,pn_1853,2019-07-20,2019-08-22
p_5007,p_51921,pn_3753,2021-03-12,2019-07-10
p_5007,p_83562,pn_5879,2021-12-15,2021-05-04
p_5007,p_97996,pn_4708,2019-11-30,2021-09-01
p_5008,p_5388,pn_1753,2020-07-18,2019-10-05
p_5008,p_50502,pn_178,2019-06-08,2021-04-16
p_5008,p_62053,pn_2328,2022-05-07,2019-12-03
p_5008,p_70353,pn_1,2022-05-05,2021-07-09
p_5008,p_92549,pn_420,2020-04-06,2021-04-21
p_5009,p_17518,pn_1,2020-04-09,2022-05-06
p_5009,p_26855,pn_1,2021-04-08,2022-02-04
p_5009,p_33912,pn_4266,2021-04-01,2022-01-02
p_5009,p_99682,pn_53,2022-02-23,2020-03-09
p_5010,p_7188,pn_4735,2020-02-08,2021-10-25
p_5010,p_20341,pn_329,2020-10-02,2020-06-12
p_5010,p_37217,pn_311,2020-05-03,2022-05-03
p_5010,p_46933,pn_33,2020-07-13,2021-10-31
p_5010,p_54546,pn_280,2021-07-18,2021-03-14
p_5011,p_21622,pn_1652,2021-01-29,2020-07-23
p_5011,p_43103,pn_1,2019-11-09,2020-02-25
p_5011,p_46024,pn_574,2020-10-30,2019-08-18
p_5011,p_49842,pn_1156,2020-12-13,2021-11-30
p_5011,p_94367,pn_3217,2021-10-23,2020-09-09
p_5012,p_16066,pn_5191,2019-11-20,2022-02-26
p_5012,p_19669,pn_1684,2019-12-11,2019-09-25
p_5012,p_29070,pn_1416,2021-10-23,2021-02-17
p_5012,p_30201,pn_4841,2021-06-29,2021-03-30
p_5012,p_93830,pn_3605,2021-08-07,2020-12-30
p_5013,p_11840,pn_738,2019-08-26,2019-08-14
p_5013,p_14337,pn_4141,2019-09-23,2020-06-26
p_5013,p_26761,pn_5818,2019-11-01,2020-07-08
p_5013,p_27599,pn_2919,2020-03-11,2022-01-21
p_5013,p_31676,pn_1,2019-09-13,2021-11-19
p_5014,p_13093,pn_4321,2021-12-08,2022-03-11
p_5014,p_19619,pn_1,2021-09-01,2021-11-10
p_5014,p_37680,pn_419,2020-02-21,2020-06-28
p_5014,p_51547,pn_1544,2020-05-24,2022-01-02
p_5014,p_76219,pn_993,2021-12-21,2021-01-18
p_5015,p_10367,pn_314,2020-06-06,2021-11-06
p_5015,p_46969,pn_2965,2022-01-23,2020-02-18
p_5015,p_47651,pn_3608,2021-09-28,2020-04-27
p_5015,p_93849,pn_2275,2022-04-09,2021-11-05
p_5016,p_13315,pn_10,2021-03-12,2021-06-19
p_5016,p_29731,pn_3556,2021-10-04,2021-06-13
p_5016,p_37656,pn_4272,2020-02-10,2019-06-11
p_5016,p_47751,pn_5121,2020-05-29,2021-10-11
p_5016,p_72227,pn_204,2020-05-21,2020-06-17
p_5017,p_14799,pn_1,2020-06-07,2020-08-18
p_5017,p_22455,pn_383,2020-06-07,2021-02-09
p_5017,p_43729,pn_1,2020-05-21,2020-04-16
p_5017,p_63862,pn_1634,2021-06-10,2021-12-09
p_5018,p_7768,pn_1,2021-09-14,2020-03-31
p_5018,p_20698,pn_5441,2020-08-29,2019-05-28
p_5018,p_51419,pn_412,2019-06-19,2020-04-18
p_5018,p_75132,pn_90,2021-12-11,2022-04-14
p_5019,p_9080,pn_1938,2020-10-17,2020-07-28
p_5019,p_16160,pn_37,2019-07-03,2019-10-14
p_5019,p_37596,pn_1757,2020-04-30,2020-12-10
p_5019,p_39065,pn_1,2019-10-19,2021-04-11
p_5019,p_53157,pn_78,2021-09-29,2021-10-10
p_5020,p_8305,pn_1,2020-06-10,2019-11-21
p_5020,p_55557,pn_4556,2021-03-16,2020-03-21
p_5020,p_86552,pn_1641,2021-11-15,2022-04-06
p_5020,p_86893,pn_189,2019-08-07,2021-06-28
p_5021,p_14450,pn_624,2020-11-25,2021-09-17
p_5021,p_81018,pn_1153,2020-11-22,2021-07-29
p_5021,p_86698,pn_1529,2021-09-08,2020-12-20
p_5021,p_91039,pn_805,2020-01-12,2020-06-25
p_5021,p_95640,pn_46,2020-04-08,2020-08-12
p_5022,p_8574,pn_2513,2021-03-20,2021-03-06
p_5022,p_13829,pn_3757,2021-03-08,2019-09-12
p_5022,p_60854,pn_3988,2021-09-21,2021-02-18
p_5022,p_93964,pn_1,2019-07-19,2019-05-21
p_5023,p_11428,pn_3127,2020-04-14,2020-04-13
p_5023,p_24270,pn_2785,2020-07-21,2020-03-26
p_5023,p_35998,pn_3995,2022-04-12,2020-02-14
p_5023,p_81562,pn_2215,2022-01-19,2020-05-09
p_5023,p_85436,pn_5484,2020-01-27,2022-05-12
p_5024,p_7188,pn_5200,2019-12-30,2020-11-18
p_5024,p_7796,pn_162,2022-04-03,2019-09-13
p_5024,p_51003,pn_2748,2020-07-02,2020-06-13
p_5024,p_84945,pn_588,2020-10-30,2021-04-15
p_5024,p_99811,pn_3707,2020-11-02,2020-03-29
p_5025,p_9090,pn_2660,2021-01-29,2021-10-13
p_5025,p_9478,pn_4263,2020-08-08,2019-10-11
p_5025,p_28971,pn_420,2021-04-29,2022-03-08
p_5025,p_34377,pn_518,2021-12-29,2021-04-24
p_5026,p_45181,pn_158,2020-06-20,2020-05-07
p_5026,p_66817,pn_3058,2020-08-03,2020-03-20
p_5026,p_97044,pn_8,2020-10-29,2020-04-11
p_5027,p_7118,pn_338,2020-10-13,2019-08-07
p_5027,p_9951,pn_4839,2019-12-11,2022-04-01
p_5027,p_78955,pn_1373,2020-09-11,2021-05-20
p_5027,p_85869,pn_21,2021-09-05,2021-07-26
p_5028,p_21156,pn_63,2020-04-22,2022-01-15
p_5028,p_24960,pn_973,2019-12-29,2021-07-25
p_5028,p_99025,pn_640,2019-12-01,2019-09-11
p_5029,p_14495,pn_84,2019-12-23,2020-02-11
p_5029,p_17378,pn_4051,2021-11-10,2021-06-05
p_5029,p_60771,pn_1500,2020-09-10,2021-02-15
p_5030,p_30047,pn_4545,2021-06-02,2019-10-12
p_5030,p_47642,pn_2611,2021-09-13,2020-02-02
p_5030,p_55752,pn_1189,2021-03-30,2020-07-05
p_5030,p_59833,pn_1,2021-04-13,2021-05-31
p_5030,p_61427,pn_57,2019-06-26,2020-07-10
p_5031,p_36416,pn_3300,2019-10-07,2021-09-29
p_5031,p_83982,pn_1,2021-01-11,2019-11-28
p_5031,p_87187,pn_19,2020-09-26,2022-01-12
p_5031,p_95244,pn_2817,2019-08-14,2020-05-07
p_5032,p_48589,pn_1413,2019-08-21,2021-01-29
p_5032,p_56970,pn_500,2021-07-30,2021-02-20
p_5032,p_64886,pn_4748,2021-10-13,2021-06-19
p_5032,p_67167,pn_835,2020-02-14,2022-04-08
p_5032,p_96835,pn_473,2021-06-05,2019-07-27
p_5033,p_25598,pn_9,2019-12-29,2021-11-20
p_5033,p_37854,pn_447,2019-06-23,2019-12-11
p_5033,p_58054,pn_1,2019-11-15,2021-10-13
p_5033,p_79655,pn_1678,2020-03-05,2019-12-11
p_5033,p_80284,pn_2541,2021-05-27,2021-01-05
p_5034,p_15691,pn_551,2019-10-08,2020-04-23
p_5034,p_23081,pn_56,2020-04-22,2020-06-01
p_5034,p_45196,pn_1,2021-02-01,2021-06-12
p_5035,p_51224,pn_1051,2019-11-24,2020-09-18
p_5035,p_64264,pn_1,2021-09-04,2021-04-27
p_5035,p_90461,pn_81,2021-10-20,2020-09-26
p_5036,p_5790,pn_230,2020-04-25,2020-01-01
p_5036,p_39276,pn_7,2020-08-15,2022-02-28
p_5036,p_46045,pn_5204,2020-06-08,2019-10-27
p_5036,p_80120,pn_1,2019-11-05,2020-06-25
p_5036,p_97947,pn_1,2021-04-28,2020-10-23
p_5037,p_6031,pn_9,2021-10-25,2019-11-30
p_5037,p_30932,pn_3651,2021-03-17,2020-02-12
p_5037,p_33576,pn_51,2021-02-13,2022-05-09
p_5037,p_79943,pn_6,2020-11-06,2019-06-18
p_5038,p_6681,pn_1,2020-07-04,2019-07-05
p_5038,p_12163,pn_72,2021-02-18,2020-04-06
p_5038,p_29901,pn_1330,2021-12-09,2021-09-17
p_5038,p_89332,pn_3376,2022-01-26,2021-02-28
p_5038,p_91644,pn_2456,2019-07-15,2021-08-06
p_5039,p_9389,pn_4176,2019-08-19,2020-07-22
p_5039,p_10154,pn_10,2019-05-19,2019-08-02
p_5039,p_12570,pn_4806,2020-12-15,2020-04-25
p_5039,p_45872,pn_963,2020-01-06,2019-11-18
p_5039,p_82564,pn_1,2022-02-26,2021-03-02
p_5040,p_11489,pn_1,2021-07-29,2020-08-15
p_5040,p_16641,pn_5944,2019-06-21,2021-07-13
p_5040,p_24489,pn_8,2021-08-07,2019-10-22
p_5040,p_82370,pn_3298,2021-04-04,2019-10-12
p_5040,p_90992,pn_4456,2021-04-06,2020-09-05
p_5041,p_14674,pn_1,2020-07-15,2021-02-01
p_5041,p_29946,pn_437,2019-07-17,2021-04-05
p_5041,p_64766,pn_1976,2022-02-02,2021-04-11
p_5041,p_70332,pn_968,2022-01-24,2022-04-22
p_5041,p_94772,pn_4227,2021-09-03,2021-03-07
p_5042,p_14409,pn_38,2021-12-14,2019-12-30
p_5042,p_20372,pn_3923,2020-11-06,2021-10-25
p_5042,p_26653,pn_44,2020-12-12,2019-06-20
p_5042,p_27558,pn_84,2020-10-08,2021-04-29
p_5042,p_41894,pn_487,2022-04-20,2020-03-31
p_5043,p_5604,pn_56,2020-09-15,2019-11-26
p_5043,p_11540,pn_5324,2019-12-02,2020-11-22
p_5043,p_23133,pn_1811,2021-07-11,2021-07-14
p_5043,p_56880,pn_4711,2019-06-27,2019-09-18
p_5043,p_92777,pn_1491,2021-01-22,2022-02-19
p_5044,p_18589,pn_971,2021-11-18,2020-09-03
p_5044,p_32703,pn_3736,2021-09-04,2019-12-01
p_5044,p_74369,pn_5066,2021-04-16,2021-03-19
p_5044,p_74697,pn_3327,2020-01-23,2020-07-11
p_5044,p_90242,pn_62,2019-06-09,2021-08-30
p_5045,p_13826,pn_486,2020-11-10,2020-04-01
p_5045,p_32751,pn_226,2019-05-18,2021-06-04
p_5045,p_54761,pn_4810,2019-05-16,2020-11-25
p_5045,p_58774,pn_20,2021-08-28,2019-12-18
p_5045,p_64743,pn_1,2022-05-07,2022-01-01
p_5046,p_5317,pn_4,2022-04-20,2021-01-12
p_5046,p_9618,pn_431,2020-05-14,2019-10-13
p_5046,p_10276,pn_1,2020-05-18,2020-09-01
p_5046,p_68125,pn_2671,2022-03-25,2020-01-01
p_5046,p_82904,pn_5700,2020-06-16,2021-12-22
p_5047,p_7975,pn_82,2019-05-24,2021-04-03
p_5047,p_8402,pn_1,2020-07-02,2019-06-28
p_5047,p_18491,pn_703,2021-10-20,2020-06-13
p_5047,p_66533,pn_400,2021-01-15,2019-12-22
p_5047,p_69487,pn_1,2019-11-07,2021-08-27
p_5048,p_15991,pn_5971,2022-04-10,2021-05-30
p_5048,p_39980,pn_1,2020-05-13,2022-04-21
p_5048,p_62171,pn_3167,2020-06-08,2021-01-26
p_5048,p_78325,pn_3042,2021-01-30,2020-12-19
p_5048,p_79360,pn_3272,2020-01-26,2021-01-28
p_5049,p_11358,pn_2940,2020-11-19,2019-10-30
p_5049,p_12027,pn_389,2022-04-24,2019-06-09
p_5049,p_54427,pn_4082,2021-03-12,2020-07-22
p_5049,p_87877,pn_4132,2021-01-26,2020-10-10
p_5049,p_88849,pn_456,2020-10-04,2019-10-01
p_5050,p_31000,pn_4086,2020-12-28,2021-10-26
p_5050,p_55353,pn_1,2021-02-26,2020-12-23
p_5050,p_63678,pn_5251,2020-12-20,2020-07-28
p_5050,p_67509,pn_79,2019-10-14,2020-03-28
p_5050,p_70298,pn_4391,2019-05-18,2020-11-04
p_5051,p_19153,pn_4661,2020-10-19,2021-03-29
p_5051,p_34752,pn_1,2019-12-28,2020-05-03
p_5051,p_46423,pn_26,2022-04-13,2020-06-03
p_5051,p_71778,pn_1635,2021-03-24,2019-12-06
p_5052,p_10646,pn_5645,2020-02-07,2020-08-27
p_5052,p_54090,pn_3542,2019-05-27,2021-08-14
p_5052,p_84136,pn_71,2019-07-31,2020-10-15
p_5052,p_89479,pn_81,2021-07-06,2021-05-01
p_5053,p_13188,pn_3493,2020-05-17,2021-07-02
p_5053,p_16708,pn_3672,2021-04-17,2021-11-12
p_5053,p_63746,pn_14,2021-08-19,2021-01-11
p_5053,p_99005,pn_6,2019-07-31,2020-05-19
p_5054,p_35784,pn_1335,2019-05-26,2020-09-22
p_5054,p_50167,pn_1,2019-12-14,2021-07-04
p_5054,p_89716,pn_4353,2020-09-05,2021-07-26
p_5054,p_96172,pn_3512,2021-06-15,2021-04-28
p_5054,p_99111,pn_1750,2020-02-28,2019-08-14
p_5055,p_5389,pn_3284,2021-06-28,2020-07-29
p_5055,p_28605,pn_1582,2019-07-30,2020-05-07
p_5055,p_29459,pn_3243,2021-12-23,2021-08-08
p_5055,p_44787,pn_2462,2019-07-23,2019-11-03
p_5055,p_82700,pn_1293,2020-02-22,2021-09-21
p_5056,p_11920,pn_552,2021-11-07,2019-08-14
p_5056,p_74982,pn_222,2020-07-04,2019-06-03
p_5056,p_75485,pn_5619,2020-12-23,2021-05-15
p_5056,p_77624,pn_1,2020-10-22,2021-12-09
p_5057,p_6335,pn_1452,2019-08-12,2019-11-24
p_5057,p_14160,pn_4528,2019-06-03,2020-06-25
p_5057,p_29352,pn_4874,2022-04-12,2021-08-27
p_5057,p_94141,pn_4271,2021-11-04,2020-01-24
p_5057,p_97350,pn_4518,2019-05-29,2021-12-23
p_5058,p_12010,pn_4633,2021-10-28,2022-01-21
p_5058,p_41587,pn_1,2020-08-08,2021-04-15
p_5058,p_52834,pn_992,2021-05-14,2020-07-22
p_5058,p_88717,pn_44,2021-06-27,2020-08-12
p_5058,p_94044,pn_3861,2021-12-07,2020-10-16
p_5059,p_45572,pn_4387,2022-04-23,2022-04-09
p_5059,p_51457,pn_118,2019-07-28,2022-05-10
p_5059,p_54762,pn_7,2020-05-07,2020-02-22
p_5059,p_87045,pn_1,2020-11-03,2019-12-22
p_5059,p_96782,pn_5718,2019-06-21,2020-12-23
p_5060,p_8898,pn_1096,2020-10-27,2021-07-26
p_5060,p_10710,pn_64,2021-02-05,2019-06-02
p_5060,p_71466,pn_4354,2020-06-21,2020-10-25
p_5060,p_84519,pn_10,2020-03-06,2021-01-27
p_5060,p_92773,pn_2054,2021-06-04,2020-08-09
p_5061,p_30603,pn_2429,2019-09-22,2021-05-24
p_5061,p_76348,pn_4672,2020-11-07,2021-01-03
p_5061,p_84601,pn_16,2020-11-10,2019-05-16
p_5061,p_95575,pn_868,2022-03-17,2021-09-04
p_5062,p_6024,pn_78,2020-11-03,2021-06-13
p_5062,p_21914,pn_1353,2021-02-03,2021-03-15
p_5062,p_52453,pn_3750,2020-03-25,2022-01-17
p_5062,p_65532,pn_291,2021-07-28,2020-02-07
p_5063,p_7729,pn_2800,2020-09-07,2020-05-06
p_5063,p_18486,pn_4100,2022-01-23,2021-04-14
p_5063,p_40732,pn_2212,2021-06-15,2020-10-01
p_5063,p_75091,pn_2353,2021-07-13,2020-04-17
p_5063,p_85048,pn_10,2019-08-01,2020-11-23
p_5064,p_6806,pn_1,2020-08-07,2021-12-08
p_5064,p_11660,pn_677,2021-10-06,2020-05-20
p_5064,p_29638,pn_52,2020-12-21,2019-10-07
p_5064,p_48042,pn_7,2021-05-28,2020-06-30
p_5065,p_7248,pn_1,2019-12-09,2020-08-25
p_5065,p_11687,pn_867,2022-04-02,2022-04-20
p_5065,p_13889,pn_4006,2021-06-30,2020-03-19
p_5065,p_20716,pn_1,2019-11-11,2020-03-21
p_5065,p_56812,pn_8,2022-01-10,2021-12-18
p_5066,p_10989,pn_1,2021-10-19,2019-11-01
p_5066,p_14459,pn_2402,2020-04-12,2020-07-23
p_5066,p_21788,pn_4219,2020-03-26,2020-01-21
p_5066,p_28362,pn_2053,2019-12-08,2021-01-20
p_5066,p_54708,pn_750,2021-08-01,2021-08-01
p_5067,p_8110,pn_240,2019-11-16,2020-10-19
p_5067,p_14804,pn_3,2019-10-26,2021-07-20
p_5067,p_19765,pn_914,2022-02-25,2021-06-11
p_5067,p_60722,pn_3524,2021-08-23,2021-06-24
p_5067,p_64670,pn_5205,2021-02-16,2020-08-09
p_5068,p_6794,pn_1,2021-09-08,2021-10-30
p_5068,p_24634,pn_4163,2020-05-31,2019-10-26
p_5068,p_50424,pn_47,2020-09-05,2022-01-18
p_5068,p_88688,pn_19,2021-11-25,2020-08-08
p_5069,p_30018,pn_7,2020-01-26,2020-08-26
p_5069,p_66771,pn_2699,2020-01-01,2020-01-07
p_5069,p_84922,pn_143,2022-01-27,2021-03-24
p_5069,p_90931,pn_898,2019-06-02,2022-03-26
p_5070,p_9456,pn_3714,2019-05-20,2020-02-16
p_5070,p_15123,pn_1,2020-01-29,2020-03-26
p_5070,p_75408,pn_1373,2021-09-20,2020-09-20
p_5070,p_86141,pn_4352,2022-02-22,2020-01-30
p_5070,p_91280,pn_728,2019-08-07,2020-05-02
p_5071,p_12536,pn_2932,2020-06-18,2021-05-26
p_5071,p_22499,pn_2921,2022-01-05,2022-02-10
p_5071,p_43468,pn_4412,2020-11-19,2022-01-13
p_5071,p_59883,pn_4411,2021-11-05,2020-07-17
p_5071,p_95706,pn_625,2019-12-18,2021-11-06
p_5072,p_13500,pn_5905,2019-11-03,2019-11-07
p_5072,p_52928,pn_10,2020-12-05,2022-05-10
p_5072,p_58646,pn_2370,2022-03-12,2021-11-19
p_5072,p_59517,pn_640,2020-03-14,2021-05-11
p_5072,p_86721,pn_2944,2020-01-05,2020-02-23
p_5073,p_11074,pn_3336,2019-12-17,2020-03-23
p_5073,p_26119,pn_1983,2021-03-16,2021-03-07
p_5073,p_34566,pn_3725,2021-03-09,2021-05-29
p_5073,p_85325,pn_2923,2021-04-23,2021-02-08
p_5073,p_97860,pn_4528,2020-11-24,2020-10-20
p_5074,p_7913,pn_2935,2020-10-17,2020-03-02
p_5074,p_18708,pn_4915,2022-02-24,2019-12-10
p_5074,p_26299,pn_2,2022-03-27,2021-12-30
p_5074,p_80088,pn_3180,2021-04-10,2020-10-13
p_5075,p_9967,pn_5336,2021-08-15,2021-07-14
p_5075,p_41225,pn_492,2020-10-17,2019-12-15
p_5075,p_53114,pn_3627,2021-06-21,2021-09-04
p_5075,p_91588,pn_694,2019-05-23,2019-10-16
p_5076,p_10767,pn_2814,2020-06-04,2019-08-05
p_5076,p_10910,pn_5397,2021-06-11,2022-01-30
p_5076,p_18804,pn_61,2021-12-29,2019-05-28
p_5076,p_29285,pn_1,2019-10-17,2020-10-14
p_5076,p_59236,pn_2103,2021-05-30,2019-10-09
p_5077,p_7592,pn_6,2021-11-18,2020-12-24
p_5077,p_14044,pn_1,2021-02-10,2022-02-15
p_5077,p_65856,pn_2585,2021-12-13,2020-09-08
p_5077,p_72352,pn_40,2021-01-29,2020-11-30
p_5077,p_89415,pn_88,2020-10-19,2020-04-10
p_5078,p_32643,pn_5692,2021-12-20,2021-12-17
p_5078,p_41009,pn_97,2020-01-14,2021-08-30
p_5078,p_66493,pn_1,2020-12-21,2022-01-22
p_5078,p_77564,pn_3345,2021-07-27,2021-02-01
p_5078,p_95126,pn_1635,2021-02-24,2020-04-19
p_5079,p_9804,pn_2390,2021-10-11,2019-06-03
p_5079,p_15175,pn_4219,2019-11-24,2020-06-08
p_5079,p_17427,pn_1449,2021-04-06,2022-03-18
p_5079,p_24214,pn_3857,2020-12-17,2020-05-24
p_5079,p_56110,pn_5285,2022-02-27,2020-01-09
p_5080,p_10785,pn_611,2019-07-19,2019-06-04
p_5080,p_22206,pn_1,2020-06-04,2021-02-03
p_5080,p_76885,pn_154,2020-02-15,2022-03-26
p_5080,p_84469,pn_3795,2022-01-18,2019-09-28
p_5080,p_85452,pn_3,2020-06-04,2019-10-28
p_5081,p_10933,pn_8,2021-01-05,2021-02-17
p_5081,p_20066,pn_819,2019-09-15,2020-12-19
p_5081,p_30909,pn_1210,2022-04-20,2021-05-17
p_5081,p_54253,pn_44,2022-01-17,2020-06-02
p_5081,p_60175,pn_5372,2020-04-06,2021-04-07
p_5082,p_6529,pn_1,2021-02-09,2019-11-23
p_5082,p_15125,pn_1878,2021-05-01,2021-02-24
p_5082,p_28350,pn_9,2020-09-26,2020-09-03
p_5082,p_42540,pn_5,2022-02-06,2021-04-08
p_5082,p_46965,pn_8,2020-09-17,2021-01-17
p_5083,p_9957,pn_61,2022-05-11,2021-10-19
p_5083,p_21265,pn_3967,2021-05-28,2022-03-09
p_5083,p_32611,pn_936,2020-01-14,2019-11-23
p_5083,p_50309,pn_62,2022-01-12,2021-07-23
p_5083,p_92325,pn_4738,2021-05-02,2020-07-18
p_5084,p_18234,pn_1,2019-07-26,2020-03-19
p_5084,p_21932,pn_10,2020-09-24,2021-06-30
p_5084,p_28999,pn_1168,2020-11-20,2019-10-29
p_5084,p_32866,pn_4275,2020-06-14,2022-05-05
p_5084,p_78243,pn_5135,2019-08-26,2021-11-01
p_5085,p_30911,pn_4658,2020-03-01,2022-01-13
p_5085,p_39493,pn_5,2020-01-18,2020-12-26
