person_id,contact_id,level
p_47397,p_79548,29
p_47398,p_95942,11
p_47399,p_50077,57
p_47402,p_73589,39
p_47404,p_69476,16
p_47405,p_76890,6
p_47406,p_47527,0
p_47406,p_62634,48
p_47407,p_50215,98
p_47408,p_90229,10
p_47408,p_95615,87
p_47409,p_71839,33
p_47409,p_99158,37
p_47410,p_78939,63
p_47410,p_80221,22
p_47411,p_83173,89
p_47411,p_83977,93
p_47412,p_50957,7
p_47413,p_50944,86
p_47413,p_99248,27
p_47415,p_94875,30
p_47418,p_48020,36
p_47419,p_51770,61
p_47420,p_70739,0
p_47422,p_50658,2
p_47422,p_98522,94
p_47423,p_86832,0
p_47424,p_57744,98
p_47425,p_88823,3
p_47425,p_94445,64
p_47426,p_84851,22
p_47427,p_77255,50
p_47427,p_80812,20
p_47428,p_62971,68
p_47429,p_63473,78
p_47430,p_77391,46
p_47432,p_86589,79
p_47433,p_99182,18
p_47436,p_75866,9
p_47436,p_95249,55
p_47438,p_96128,26
p_47439,p_69690,0
p_47439,p_89388,2
p_47441,p_80932,85
p_47442,p_67552,66
p_47443,p_87256,4
p_47443,p_89963,86
p_47444,p_77556,49
p_47445,p_48287,5
p_47445,p_60739,86
p_47447,p_52974,25
p_47447,p_93351,5
p_47449,p_50591,36
p_47449,p_54727,7
p_47450,p_99576,96
p_47451,p_61697,2
p_47451,p_66143,0
p_47453,p_84843,69
p_47455,p_64719,93
p_47456,p_97008,73
p_47458,p_69492,94
p_47459,p_54877,20
p_47460,p_71629,35
p_47461,p_81427,0
p_47462,p_75018,90
p_47463,p_78524,4
p_47466,p_81750,67
p_47466,p_90433,61
p_47467,p_50236,91
p_47467,p_88404,0
p_47468,p_75116,16
p_47469,p_64602,12
p_47470,p_64995,95
p_47470,p_65088,2
p_47474,p_92143,72
p_47475,p_80744,92
p_47477,p_81328,0
p_47479,p_96956,2
p_47480,p_81603,57
p_47480,p_93558,58
p_47481,p_76492,23
p_47484,p_82835,94
p_47487,p_62553,90
p_47488,p_54402,30
p_47489,p_49591,18
p_47491,p_49828,34
p_47492,p_55208,0
p_47493,p_55832,0
p_47494,p_53649,57
p_47495,p_75675,89
p_47496,p_64485,78
p_47497,p_82495,91
p_47498,p_54417,0
p_47498,p_73439,95
p_47500,p_65547,95
p_47501,p_55203,38
p_47504,p_64971,12
p_47504,p_95060,0
p_47505,p_88998,3
p_47509,p_51889,22
p_47509,p_57475,86
p_47511,p_85572,4
p_47512,p_72799,79
p_47513,p_82947,85
p_47514,p_50545,86
p_47515,p_66054,30
p_47516,p_53040,47
p_47516,p_87349,17
p_47517,p_74752,81
p_47520,p_59243,39
p_47521,p_56331,55
p_47522,p_48210,22
p_47524,p_83443,93
p_47525,p_73278,6
p_47526,p_49347,34
p_47528,p_79297,33
p_47530,p_83077,0
p_47533,p_64322,22
p_47534,p_72894,44
p_47535,p_64265,61
p_47535,p_82395,21
p_47537,p_93167,84
p_47538,p_63450,92
p_47539,p_61876,75
p_47540,p_60336,7
p_47541,p_86876,86
p_47541,p_94836,27
p_47543,p_77182,57
p_47545,p_85428,0
p_47548,p_65251,0
p_47549,p_82216,36
p_47549,p_98437,18
p_47550,p_57718,13
p_47552,p_49609,8
p_47553,p_70757,39
p_47555,p_87133,77
p_47556,p_75090,2
p_47557,p_70933,0
p_47560,p_57656,74
p_47561,p_72365,40
p_47561,p_92364,0
p_47562,p_74078,46
p_47563,p_77026,42
p_47564,p_68431,30
p_47565,p_52785,1
p_47565,p_75474,9
p_47566,p_61158,7
p_47566,p_70324,79
p_47567,p_78325,23
p_47569,p_58582,60
p_47570,p_50907,37
p_47570,p_57912,58
p_47571,p_65253,4
p_47574,p_54226,44
p_47574,p_58293,8
p_47576,p_98537,46
p_47577,p_84658,89
p_47579,p_48640,0
p_47579,p_59586,58
p_47580,p_93145,23
p_47581,p_53273,77
p_47584,p_80908,10
p_47586,p_93234,1
p_47587,p_79759,88
p_47589,p_62504,0
p_47589,p_85260,44
p_47590,p_99292,30
p_47591,p_64622,60
p_47592,p_72318,0
p_47593,p_54964,0
p_47596,p_83190,35
p_47596,p_94598,76
p_47597,p_59465,84
p_47598,p_65454,6
p_47598,p_77563,21
p_47599,p_89167,17
p_47600,p_54494,1
p_47600,p_95941,20
p_47604,p_71802,0
p_47606,p_75004,41
p_47606,p_75170,40
p_47608,p_96262,68
p_47610,p_95181,5
p_47612,p_86018,96
p_47613,p_93225,24
p_47615,p_81665,84
p_47621,p_80424,0
p_47621,p_88920,44
p_47623,p_56811,12
p_47626,p_51033,90
p_47627,p_64507,36
p_47628,p_61101,73
p_47630,p_62723,0
p_47630,p_94638,0
p_47631,p_89642,83
p_47633,p_92077,25
p_47634,p_65124,42
p_47635,p_85138,50
p_47636,p_96881,3
p_47637,p_62334,48
p_47642,p_96720,25
p_47643,p_63864,71
p_47644,p_81827,12
p_47645,p_75776,0
p_47648,p_60707,66
p_47648,p_95957,43
p_47649,p_78141,35
p_47650,p_84971,30
p_47651,p_53233,98
p_47651,p_54898,21
p_47652,p_52576,59
p_47653,p_99131,19
p_47654,p_47841,52
p_47656,p_57464,0
p_47656,p_63205,93
p_47657,p_71250,8
p_47658,p_73002,9
p_47659,p_52624,33
p_47659,p_84159,74
p_47662,p_52278,4
p_47663,p_93467,14
p_47664,p_49022,86
p_47667,p_48437,84
p_47668,p_52658,30
p_47668,p_88623,18
p_47669,p_52644,0
p_47670,p_74659,51
p_47672,p_56262,12
p_47676,p_51803,2
p_47679,p_72865,50
p_47680,p_98139,41
p_47683,p_84156,79
p_47684,p_52578,18
p_47684,p_57659,2
p_47687,p_56846,0
p_47690,p_53179,14
p_47692,p_53765,40
p_47692,p_65774,97
p_47695,p_58715,0
p_47695,p_87812,16
p_47697,p_81291,74
p_47698,p_53408,92
p_47700,p_65697,92
p_47702,p_90948,0
p_47703,p_53810,19
p_47703,p_93149,17
p_47704,p_73520,48
p_47705,p_62291,70
p_47707,p_55263,6
p_47707,p_57508,0
p_47708,p_74749,74
p_47709,p_74283,64
p_47709,p_94167,0
p_47710,p_87858,70
p_47712,p_72365,12
p_47716,p_66363,97
p_47717,p_48373,7
p_47717,p_93446,33
p_47719,p_53115,4
p_47719,p_97890,57
p_47720,p_70009,3
p_47720,p_82055,90
p_47721,p_71377,0
p_47721,p_75543,8
p_47722,p_60509,68
p_47722,p_92057,67
p_47723,p_98465,2
p_47724,p_52340,84
p_47724,p_55276,66
p_47725,p_51240,44
p_47726,p_91698,9
p_47727,p_85553,83
p_47728,p_69358,11
p_47729,p_97035,0
p_47729,p_98493,17
p_47730,p_70016,13
p_47731,p_54423,23
p_47731,p_76270,8
p_47733,p_88415,57
p_47734,p_52221,29
p_47735,p_60959,50
p_47735,p_80019,84
p_47736,p_76341,47
p_47737,p_81923,8
p_47740,p_83413,49
p_47740,p_91592,75
p_47742,p_68221,18
p_47742,p_98026,89
p_47743,p_52534,44
p_47743,p_97137,0
p_47744,p_82353,0
p_47744,p_98943,24
p_47746,p_89626,8
p_47748,p_92558,15
p_47750,p_54401,30
p_47750,p_73669,9
p_47751,p_64368,22
p_47751,p_76408,85
p_47753,p_82091,18
p_47756,p_77033,41
p_47757,p_86731,30
p_47758,p_74622,48
p_47758,p_96964,85
p_47759,p_78583,96
p_47760,p_58504,0
p_47761,p_88919,93
p_47763,p_62725,0
p_47763,p_91928,40
p_47764,p_90464,87
p_47767,p_60029,59
p_47768,p_51219,66
p_47770,p_92738,5
p_47771,p_61449,77
p_47774,p_64778,4
p_47775,p_98150,0
p_47778,p_89054,77
p_47779,p_52590,11
p_47779,p_89269,9
p_47780,p_93084,83
p_47780,p_93614,2
p_47784,p_62551,0
p_47785,p_54818,52
p_47788,p_95049,78
p_47788,p_95149,27
p_47791,p_62353,29
p_47792,p_70485,0
p_47793,p_92989,1
p_47797,p_92934,9
p_47799,p_89074,76
p_47800,p_92089,83
p_47801,p_95197,97
p_47801,p_99840,76
p_47802,p_61325,12
p_47803,p_64828,9
p_47804,p_77614,7
p_47804,p_79734,98
p_47806,p_94952,6
p_47806,p_98287,13
p_47807,p_76168,98
p_47808,p_57379,92
p_47809,p_68208,55
p_47810,p_65430,54
p_47810,p_78327,9
p_47811,p_96575,46
p_47813,p_69086,71
p_47814,p_65668,72
p_47816,p_63959,38
p_47817,p_99995,0
p_47818,p_67935,52
p_47819,p_70456,0
p_47820,p_77526,26
p_47820,p_80249,65
p_47821,p_80690,0
p_47823,p_85463,30
p_47824,p_90122,99
p_47825,p_67843,33
p_47826,p_82481,68
p_47828,p_74007,48
p_47831,p_47973,62
p_47832,p_56504,2
p_47832,p_62524,0
p_47833,p_86270,48
p_47834,p_56064,76
p_47836,p_72150,20
p_47839,p_88343,64
p_47840,p_57598,41
p_47841,p_93262,72
p_47842,p_97753,48
p_47843,p_80615,90
p_47844,p_48505,57
p_47844,p_56164,78
p_47845,p_60412,0
p_47848,p_63531,6
p_47849,p_88740,73
p_47850,p_55488,36
p_47851,p_61354,27
p_47852,p_58718,29
p_47854,p_58238,61
p_47855,p_70345,80
p_47856,p_92662,70
p_47857,p_51902,81
p_47858,p_68852,61
p_47859,p_68808,73
p_47859,p_80518,48
p_47862,p_89658,46
p_47863,p_92130,48
p_47863,p_99227,39
p_47864,p_54496,53
p_47867,p_80863,18
p_47867,p_91078,3
p_47868,p_59651,46
p_47869,p_49311,16
p_47873,p_79068,10
p_47874,p_72412,41
p_47875,p_94878,0
p_47876,p_95334,66
p_47877,p_55540,42
p_47878,p_82097,0
p_47878,p_95713,12
p_47880,p_96575,85
p_47881,p_80411,9
p_47882,p_69560,38
p_47883,p_68352,55
p_47887,p_83990,26
p_47887,p_92126,9
p_47888,p_88925,67
p_47888,p_97062,18
p_47889,p_70612,34
p_47890,p_50056,0
p_47890,p_97586,76
p_47893,p_85275,3
p_47895,p_60827,87
p_47896,p_60209,0
p_47897,p_52134,7
p_47900,p_82642,23
p_47901,p_72771,6
p_47903,p_53916,1
p_47905,p_84815,2
p_47906,p_98435,43
p_47907,p_90338,84
p_47909,p_96452,40
p_47910,p_75496,50
p_47911,p_55608,0
p_47912,p_50761,85
p_47916,p_94357,89
p_47917,p_54768,57
p_47917,p_67196,1
p_47918,p_83491,0
p_47919,p_55127,39
