src_id,dst_id,corp_id,pn_id,src_work_for_start_time
p_35387,p_38381,co_7756,pn_4007,2021-12-03
p_35387,p_73864,co_827,pn_5327,2019-08-25
p_35390,p_58684,co_1,pn_38,2020-01-30
p_35391,p_82531,co_5091,pn_1,2020-11-14
p_35392,p_64470,co_1,pn_324,2022-01-25
p_35394,p_95259,co_1,pn_2632,2020-08-13
p_35395,p_55386,co_319,pn_805,2019-09-18
p_35397,p_77537,co_8286,pn_4096,2021-04-28
p_35398,p_52362,co_684,pn_2685,2019-10-03
p_35398,p_93361,co_2094,pn_58,2020-12-06
p_35401,p_64708,co_3090,pn_3245,2020-09-03
p_35402,p_87515,co_3941,pn_1,2020-09-22
p_35403,p_58719,co_86,pn_20,2021-08-13
p_35405,p_91485,co_6406,pn_1,2020-05-06
p_35407,p_92404,co_6223,pn_1094,2020-05-16
p_35409,p_74435,co_984,pn_1,2020-11-29
p_35409,p_92422,co_396,pn_2648,2021-11-16
p_35410,p_46225,co_6081,pn_4582,2021-03-20
p_35411,p_77564,co_68,pn_1,2021-08-25
p_35412,p_71988,co_1,pn_92,2020-08-04
p_35413,p_70881,co_882,pn_5059,2021-09-18
p_35414,p_92009,co_1,pn_1,2021-07-21
p_35415,p_46156,co_7,pn_2918,2021-06-05
p_35416,p_53156,co_1,pn_4812,2021-12-30
p_35417,p_81842,co_33,pn_639,2020-12-13
p_35418,p_77977,co_4199,pn_1505,2021-03-15
p_35419,p_93763,co_4155,pn_5302,2021-03-05
p_35420,p_36336,co_6793,pn_3558,2020-04-02
p_35421,p_80793,co_1,pn_2510,2019-12-31
p_35422,p_55337,co_9211,pn_4418,2022-03-31
p_35422,p_67494,co_4,pn_587,2020-11-24
p_35425,p_72114,co_1477,pn_609,2019-06-06
p_35425,p_94993,co_9248,pn_1,2021-03-09
p_35426,p_50334,co_6309,pn_164,2021-05-10
p_35426,p_96415,co_4835,pn_1,2019-06-05
p_35428,p_89476,co_6631,pn_4793,2020-05-07
p_35429,p_95122,co_2,pn_2896,2022-05-09
p_35430,p_57753,co_2767,pn_9,2021-11-20
p_35431,p_56335,co_5185,pn_1115,2021-04-07
p_35432,p_48792,co_997,pn_1934,2019-07-22
p_35433,p_89779,co_1,pn_3,2020-01-27
p_35435,p_55172,co_7234,pn_1,2021-03-17
p_35436,p_60575,co_719,pn_3,2022-02-22
p_35437,p_90911,co_2205,pn_2069,2020-01-09
p_35438,p_77149,co_67,pn_2293,2020-05-14
p_35439,p_88591,co_1,pn_552,2022-03-24
p_35440,p_40964,co_96,pn_10,2021-08-14
p_35441,p_70549,co_5015,pn_5,2021-11-12
p_35443,p_78145,co_4931,pn_933,2020-06-21
p_35444,p_55334,co_3510,pn_58,2021-05-21
p_35444,p_93139,co_14,pn_1,2020-09-16
p_35445,p_61155,co_579,pn_3994,2021-04-24
p_35445,p_96918,co_7233,pn_5464,2020-07-24
p_35447,p_48164,co_6224,pn_2609,2021-01-24
p_35448,p_85884,co_7312,pn_3161,2022-01-04
p_35450,p_40099,co_713,pn_71,2020-04-08
p_35451,p_43098,co_3271,pn_3802,2020-11-19
p_35451,p_60671,co_5442,pn_3918,2022-05-06
p_35452,p_80928,co_6184,pn_3128,2020-04-19
p_35452,p_97303,co_9188,pn_1,2019-10-30
p_35453,p_86701,co_986,pn_100,2020-07-29
p_35454,p_44601,co_665,pn_4707,2019-11-20
p_35455,p_56489,co_5853,pn_2867,2021-10-04
p_35456,p_88960,co_1,pn_661,2019-12-12
p_35460,p_46699,co_98,pn_1,2022-01-02
p_35460,p_92833,co_3035,pn_978,2021-09-29
p_35461,p_64943,co_75,pn_2026,2021-11-05
p_35464,p_38324,co_23,pn_5090,2022-01-21
p_35464,p_75377,co_1,pn_4327,2021-01-15
p_35465,p_35899,co_8448,pn_56,2021-05-24
p_35465,p_81155,co_2,pn_3184,2021-12-15
p_35466,p_54786,co_1,pn_3015,2021-03-26
p_35467,p_67566,co_367,pn_192,2019-11-27
p_35468,p_41796,co_92,pn_593,2020-05-02
p_35469,p_85685,co_1256,pn_1,2021-02-13
p_35470,p_73236,co_74,pn_5850,2020-04-04
p_35470,p_78210,co_9,pn_1,2020-02-22
p_35474,p_77205,co_4961,pn_5354,2021-05-15
p_35475,p_66464,co_3075,pn_3,2019-11-12
p_35476,p_68140,co_8147,pn_21,2022-04-10
p_35477,p_75962,co_1652,pn_1919,2021-09-14
p_35479,p_38436,co_4,pn_6,2020-08-11
p_35482,p_72118,co_77,pn_42,2020-10-31
p_35483,p_91215,co_3,pn_280,2022-04-03
p_35484,p_48170,co_4894,pn_882,2019-09-14
p_35484,p_51558,co_73,pn_19,2022-01-14
p_35485,p_40616,co_8179,pn_963,2020-06-16
p_35486,p_74141,co_5565,pn_1,2021-09-25
p_35489,p_49595,co_4400,pn_1920,2020-06-20
p_35489,p_57020,co_8155,pn_4,2021-09-02
p_35490,p_67027,co_7731,pn_1,2021-06-28
p_35490,p_87294,co_5576,pn_12,2020-05-16
p_35492,p_80039,co_1,pn_2295,2021-01-20
p_35492,p_98444,co_1,pn_1214,2022-03-09
p_35493,p_55414,co_1,pn_68,2020-02-09
p_35494,p_99569,co_756,pn_5594,2019-12-21
p_35495,p_47704,co_9429,pn_5740,2019-09-10
p_35496,p_85326,co_34,pn_628,2020-11-06
p_35497,p_87600,co_6517,pn_87,2019-12-22
p_35498,p_53752,co_1,pn_48,2021-08-17
p_35499,p_38965,co_3118,pn_5752,2022-04-26
p_35500,p_83485,co_8,pn_2,2019-06-02
p_35502,p_57060,co_703,pn_4328,2020-11-11
p_35504,p_64494,co_1751,pn_4905,2022-01-24
p_35504,p_95011,co_438,pn_25,2020-02-14
p_35505,p_49836,co_1301,pn_2,2019-07-05
p_35505,p_98256,co_9271,pn_2170,2019-06-08
p_35506,p_81102,co_10,pn_1492,2020-06-19
p_35510,p_67142,co_1,pn_159,2020-03-20
p_35511,p_59210,co_23,pn_1,2021-06-07
p_35511,p_59404,co_7952,pn_2178,2020-06-05
p_35512,p_99773,co_7170,pn_6,2020-05-01
p_35514,p_45816,co_8342,pn_4075,2019-07-14
p_35514,p_95834,co_1519,pn_333,2021-11-30
p_35516,p_46412,co_8391,pn_2454,2021-01-21
p_35518,p_42879,co_155,pn_72,2020-05-18
p_35518,p_82613,co_7298,pn_9,2021-08-18
p_35519,p_99700,co_324,pn_1,2022-04-08
p_35520,p_39695,co_7,pn_1,2021-04-29
p_35520,p_40608,co_1,pn_1,2021-08-20
p_35521,p_37347,co_8635,pn_1980,2020-10-19
p_35522,p_46829,co_51,pn_108,2022-03-14
p_35524,p_44636,co_7954,pn_140,2021-07-24
p_35525,p_75193,co_2269,pn_3479,2020-03-01
p_35526,p_42451,co_1,pn_1,2019-11-09
p_35529,p_44491,co_3,pn_2088,2020-04-07
p_35530,p_53228,co_629,pn_2852,2020-10-15
p_35530,p_57935,co_3543,pn_130,2022-01-22
p_35531,p_83817,co_7328,pn_5224,2020-12-05
p_35532,p_92411,co_3083,pn_3213,2020-12-07
p_35532,p_99541,co_1225,pn_3294,2020-03-27
p_35533,p_39402,co_312,pn_4086,2022-03-31
p_35533,p_81602,co_1256,pn_443,2021-11-16
p_35534,p_96980,co_7144,pn_2,2021-03-11
p_35535,p_45765,co_1,pn_839,2020-09-01
p_35536,p_59144,co_2167,pn_602,2019-09-25
p_35536,p_72797,co_3290,pn_1135,2019-11-04
p_35537,p_65100,co_5792,pn_29,2021-02-09
p_35539,p_68968,co_10,pn_21,2020-04-28
p_35539,p_85385,co_1,pn_936,2022-04-16
p_35540,p_56581,co_8766,pn_1428,2021-02-24
p_35540,p_65453,co_1548,pn_4,2021-05-29
p_35542,p_89669,co_834,pn_4011,2019-12-05
p_35543,p_67172,co_647,pn_7,2020-11-30
p_35544,p_38537,co_531,pn_194,2019-07-17
p_35544,p_97878,co_8340,pn_438,2020-12-04
p_35545,p_83260,co_216,pn_2565,2021-12-20
p_35546,p_52402,co_4833,pn_1399,2022-03-01
p_35547,p_57487,co_1,pn_1450,2019-08-25
p_35548,p_47866,co_5239,pn_339,2020-06-06
p_35549,p_60653,co_1,pn_9,2019-10-31
p_35550,p_57350,co_4463,pn_44,2019-11-29
p_35550,p_94174,co_773,pn_113,2019-07-01
p_35553,p_70872,co_2,pn_2261,2020-01-01
p_35554,p_63304,co_20,pn_1219,2019-09-22
p_35555,p_89095,co_7205,pn_4030,2020-08-25
p_35556,p_63691,co_644,pn_4041,2021-11-09
p_35556,p_96506,co_1,pn_97,2021-04-23
p_35557,p_86082,co_1975,pn_294,2019-11-30
p_35557,p_98754,co_1,pn_1,2019-10-21
p_35558,p_63207,co_42,pn_44,2020-11-29
p_35558,p_96968,co_2329,pn_1,2019-05-17
p_35559,p_50156,co_1971,pn_1,2019-10-04
p_35560,p_54244,co_4419,pn_4971,2020-08-14
p_35560,p_91196,co_5760,pn_422,2019-06-04
p_35561,p_98001,co_5,pn_3169,2019-10-05
p_35562,p_51570,co_7160,pn_3305,2021-07-31
p_35564,p_50976,co_2,pn_655,2020-01-08
p_35566,p_75876,co_8277,pn_3696,2019-08-17
p_35567,p_54301,co_5,pn_1,2020-09-10
p_35568,p_44901,co_6373,pn_3914,2020-03-09
p_35569,p_82873,co_6,pn_909,2019-08-30
p_35571,p_94236,co_1,pn_1,2022-02-18
p_35572,p_60098,co_4091,pn_957,2022-04-04
p_35572,p_76255,co_11,pn_589,2019-08-18
p_35573,p_63057,co_859,pn_4209,2019-08-19
p_35574,p_60982,co_176,pn_4034,2022-02-21
p_35574,p_80074,co_8,pn_823,2020-08-08
p_35575,p_86770,co_5,pn_4829,2021-06-27
p_35576,p_36337,co_6825,pn_1,2021-05-19
p_35577,p_51141,co_8794,pn_2265,2020-10-17
p_35577,p_63247,co_981,pn_3873,2019-07-17
p_35578,p_84140,co_2544,pn_4,2020-07-06
p_35579,p_58792,co_512,pn_1,2019-08-15
p_35580,p_74122,co_1,pn_35,2021-06-20
p_35581,p_54348,co_1,pn_3541,2020-04-24
p_35581,p_58242,co_5090,pn_4764,2019-07-22
p_35582,p_53213,co_4631,pn_5813,2021-05-06
p_35583,p_77236,co_1,pn_2621,2021-02-02
p_35583,p_81510,co_2,pn_2035,2019-09-01
p_35584,p_73157,co_3245,pn_3250,2021-11-11
p_35585,p_68076,co_5,pn_679,2020-01-20
p_35586,p_71486,co_7463,pn_4148,2019-06-03
p_35588,p_93226,co_9201,pn_3,2022-05-03
p_35588,p_98888,co_6695,pn_15,2019-10-12
p_35589,p_36520,co_8,pn_68,2021-11-08
p_35589,p_76441,co_1,pn_5,2022-01-28
p_35590,p_41423,co_68,pn_69,2021-03-19
p_35591,p_58293,co_3411,pn_3918,2021-12-23
p_35593,p_77667,co_2476,pn_4663,2019-09-23
p_35593,p_98776,co_438,pn_128,2020-07-29
p_35595,p_59281,co_4192,pn_5443,2020-01-23
p_35595,p_87225,co_679,pn_2960,2019-08-27
p_35597,p_92145,co_1,pn_5310,2021-11-18
p_35598,p_65197,co_1,pn_3203,2019-06-16
p_35599,p_70940,co_257,pn_3691,2021-06-13
p_35600,p_38494,co_2336,pn_1899,2021-02-26
p_35600,p_68039,co_6857,pn_1,2020-09-07
p_35601,p_90757,co_1,pn_10,2020-11-23
p_35602,p_58193,co_6856,pn_4161,2020-05-22
p_35603,p_61227,co_58,pn_3,2021-02-21
p_35604,p_36451,co_9480,pn_1,2020-01-11
p_35605,p_51900,co_18,pn_389,2020-11-13
p_35605,p_66532,co_8216,pn_1193,2021-02-01
p_35606,p_84267,co_5042,pn_5217,2022-04-10
p_35610,p_75566,co_2642,pn_3091,2022-01-15
p_35611,p_78212,co_59,pn_107,2019-07-08
p_35613,p_47319,co_8977,pn_1,2021-06-08
p_35614,p_43777,co_5380,pn_1879,2021-07-06
p_35616,p_66606,co_6338,pn_10,2022-01-29
p_35617,p_79249,co_6328,pn_4,2020-06-26
p_35618,p_68084,co_736,pn_1,2021-08-26
p_35619,p_41802,co_4559,pn_1,2021-04-18
p_35620,p_77902,co_1,pn_184,2020-11-25
p_35621,p_50341,co_7522,pn_7,2020-03-30
p_35621,p_54583,co_1,pn_12,2019-07-17
p_35622,p_72018,co_4,pn_1152,2019-08-06
p_35623,p_87819,co_1360,pn_5679,2019-12-02
p_35625,p_44480,co_1,pn_5287,2020-02-08
p_35625,p_75769,co_613,pn_3394,2020-03-24
p_35626,p_69315,co_1,pn_2,2020-09-03
p_35628,p_58891,co_722,pn_1,2021-11-08
p_35629,p_44406,co_7941,pn_40,2019-09-12
p_35629,p_96056,co_6454,pn_145,2021-09-14
p_35630,p_49460,co_1,pn_2512,2021-04-07
p_35630,p_62296,co_6040,pn_1325,2022-03-19
p_35631,p_79234,co_6952,pn_3863,2020-08-10
p_35632,p_52694,co_5736,pn_5511,2019-06-19
p_35633,p_58473,co_8987,pn_2069,2020-07-02
p_35633,p_67694,co_7,pn_98,2019-09-05
p_35635,p_73869,co_994,pn_3870,2021-11-10
p_35637,p_68268,co_1205,pn_435,2022-02-08
p_35637,p_91831,co_4051,pn_4592,2019-11-05
p_35638,p_43636,co_4103,pn_1,2021-11-10
p_35639,p_64834,co_391,pn_5,2020-10-10
p_35640,p_79417,co_1979,pn_5406,2020-09-28
p_35640,p_82787,co_68,pn_3712,2020-03-21
p_35641,p_46834,co_8405,pn_2187,2021-02-09
p_35641,p_88732,co_429,pn_1026,2022-03-11
p_35642,p_90265,co_5196,pn_148,2022-03-17
p_35642,p_97962,co_57,pn_5540,2020-01-21
p_35643,p_52673,co_9285,pn_72,2020-05-24
p_35643,p_95917,co_8,pn_947,2021-05-30
p_35644,p_69161,co_7154,pn_282,2020-08-02
p_35644,p_70478,co_1,pn_3671,2021-08-22
p_35645,p_87091,co_1,pn_1564,2021-08-17
p_35646,p_90737,co_9409,pn_4036,2019-12-26
p_35647,p_96957,co_1,pn_955,2020-09-04
p_35648,p_51615,co_1624,pn_3455,2019-09-20
p_35649,p_78559,co_8,pn_1,2019-06-10
p_35651,p_82384,co_82,pn_17,2021-11-06
p_35652,p_62854,co_4309,pn_79,2019-12-10
p_35652,p_76208,co_74,pn_1,2021-01-07
p_35653,p_98290,co_941,pn_4101,2020-10-13
p_35656,p_51042,co_601,pn_1416,2022-02-05
p_35656,p_82243,co_1,pn_3119,2020-01-14
p_35657,p_38462,co_5175,pn_600,2021-03-16
p_35658,p_51138,co_290,pn_5556,2021-11-09
p_35658,p_92742,co_5592,pn_3002,2019-08-25
p_35659,p_81630,co_8501,pn_1430,2021-02-25
p_35660,p_60669,co_7830,pn_606,2021-09-20
p_35660,p_68659,co_980,pn_58,2021-04-02
p_35663,p_74642,co_1,pn_5241,2021-04-26
p_35663,p_89458,co_1075,pn_3079,2019-10-08
p_35664,p_85303,co_27,pn_5778,2021-09-29
p_35666,p_45881,co_3304,pn_2539,2021-10-14
p_35666,p_49002,co_7748,pn_1,2022-01-23
p_35667,p_72912,co_231,pn_3866,2021-04-29
p_35669,p_42645,co_1,pn_2754,2021-06-05
p_35669,p_54010,co_3121,pn_172,2019-09-26
p_35670,p_52924,co_5713,pn_2784,2021-06-10
p_35671,p_57649,co_4822,pn_3608,2021-09-08
p_35672,p_67415,co_7445,pn_4813,2020-10-01
p_35673,p_61417,co_6152,pn_2304,2022-04-12
p_35675,p_58855,co_4915,pn_4913,2019-11-13
p_35675,p_75721,co_1,pn_2625,2020-09-10
p_35678,p_61570,co_10,pn_43,2022-03-03
p_35681,p_84001,co_3,pn_22,2022-01-16
p_35681,p_93102,co_3450,pn_2644,2021-07-31
p_35682,p_75459,co_4,pn_31,2019-11-24
p_35682,p_94542,co_6787,pn_5821,2021-06-24
p_35684,p_94413,co_4756,pn_3789,2020-11-28
p_35685,p_51153,co_1384,pn_2830,2020-09-16
p_35686,p_52356,co_747,pn_2759,2022-04-10
p_35686,p_58461,co_8596,pn_64,2019-05-20
p_35687,p_49844,co_1,pn_332,2021-01-09
p_35687,p_93284,co_7613,pn_250,2020-05-22
p_35688,p_44157,co_9182,pn_946,2020-12-21
p_35691,p_45042,co_7,pn_615,2021-11-17
p_35692,p_68167,co_236,pn_4,2020-06-22
p_35695,p_41520,co_6960,pn_844,2021-04-14
p_35696,p_66181,co_10,pn_3943,2021-08-03
p_35697,p_66154,co_6871,pn_5646,2021-01-20
p_35698,p_78483,co_1,pn_5150,2022-02-12
p_35700,p_41845,co_1,pn_1,2022-04-29
p_35700,p_67248,co_561,pn_10,2021-07-14
p_35701,p_39715,co_76,pn_5153,2020-04-27
p_35702,p_57192,co_4425,pn_55,2022-01-04
p_35702,p_87977,co_22,pn_3,2021-01-19
p_35704,p_56532,co_23,pn_3,2020-10-26
p_35707,p_68988,co_824,pn_3785,2021-01-07
p_35708,p_49522,co_8103,pn_4854,2021-02-03
p_35709,p_52871,co_27,pn_4624,2019-08-18
p_35709,p_74598,co_87,pn_4982,2021-10-09
p_35710,p_62247,co_9344,pn_802,2021-09-01
p_35712,p_38347,co_8613,pn_33,2021-12-13
p_35713,p_45641,co_490,pn_3206,2021-02-05
p_35714,p_90166,co_53,pn_2622,2022-03-03
p_35715,p_68911,co_3225,pn_10,2020-06-23
p_35716,p_79383,co_1,pn_1473,2020-03-15
p_35717,p_79838,co_4338,pn_36,2021-07-09
p_35718,p_74797,co_185,pn_3730,2020-07-09
p_35719,p_64031,co_351,pn_10,2021-04-20
p_35720,p_91508,co_6944,pn_12,2020-07-21
p_35724,p_66686,co_1,pn_30,2021-10-02
p_35724,p_84119,co_84,pn_7,2020-03-04
p_35725,p_93775,co_460,pn_95,2019-09-03
p_35726,p_62671,co_3930,pn_96,2020-09-23
p_35726,p_75725,co_120,pn_574,2020-10-08
p_35727,p_91810,co_5444,pn_61,2022-02-13
p_35728,p_45139,co_1,pn_1,2022-04-27
p_35728,p_60580,co_735,pn_5594,2021-07-02
p_35731,p_75121,co_1863,pn_5780,2022-03-02
p_35732,p_87725,co_589,pn_3553,2021-05-17
p_35734,p_38072,co_8961,pn_1878,2020-02-08
p_35736,p_42119,co_51,pn_1,2021-09-08
p_35737,p_90981,co_8694,pn_1380,2019-11-08
p_35739,p_53671,co_1,pn_1,2020-02-22
p_35743,p_95792,co_1,pn_10,2019-06-09
p_35744,p_75992,co_64,pn_5493,2019-06-26
p_35744,p_89636,co_73,pn_5231,2021-08-30
p_35746,p_73263,co_2972,pn_3170,2021-01-26
p_35746,p_77074,co_603,pn_2,2020-01-12
p_35747,p_96795,co_3,pn_58,2020-09-10
p_35750,p_90637,co_1,pn_2378,2020-08-29
p_35750,p_94788,co_1,pn_3776,2021-11-04
p_35751,p_38162,co_523,pn_3598,2020-01-09
p_35751,p_66059,co_8281,pn_3,2019-11-12
p_35752,p_36499,co_6,pn_69,2021-04-01
p_35753,p_93354,co_1,pn_3234,2020-10-03
p_35754,p_54240,co_98,pn_1,2021-08-20
p_35754,p_67550,co_2631,pn_4295,2019-09-10
p_35757,p_41972,co_3638,pn_1,2020-03-15
p_35758,p_51859,co_70,pn_209,2020-02-13
p_35759,p_67763,co_93,pn_1,2021-03-03
p_35759,p_98985,co_97,pn_94,2022-03-08
p_35760,p_67380,co_4949,pn_852,2020-11-13
p_35760,p_79328,co_97,pn_5475,2019-08-19
p_35761,p_40846,co_4382,pn_1,2021-08-12
p_35762,p_38649,co_10,pn_702,2021-11-25
p_35763,p_82147,co_51,pn_1,2020-07-22
p_35764,p_40988,co_594,pn_5887,2020-11-09
p_35765,p_48400,co_76,pn_2106,2021-11-07
p_35765,p_75904,co_12,pn_7,2021-09-20
p_35766,p_85985,co_6,pn_4594,2019-08-21
p_35767,p_63862,co_60,pn_561,2022-03-12
p_35767,p_74634,co_1,pn_3715,2022-03-02
p_35769,p_82830,co_432,pn_1456,2020-10-15
p_35770,p_88455,co_2405,pn_5072,2019-09-07
p_35771,p_67446,co_3,pn_4,2022-04-09
p_35772,p_68516,co_8953,pn_5051,2022-03-03
p_35774,p_56345,co_6174,pn_1932,2020-09-21
p_35774,p_61191,co_8981,pn_85,2020-02-12
p_35775,p_42272,co_9184,pn_31,2019-05-30
p_35776,p_76185,co_843,pn_5052,2021-11-10
p_35777,p_76844,co_9261,pn_1,2020-06-08
p_35777,p_82554,co_5115,pn_4109,2020-08-14
p_35778,p_55041,co_4939,pn_89,2020-12-25
p_35778,p_72773,co_1076,pn_574,2019-05-28
p_35779,p_78926,co_5785,pn_5474,2020-11-29
p_35780,p_89360,co_1,pn_5479,2021-01-25
p_35781,p_52323,co_8103,pn_5348,2021-02-03
p_35782,p_74505,co_3,pn_5034,2021-06-27
p_35783,p_71700,co_1511,pn_12,2021-08-12
p_35783,p_82960,co_5828,pn_4038,2021-01-01
p_35784,p_42338,co_8782,pn_5023,2021-06-10
p_35785,p_62440,co_7421,pn_1321,2020-01-21
p_35786,p_44103,co_6885,pn_1,2021-02-19
p_35787,p_38860,co_777,pn_1087,2020-08-17
p_35789,p_51351,co_3042,pn_1689,2019-07-14
p_35789,p_77605,co_9255,pn_3238,2021-05-13
p_35791,p_60511,co_5706,pn_5,2021-09-22
p_35793,p_59312,co_2235,pn_1593,2019-07-13
p_35794,p_83766,co_822,pn_8,2021-04-01
p_35795,p_58723,co_1432,pn_1201,2021-01-28
p_35796,p_72199,co_48,pn_1,2021-11-03
p_35797,p_69999,co_248,pn_2821,2022-01-17
p_35799,p_61978,co_5984,pn_10,2021-07-27
p_35800,p_64700,co_1,pn_144,2022-03-30
p_35801,p_39476,co_65,pn_652,2021-08-01
p_35801,p_81595,co_6606,pn_6,2022-03-13
p_35802,p_36969,co_5,pn_134,2020-01-21
p_35803,p_92497,co_1,pn_56,2019-12-29
p_35803,p_93751,co_1,pn_5158,2020-03-05
p_35804,p_48206,co_1,pn_6,2020-02-08
p_35805,p_95985,co_2511,pn_884,2020-02-08
p_35806,p_74969,co_328,pn_1837,2019-11-09
p_35806,p_85033,co_2258,pn_58,2021-03-16
p_35807,p_43789,co_3949,pn_4598,2019-07-29
p_35808,p_55838,co_8637,pn_930,2019-12-23
p_35809,p_59483,co_7,pn_507,2021-04-07
p_35809,p_75356,co_420,pn_5346,2021-01-05
p_35810,p_91502,co_7952,pn_4698,2019-12-02
p_35811,p_37076,co_6300,pn_440,2020-10-14
p_35811,p_41702,co_1,pn_4135,2021-02-11
p_35813,p_88178,co_5608,pn_2,2019-09-12
p_35815,p_36767,co_1,pn_1748,2021-02-02
p_35817,p_42229,co_9341,pn_2394,2022-01-10
p_35818,p_61780,co_1555,pn_9,2021-04-24
p_35819,p_92317,co_99,pn_2825,2021-10-25
p_35820,p_50023,co_8135,pn_1,2021-02-08
p_35824,p_67289,co_1,pn_1,2020-08-24
p_35825,p_44108,co_6475,pn_1807,2021-10-28
p_35825,p_99787,co_8829,pn_520,2021-05-08
p_35826,p_55342,co_5808,pn_4,2021-06-24
p_35827,p_93150,co_1,pn_899,2019-10-07
p_35828,p_76084,co_7597,pn_3453,2019-07-06
p_35829,p_85650,co_77,pn_3605,2019-12-04
p_35830,p_88553,co_122,pn_4774,2019-12-10
p_35831,p_39851,co_324,pn_81,2022-05-13
p_35831,p_58602,co_1,pn_1,2022-05-06
p_35832,p_47618,co_8051,pn_3485,2021-11-17
p_35832,p_76218,co_72,pn_5365,2020-11-06
p_35833,p_87564,co_6,pn_3298,2020-02-06
p_35834,p_81709,co_1,pn_1199,2019-09-16
p_35835,p_77541,co_2698,pn_1,2021-04-25
p_35836,p_88577,co_1,pn_38,2020-05-03
p_35839,p_83690,co_39,pn_3292,2020-07-27
p_35840,p_90349,co_5682,pn_1,2021-10-03
p_35841,p_53570,co_41,pn_1083,2020-05-03
p_35842,p_53581,co_4157,pn_6,2022-03-21
p_35843,p_67443,co_1,pn_782,2021-10-31
p_35844,p_42669,co_5,pn_1473,2021-12-09
p_35844,p_67287,co_4924,pn_3726,2020-12-07
p_35845,p_42368,co_7379,pn_93,2019-06-27
p_35846,p_86521,co_4388,pn_9,2019-12-09
p_35848,p_97091,co_7702,pn_5903,2019-06-25
p_35851,p_67320,co_1,pn_1281,2020-03-30
p_35851,p_88532,co_4235,pn_1167,2019-07-14
p_35852,p_47471,co_7241,pn_4718,2021-11-12
p_35853,p_53862,co_852,pn_489,2021-03-15
p_35853,p_95349,co_151,pn_890,2020-04-11
p_35854,p_96613,co_6999,pn_569,2022-02-04
p_35855,p_91418,co_1,pn_1,2022-05-04
p_35856,p_50466,co_1240,pn_5391,2021-03-19
p_35857,p_60935,co_1,pn_5172,2020-04-11
p_35857,p_70363,co_575,pn_4079,2020-06-11
p_35858,p_38215,co_5167,pn_974,2020-09-06
p_35858,p_52085,co_151,pn_1079,2019-12-10
p_35859,p_46895,co_767,pn_1,2022-04-13
p_35860,p_71270,co_162,pn_1,2021-01-09
p_35861,p_88193,co_6006,pn_5935,2020-07-02
p_35863,p_92645,co_9,pn_1,2021-02-16
p_35864,p_81359,co_81,pn_2635,2019-09-17
p_35866,p_38485,co_1,pn_1,2019-06-14
p_35867,p_61302,co_1,pn_1663,2021-11-22
p_35868,p_95927,co_527,pn_371,2020-10-29
p_35869,p_46107,co_9102,pn_1912,2021-12-09
p_35869,p_83421,co_2672,pn_1187,2020-03-13
p_35870,p_66688,co_1,pn_47,2021-01-12
p_35870,p_79440,co_2187,pn_989,2020-04-11
p_35871,p_72895,co_3980,pn_5581,2021-05-14
p_35872,p_39916,co_702,pn_1,2021-03-25
p_35873,p_89036,co_2437,pn_2719,2021-12-06
