src_id,dst_id,corp_id,src_work_for_start_time,dst_work_for_start_time
p_27221,p_33556,co_593,2020-11-22,2021-05-15
p_27221,p_72859,co_222,2021-07-24,2019-07-19
p_27222,p_45166,co_2,2020-11-13,2022-04-21
p_27222,p_59146,co_4180,2019-08-12,2019-10-11
p_27222,p_78528,co_3639,2021-09-26,2019-08-21
p_27223,p_83825,co_7442,2021-02-18,2021-11-07
p_27224,p_30488,co_6368,2021-06-12,2020-11-27
p_27224,p_48796,co_494,2020-09-23,2020-03-06
p_27224,p_61087,co_65,2022-04-09,2021-10-17
p_27225,p_33901,co_1050,2019-09-06,2021-12-26
p_27225,p_38350,co_9142,2019-12-22,2022-01-22
p_27226,p_37053,co_375,2020-02-14,2020-02-26
p_27226,p_38632,co_4611,2021-02-15,2019-09-18
p_27226,p_43717,co_355,2021-02-10,2020-11-09
p_27227,p_27945,co_3073,2020-10-23,2019-09-28
p_27227,p_35290,co_1576,2020-11-29,2019-05-19
p_27227,p_54090,co_1,2021-04-15,2020-09-20
p_27228,p_42863,co_8442,2021-05-12,2019-08-10
p_27228,p_51259,co_2932,2019-07-04,2021-03-17
p_27228,p_94017,co_582,2019-05-20,2021-03-04
p_27229,p_29536,co_75,2019-10-17,2021-07-19
p_27230,p_77511,co_733,2021-04-03,2019-11-03
p_27231,p_73959,co_10,2020-06-09,2022-05-10
p_27231,p_83283,co_228,2021-08-11,2020-04-02
p_27232,p_59372,co_1226,2020-11-08,2020-09-09
p_27232,p_91016,co_63,2020-11-05,2021-11-07
p_27233,p_86824,co_78,2022-01-16,2022-03-06
p_27234,p_33991,co_72,2020-06-07,2020-06-11
p_27234,p_72809,co_4914,2021-11-29,2022-03-29
p_27235,p_43175,co_21,2021-03-05,2019-06-01
p_27235,p_79023,co_1,2021-02-09,2021-07-21
p_27236,p_42838,co_3798,2019-10-27,2020-07-13
p_27236,p_44266,co_1137,2019-08-16,2019-07-25
p_27236,p_78691,co_9121,2019-10-20,2020-06-22
p_27237,p_42743,co_1,2020-06-01,2022-02-07
p_27237,p_93136,co_22,2020-08-11,2019-07-27
p_27238,p_45680,co_5944,2020-01-22,2021-12-07
p_27238,p_57872,co_5883,2020-10-13,2019-11-06
p_27239,p_48381,co_928,2022-05-08,2020-03-30
p_27240,p_34945,co_2544,2019-10-14,2021-10-08
p_27240,p_95250,co_39,2021-06-13,2021-05-27
p_27241,p_44766,co_2493,2021-09-23,2019-12-08
p_27241,p_76270,co_2347,2019-12-16,2019-05-14
p_27242,p_63241,co_66,2021-04-20,2021-06-07
p_27242,p_99866,co_6961,2019-08-28,2019-09-02
p_27243,p_84226,co_8326,2021-09-13,2021-11-16
p_27244,p_27689,co_7684,2019-06-15,2020-02-08
p_27244,p_64721,co_9,2020-11-10,2019-10-24
p_27245,p_33437,co_14,2021-03-06,2022-01-21
p_27245,p_60182,co_5789,2020-01-20,2019-10-26
p_27246,p_28786,co_7,2022-04-28,2019-09-08
p_27246,p_40444,co_2851,2021-07-12,2019-06-08
p_27247,p_66992,co_944,2019-12-15,2020-03-31
p_27247,p_88180,co_5,2020-02-08,2021-01-20
p_27249,p_72771,co_5,2020-02-07,2021-07-11
p_27249,p_80582,co_6166,2020-07-11,2021-09-05
p_27250,p_51843,co_64,2021-08-09,2019-12-05
p_27251,p_29677,co_42,2019-09-25,2020-04-21
p_27251,p_38799,co_281,2020-03-22,2022-02-07
p_27252,p_42453,co_6766,2021-06-24,2020-10-16
p_27252,p_47962,co_3,2022-01-07,2021-01-03
p_27253,p_52684,co_133,2022-03-14,2021-12-10
p_27254,p_40604,co_641,2021-10-08,2020-08-25
p_27255,p_87310,co_58,2021-01-19,2022-01-10
p_27255,p_87915,co_6430,2019-07-10,2020-05-20
p_27255,p_94347,co_8565,2021-07-13,2019-09-07
p_27256,p_81335,co_98,2019-11-29,2020-11-24
p_27257,p_27715,co_2543,2019-06-01,2020-04-02
p_27257,p_54902,co_1,2021-05-09,2020-09-02
p_27257,p_55149,co_3539,2021-06-05,2022-02-06
p_27258,p_28637,co_4,2019-08-20,2019-10-19
p_27258,p_58182,co_384,2021-03-04,2020-11-19
p_27259,p_73986,co_22,2019-06-12,2021-06-30
p_27260,p_53654,co_5821,2020-02-06,2022-05-09
p_27260,p_75546,co_17,2020-09-03,2021-01-03
p_27261,p_41139,co_5,2022-05-03,2019-11-15
p_27261,p_50100,co_513,2019-07-15,2020-04-14
p_27265,p_33071,co_15,2022-01-11,2020-08-30
p_27265,p_69578,co_1,2020-03-01,2022-01-03
p_27266,p_59824,co_1,2021-10-08,2020-10-05
p_27267,p_36053,co_6296,2021-04-12,2019-12-08
p_27269,p_42812,co_8313,2022-01-18,2020-05-19
p_27269,p_82046,co_7715,2019-10-05,2019-12-11
p_27270,p_31474,co_6,2019-07-03,2020-04-18
p_27270,p_93628,co_815,2021-04-15,2020-07-06
p_27271,p_34003,co_61,2021-03-22,2022-01-18
p_27271,p_68009,co_1621,2019-08-10,2021-01-06
p_27272,p_71626,co_69,2021-03-02,2019-12-20
p_27273,p_39317,co_1,2020-04-10,2020-07-25
p_27273,p_61699,co_5660,2021-01-15,2020-05-12
p_27273,p_65961,co_1,2021-10-04,2021-03-14
p_27274,p_57851,co_756,2019-12-21,2021-11-03
p_27276,p_61706,co_2435,2020-07-21,2021-10-10
p_27277,p_35136,co_7048,2019-09-14,2020-04-26
p_27277,p_56752,co_6033,2019-06-16,2021-02-19
p_27278,p_99619,co_4383,2020-03-11,2022-03-15
p_27279,p_56446,co_720,2019-06-05,2022-03-19
p_27279,p_82748,co_81,2021-08-26,2021-09-07
p_27280,p_68237,co_2440,2021-07-12,2020-01-13
p_27281,p_42969,co_1,2021-12-18,2021-06-22
p_27281,p_85367,co_2,2021-07-04,2021-12-19
p_27281,p_86514,co_1881,2020-01-01,2020-01-14
p_27282,p_30113,co_31,2022-03-19,2019-09-24
p_27282,p_84920,co_3941,2021-03-21,2020-01-09
p_27283,p_30351,co_6334,2020-06-29,2019-06-25
p_27283,p_87412,co_3454,2020-01-09,2021-07-23
p_27284,p_38029,co_7091,2021-08-09,2021-05-01
p_27285,p_46845,co_1367,2020-07-28,2022-04-12
p_27285,p_76769,co_1,2020-08-08,2020-09-25
p_27286,p_38446,co_447,2021-12-10,2019-08-29
p_27286,p_40596,co_2096,2021-06-20,2020-10-14
p_27286,p_81523,co_2530,2019-07-22,2021-05-22
p_27287,p_33866,co_4019,2019-10-23,2021-06-21
p_27287,p_95738,co_5635,2021-01-28,2020-08-04
p_27288,p_68426,co_936,2019-07-07,2020-07-27
p_27289,p_60693,co_8,2021-04-04,2021-07-31
p_27289,p_70857,co_2379,2020-01-28,2020-03-04
p_27290,p_33357,co_1,2021-09-13,2020-05-07
p_27290,p_37150,co_1223,2019-10-09,2020-09-10
p_27291,p_90694,co_3409,2021-12-24,2020-01-27
p_27292,p_75170,co_666,2019-12-08,2021-07-17
p_27293,p_96953,co_24,2022-05-02,2021-11-10
p_27293,p_99938,co_5550,2020-01-07,2019-07-15
p_27294,p_69108,co_3086,2020-03-17,2020-11-19
p_27294,p_70498,co_1,2019-11-17,2021-05-19
p_27294,p_84071,co_1,2022-03-05,2020-06-23
p_27295,p_79572,co_4202,2019-09-07,2020-01-13
p_27295,p_87897,co_6280,2019-07-25,2022-05-09
p_27295,p_89558,co_8938,2021-07-21,2020-01-08
p_27296,p_53376,co_3189,2021-01-28,2020-09-18
p_27296,p_61271,co_7116,2021-06-07,2019-09-01
p_27296,p_73166,co_8277,2022-03-27,2021-08-24
p_27297,p_42100,co_6,2021-02-03,2020-11-21
p_27297,p_74879,co_313,2021-03-18,2019-11-21
p_27297,p_94532,co_7831,2019-12-07,2020-06-10
p_27298,p_27638,co_797,2020-01-26,2020-03-24
p_27298,p_72984,co_4038,2020-12-22,2021-12-02
p_27299,p_68525,co_6,2021-09-29,2019-05-29
p_27300,p_67826,co_3612,2019-11-25,2019-12-13
p_27300,p_81612,co_1,2019-11-29,2020-07-16
p_27301,p_40476,co_49,2021-08-12,2022-05-11
p_27301,p_68115,co_8420,2021-05-12,2021-07-28
p_27302,p_41708,co_1091,2020-11-04,2019-08-17
p_27302,p_78493,co_4,2020-05-11,2022-03-26
p_27303,p_38697,co_2,2021-12-24,2019-08-31
p_27304,p_28489,co_1,2020-01-07,2021-04-13
p_27305,p_44492,co_1182,2020-09-06,2019-06-09
p_27305,p_71826,co_6302,2022-04-16,2020-02-15
p_27306,p_31477,co_7,2019-09-19,2019-08-16
p_27306,p_34330,co_40,2020-04-09,2020-04-09
p_27306,p_78029,co_9409,2019-11-05,2020-11-27
p_27307,p_63745,co_5808,2021-06-10,2021-10-26
p_27308,p_30284,co_58,2020-02-24,2019-09-14
p_27309,p_83108,co_890,2020-10-26,2020-01-08
p_27309,p_98753,co_955,2021-11-07,2019-09-30
p_27310,p_45578,co_7753,2019-08-26,2021-06-03
p_27310,p_90410,co_96,2021-10-17,2020-01-11
p_27311,p_91339,co_4838,2022-03-21,2021-05-24
p_27312,p_68592,co_325,2019-10-07,2020-01-08
p_27312,p_71201,co_3072,2021-05-07,2020-08-19
p_27312,p_99423,co_702,2021-01-21,2019-11-14
p_27313,p_50098,co_1,2021-07-22,2022-03-30
p_27314,p_32933,co_9336,2021-12-07,2021-01-17
p_27314,p_80660,co_9454,2020-05-26,2021-11-02
p_27315,p_85273,co_5008,2021-03-11,2020-12-22
p_27315,p_87507,co_1,2020-03-19,2021-09-20
p_27316,p_37348,co_3334,2019-12-13,2020-09-14
p_27316,p_43158,co_1621,2022-01-24,2020-10-24
p_27317,p_28518,co_2,2019-07-18,2021-01-30
p_27317,p_35042,co_6237,2020-07-04,2021-07-14
p_27317,p_67234,co_8,2020-09-01,2019-10-25
p_27318,p_89411,co_7717,2021-11-19,2019-08-08
p_27319,p_31734,co_9432,2020-03-24,2021-12-15
p_27319,p_49102,co_325,2021-05-20,2021-10-21
p_27320,p_63690,co_7763,2019-07-01,2021-06-30
p_27320,p_77181,co_9084,2020-12-26,2022-01-26
p_27321,p_28673,co_1,2019-08-26,2019-12-31
p_27321,p_41208,co_1,2020-02-11,2020-10-06
p_27321,p_44360,co_7141,2019-09-23,2019-06-28
p_27322,p_30198,co_1,2019-10-21,2021-05-12
p_27322,p_44738,co_3,2020-01-01,2020-01-20
p_27323,p_57920,co_54,2022-03-07,2021-05-23
p_27324,p_87681,co_1889,2020-10-22,2021-02-20
p_27325,p_48655,co_6,2021-11-05,2021-08-22
p_27325,p_73716,co_4649,2022-04-23,2020-05-28
p_27326,p_64179,co_393,2022-03-05,2019-07-14
p_27327,p_94623,co_5748,2022-04-13,2022-02-25
p_27328,p_96893,co_2196,2020-10-23,2021-06-15
p_27329,p_45001,co_212,2019-06-27,2019-06-21
p_27329,p_46103,co_539,2020-04-27,2021-03-21
p_27329,p_89970,co_71,2019-08-11,2019-10-09
p_27330,p_88952,co_2297,2019-06-03,2021-11-01
p_27331,p_76736,co_10,2022-02-09,2019-05-19
p_27332,p_57887,co_15,2019-12-02,2020-05-07
p_27332,p_77704,co_5627,2020-08-18,2019-08-02
p_27333,p_29847,co_7548,2022-01-18,2020-10-18
p_27333,p_83649,co_3773,2020-11-28,2021-07-19
p_27334,p_27435,co_1343,2022-03-09,2020-08-09
p_27334,p_62730,co_7160,2019-07-25,2020-04-28
p_27335,p_44210,co_7372,2020-12-04,2020-07-26
p_27335,p_90778,co_136,2019-05-29,2019-12-08
p_27336,p_73379,co_938,2019-06-23,2019-06-11
p_27336,p_84794,co_8549,2021-01-16,2020-01-21
p_27338,p_53899,co_5604,2021-10-17,2020-07-02
p_27338,p_96597,co_7875,2019-12-29,2020-08-24
p_27339,p_62838,co_6,2021-06-04,2021-09-13
p_27339,p_68670,co_8787,2020-05-21,2020-04-01
p_27339,p_97807,co_44,2021-12-07,2021-09-24
p_27343,p_47015,co_66,2020-01-01,2020-07-09
p_27343,p_57889,co_1166,2022-01-13,2022-02-05
p_27344,p_71597,co_51,2022-01-17,2021-11-21
p_27344,p_84139,co_4,2022-03-25,2021-09-05
p_27344,p_94133,co_1,2019-09-11,2020-08-07
p_27346,p_33836,co_1,2020-08-26,2020-08-05
p_27346,p_74891,co_2058,2022-03-13,2021-11-28
p_27347,p_61577,co_10,2021-06-26,2022-03-05
p_27348,p_44668,co_6854,2019-08-07,2020-08-21
p_27349,p_40177,co_75,2019-06-24,2021-10-04
p_27349,p_62754,co_8417,2021-12-02,2019-09-24
p_27349,p_95708,co_5662,2021-11-19,2019-08-27
p_27350,p_65878,co_1,2019-12-05,2019-10-04
p_27351,p_36970,co_183,2020-08-27,2020-01-15
p_27351,p_45350,co_1,2020-04-26,2021-05-27
p_27351,p_87199,co_1,2021-09-25,2021-09-06
p_27352,p_57155,co_5,2019-09-30,2019-08-28
p_27352,p_63124,co_8240,2021-12-05,2021-01-30
p_27352,p_70297,co_3,2021-01-17,2021-02-19
p_27353,p_28225,co_403,2020-11-10,2020-10-20
p_27353,p_85124,co_6697,2020-10-01,2019-10-04
p_27354,p_31968,co_6,2022-03-15,2019-09-19
p_27354,p_39314,co_1216,2019-09-06,2022-03-27
p_27354,p_64426,co_477,2021-02-06,2022-04-01
p_27355,p_64199,co_3583,2019-05-24,2020-03-06
p_27356,p_55836,co_265,2020-01-31,2019-06-29
p_27357,p_27571,co_56,2021-05-06,2020-04-09
p_27357,p_37429,co_7,2021-01-12,2020-03-31
p_27357,p_92964,co_957,2022-03-09,2021-07-10
p_27358,p_28833,co_5311,2021-11-14,2021-05-19
p_27358,p_74915,co_1,2019-05-31,2019-07-13
p_27358,p_91578,co_5693,2022-02-12,2021-10-14
p_27359,p_81630,co_37,2019-06-08,2019-08-12
p_27359,p_83863,co_1,2020-05-23,2019-10-09
p_27360,p_39802,co_3178,2020-01-20,2021-03-13
p_27360,p_48591,co_623,2019-11-28,2022-01-04
p_27360,p_73948,co_3903,2019-10-06,2019-05-30
p_27361,p_82209,co_1434,2020-09-18,2021-10-02
p_27362,p_36255,co_3636,2020-08-10,2021-12-12
p_27362,p_66327,co_1,2021-03-31,2021-10-27
p_27363,p_49815,co_397,2021-04-22,2019-11-13
p_27363,p_59814,co_1,2021-01-27,2022-05-12
p_27364,p_61069,co_6211,2019-05-30,2020-10-16
p_27364,p_67984,co_9,2021-01-13,2020-11-15
p_27364,p_96357,co_2197,2019-10-23,2020-06-30
p_27365,p_50856,co_3761,2020-11-26,2019-12-28
p_27365,p_71030,co_6466,2020-07-18,2019-12-14
p_27365,p_81978,co_1,2021-06-09,2021-02-22
p_27366,p_31043,co_9172,2020-12-25,2020-06-03
p_27366,p_97418,co_418,2019-07-26,2019-12-12
p_27366,p_99890,co_1,2021-05-06,2021-01-11
p_27368,p_40481,co_1,2019-10-01,2022-02-17
p_27368,p_79056,co_1,2019-09-11,2021-01-14
p_27369,p_67516,co_957,2020-05-07,2020-05-31
p_27370,p_74416,co_6686,2020-04-08,2021-08-11
p_27371,p_33627,co_1258,2022-04-21,2021-07-08
p_27371,p_67096,co_1037,2020-08-28,2022-05-04
p_27371,p_99107,co_8149,2019-07-12,2021-02-19
p_27372,p_69235,co_31,2019-08-27,2019-08-15
p_27372,p_92242,co_2,2022-02-05,2019-09-27
p_27373,p_55843,co_143,2021-03-11,2021-04-21
p_27373,p_90239,co_144,2021-10-25,2019-06-20
p_27373,p_96207,co_2032,2021-11-24,2022-03-21
p_27374,p_85801,co_5,2021-03-30,2019-07-03
p_27374,p_96530,co_4431,2020-01-17,2021-11-29
p_27375,p_92818,co_577,2020-11-21,2020-07-14
p_27376,p_28303,co_6565,2021-07-12,2019-09-16
p_27376,p_35794,co_833,2021-03-10,2021-04-28
p_27376,p_41653,co_2173,2020-12-20,2021-05-21
p_27377,p_34287,co_9391,2020-03-01,2021-09-10
p_27378,p_71163,co_8919,2019-06-15,2020-11-04
p_27379,p_47808,co_4057,2020-09-15,2020-10-09
p_27379,p_81221,co_6079,2020-06-09,2022-03-18
p_27380,p_31349,co_4518,2021-12-23,2019-12-12
p_27380,p_77524,co_6008,2021-08-12,2022-02-23
p_27381,p_81726,co_872,2021-09-04,2020-01-08
p_27382,p_42289,co_5386,2022-02-02,2022-01-01
p_27382,p_66281,co_69,2021-03-21,2019-10-24
p_27382,p_70118,co_813,2021-03-09,2019-07-19
p_27383,p_71929,co_2810,2021-10-06,2021-03-12
p_27383,p_73264,co_1,2019-12-05,2021-11-06
p_27384,p_28176,co_1,2022-01-01,2020-06-08
p_27384,p_43290,co_4570,2020-12-31,2020-07-09
p_27385,p_47648,co_1,2022-01-31,2020-03-11
p_27385,p_90003,co_517,2021-06-16,2021-03-17
p_27386,p_94235,co_7789,2020-04-08,2020-07-20
p_27387,p_69883,co_8680,2019-09-19,2021-09-09
p_27387,p_88161,co_7003,2019-10-07,2021-01-15
p_27388,p_61450,co_790,2021-04-13,2021-09-27
p_27388,p_79326,co_2597,2022-02-08,2020-03-13
p_27389,p_33306,co_1810,2020-12-16,2020-03-10
p_27389,p_69102,co_5928,2020-07-01,2020-10-23
p_27389,p_69629,co_34,2021-02-24,2019-07-29
p_27390,p_86952,co_8542,2021-03-13,2021-10-31
p_27391,p_92910,co_2,2019-06-08,2021-04-30
p_27392,p_31843,co_8628,2020-05-28,2019-10-26
p_27392,p_64908,co_6256,2021-12-03,2021-11-19
p_27393,p_45066,co_7649,2020-03-04,2020-04-14
p_27394,p_49998,co_7475,2020-08-16,2022-01-12
p_27394,p_56510,co_61,2021-06-28,2020-11-30
p_27395,p_57286,co_8274,2020-04-03,2019-08-10
p_27396,p_31858,co_3723,2019-08-15,2021-11-11
p_27396,p_38977,co_8791,2021-07-23,2019-08-07
p_27398,p_66938,co_1,2020-04-17,2021-04-24
p_27398,p_74830,co_7316,2022-01-10,2021-02-16
p_27399,p_73904,co_96,2022-02-20,2020-04-24
p_27399,p_74431,co_1812,2021-03-16,2020-08-18
p_27400,p_51160,co_2032,2021-09-13,2020-11-04
p_27400,p_53048,co_8019,2020-01-29,2020-09-25
p_27400,p_86192,co_48,2021-07-14,2022-04-05
p_27401,p_62888,co_88,2019-07-05,2020-03-28
p_27401,p_97028,co_877,2022-05-08,2020-10-26
p_27402,p_57855,co_6,2020-07-20,2021-04-28
p_27402,p_95252,co_7888,2019-11-18,2022-05-05
p_27403,p_32294,co_5644,2021-02-27,2022-04-09
p_27403,p_53750,co_306,2020-04-01,2022-01-12
p_27403,p_64984,co_3752,2020-05-03,2022-04-18
p_27404,p_79112,co_1420,2021-09-03,2020-01-05
p_27404,p_85914,co_4417,2020-08-21,2019-10-26
p_27406,p_37179,co_746,2019-07-20,2021-09-13
p_27407,p_29493,co_1,2020-06-08,2021-02-19
p_27407,p_98720,co_5408,2020-11-27,2022-01-27
p_27408,p_32039,co_9,2021-09-29,2022-04-30
p_27408,p_56791,co_2733,2021-01-10,2021-01-28
p_27408,p_63232,co_2626,2021-12-04,2021-06-06
p_27409,p_94155,co_701,2020-09-06,2020-05-18
p_27410,p_37749,co_5425,2020-06-12,2021-05-27
p_27410,p_48114,co_22,2021-12-24,2021-06-22
p_27410,p_66781,co_3227,2020-03-05,2021-06-28
p_27411,p_30825,co_1,2022-03-01,2021-11-13
p_27411,p_58668,co_2075,2022-04-20,2020-06-04
p_27412,p_65972,co_1,2019-06-14,2020-03-20
p_27412,p_91583,co_4786,2019-12-07,2021-11-02
p_27413,p_31375,co_7368,2022-04-21,2020-08-03
p_27413,p_44696,co_1,2022-05-05,2021-04-28
p_27414,p_32896,co_197,2019-05-25,2020-01-22
p_27414,p_53658,co_8,2020-01-16,2021-07-04
p_27415,p_59993,co_20,2020-03-25,2021-03-24
p_27415,p_68869,co_6314,2019-08-05,2022-01-29
p_27416,p_92293,co_8678,2020-04-02,2020-01-04
p_27417,p_52974,co_1,2020-12-11,2021-01-21
p_27419,p_56950,co_321,2021-10-26,2020-07-15
p_27420,p_55601,co_4385,2020-04-11,2019-06-14
p_27420,p_70193,co_4645,2021-03-02,2021-07-13
p_27421,p_33436,co_6340,2021-04-09,2019-07-23
p_27422,p_36941,co_2332,2020-07-02,2022-02-04
p_27423,p_51636,co_227,2020-10-15,2019-10-24
p_27423,p_57831,co_672,2019-11-04,2021-07-31
p_27423,p_95688,co_7591,2020-01-14,2019-12-02
p_27424,p_74969,co_169,2020-04-15,2021-10-23
p_27425,p_33491,co_5473,2019-09-11,2020-02-29
p_27426,p_39949,co_55,2019-10-26,2021-02-07
p_27426,p_46270,co_57,2021-05-04,2022-03-15
p_27427,p_27540,co_6278,2022-02-18,2021-01-20
p_27427,p_93376,co_19,2021-05-29,2021-11-13
p_27428,p_38031,co_495,2020-05-12,2020-07-30
p_27428,p_38075,co_735,2019-09-08,2021-02-03
p_27429,p_31068,co_1,2019-07-26,2020-12-24
p_27429,p_34206,co_35,2020-04-26,2019-06-25
p_27431,p_62795,co_6396,2020-07-15,2021-04-20
p_27432,p_34942,co_1711,2020-10-22,2021-01-24
p_27433,p_45739,co_1962,2020-06-20,2021-02-21
p_27434,p_75537,co_87,2019-11-02,2019-08-18
p_27435,p_49683,co_8405,2020-08-21,2019-12-07
p_27435,p_94523,co_5720,2020-01-31,2020-11-02
p_27436,p_40913,co_9,2020-02-27,2021-11-16
p_27436,p_43180,co_923,2021-05-24,2019-12-01
p_27436,p_71887,co_7592,2021-09-11,2019-12-23
p_27437,p_87974,co_9,2022-04-14,2021-07-21
p_27438,p_44419,co_5,2021-12-23,2022-05-06
p_27438,p_64752,co_4083,2020-01-21,2020-10-17
p_27439,p_30740,co_9,2022-02-25,2022-01-06
p_27439,p_89966,co_2140,2021-11-07,2022-02-12
p_27440,p_28956,co_6757,2020-04-14,2020-02-13
p_27440,p_78961,co_6110,2021-06-16,2020-06-20
p_27442,p_62507,co_6483,2019-11-28,2022-05-03
p_27442,p_91332,co_46,2019-07-05,2021-12-06
p_27442,p_95720,co_8,2019-06-19,2019-06-01
p_27443,p_32845,co_6865,2020-08-15,2021-08-13
p_27443,p_60483,co_10,2020-07-04,2021-05-20
p_27443,p_89053,co_3790,2020-01-24,2022-03-21
p_27444,p_32750,co_716,2019-07-10,2021-02-10
p_27444,p_36363,co_2317,2019-10-23,2020-09-14
p_27444,p_48825,co_4469,2020-11-13,2020-11-30
p_27445,p_88554,co_9340,2019-05-20,2021-04-06
